# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	NOTE	TOKENS	VALUE	SAGARTID	MORPHEMES
6804					to split	MazurStau	xtɕæ		!cognates	x t ɕ æ	xtɕæ		
6805					to split	MazurStau	qrə		!cognates	q r ə	qrə		
6806					to split	MazurStau	χtsɑχtsə		!cognates	χ t s ɑ χ t s ə	χtsɑχtsə		
6807					to split	MazurStau	tɕʰoqæ		!cognates	t ɕʰ o q æ	tɕʰoqæ		
6808	p j æ -		2278	6872	to split	MazurStau	pjæ			p j æ	pjæ		TO
#
207	p i n m a + p i l u		2290	6887 6888	to squeeze	Bantawa	pinma (pilu)			p i n m a + p i l u	pinma (pilu)	0	TO _to
899	tɕ ɣ a ʁ		2294	6892	to squeeze	Japhug	tɕɣaʁ			tɕ ɣ a ʁ	tɕɣaʁ	0	TO
1197	ɣ ¹/a r		2295	6898	to squeeze	Tangut	ɣar¹			ɣ ¹/a r	ɣar¹	0	TO
1528	- - v dz ɑ̂/ɑ - r		2288	6899	to squeeze	WobziKhroskyabs	vdzɑ̂r			v dz ɑ̂/ɑ r	vdzɑ̂r	0	TO
2591	t ɛ̙ tɕ ²/a̙		2289	7954	to squeeze	MenyaGao	2tɛ̠tɕa̠			t ɛ̙ tɕ ²/a̙	2tɛ̠tɕa̠	0	TO
3372	ɕ ə ɣ l æ		2299	6897	to squeeze	QueyuPubarong	ɕəɣlæ			ɕ ə ɣ l æ	ɕəɣlæ	0	TO
3675	- - f tsʰ æ̂/æ ʁ -		2288	6899	to squeeze	SiyuewuKhroskyabs	ftsʰæ̂ʁ	39111		f tsʰ æ̂/æ ʁ	ftsʰæ̂ʁ	0	TO
3989	ʈʂ ə̄ t		2292	6889	to squeeze	BragbarSitu	tʂə̄t			ʈʂ ə̄ t	tʂə̄t	0	TO
4226	s tʰ ə		2293	6890	to squeeze	Geshiza	stʰə			s tʰ ə	stʰə	0	TO
4627	- - f ts a - ⁵³/r		2288	6899	to squeeze	GuanyinqiaoKhroskyabs	ftsar⁵³			f ts a ⁵³/r	ftsar⁵³	0	TO
4875	r tsʰ ⁵⁵/o p		2298	6896	to squeeze	NjorogsKhroskyabs	rtsʰop⁵⁵			r tsʰ ⁵⁵/o p	rtsʰop⁵⁵	0	TO
4955	- ʈʂ a ⁵⁵/q -		2302	7953	to squeeze	NjorogsKhroskyabs	tʂaq⁵⁵			ʈʂ a ⁵⁵/q	tʂaq⁵⁵	0	TO
5302	k ɐ + m c r ɐ́/ɐ ʁ ʔ		2296	6894 6895	to squeeze	NgyaltsuZbu	kɐ-mcrɐ́ʁʔ			k ɐ + m c r ɐ́/ɐ ʁ ʔ	kɐ-mcrɐ́ʁʔ	0	TO _to
5766	- - tɕ ⁵⁵/e		2289	7954	to squeeze	Zlarong	tɕe55			tɕ ⁵⁵/e	tɕe55	0	TO
6809	χ tɕ ə r		2300	7955	to squeeze	MazurStau	χtɕər			χ tɕ ə r	χtɕər		TO
6810	- - f ts ə r -		2288	6899	to squeeze	MazurStau	ftsər			f ts ə r	ftsər		TO
6811			2301	7956	to squeeze	MazurStau	rgorgo			r g o r g o	rgorgo		TO
#
56	dʱ u p m a + - dʰ - uː		2304	6905 6906	to stab	Bantawa	dʰupma (dʰuu)			dʱ u p m a + dʰ uː	dʰupma (dʰuu)	0	_to TO
822	s ɤ ts a		2310	6911	to stab	Japhug	sɤtsa	9906		s ɤ ts a	sɤtsa	0	TO
900	- - s ɤ - tʰ - u -		2305	6910	to stab	Japhug	sɤthu			s ɤ tʰ u	sɤthu	0	TO
1239	- d j uː		2304	6906	to stab	Tangut	djuu			d j uː	djuu	0	TO
1529	- - - r dz ô/o -		2303	6916	to stab	WobziKhroskyabs	rdzô			r dz ô/o	rdzô	0	TO
2332	ɣ ə tsʰ ¹/ɛ		2306	6912	to stab	MenyaGao	1ɣətshɛ			ɣ ə tsʰ ¹/ɛ	1ɣətshɛ	0	TO
2352	kʰ ə n - dz ¹/u -		2303	6916	to stab	MenyaGao	1khəndzu			kʰ ə n dz ¹/u	1khəndzu	0	TO
3373	x tɕʰ ʊ		2308	6915	to stab	QueyuPubarong	xtɕʰʊ			x tɕʰ ʊ	xtɕʰʊ	0	TO
3676	- - - r dz ô/o -		2303	6916	to stab	SiyuewuKhroskyabs	rdzô	39112		r dz ô/o	rdzô	0	TO
3990	k a + tɕ w ā/a k		2312	6907 6908	to stab	BragbarSitu	ka-tɕwāk			k a + tɕ w ā/a k	ka-tɕwāk	0	TO _to
4115	n d - ə		2304	6906	to stab	Geshiza	ndə			n d ə	ndə	0	TO
4628	- - s - - tʰ ɣ ⁵⁵/ə -		2305	6910	to stab	GuanyinqiaoKhroskyabs	stʰɣə⁵⁵			s tʰ ɣ ⁵⁵/ə	stʰɣə⁵⁵	0	TO
4629	k ³³/ɛ + - - - r dz ⁵³/o -		2303	7903 6916	to stab	GuanyinqiaoKhroskyabs	kɛ³³rdzo⁵³			k ³³/ɛ + r dz ⁵³/o	kɛ³³rdzo⁵³	0	_to TO
4630	n dz ɛ ³³/r r tsʰ ⁵³/ɑ		2309	6919	to stab	GuanyinqiaoKhroskyabs	ndzɛr³³rtsʰɑ⁵³			n dz ɛ ³³/r r tsʰ ⁵³/ɑ	ndzɛr³³rtsʰɑ⁵³	0	TO
4682	cçʰ ⁵³/o		2307	6914	to stab	NjorogsKhroskyabs	cçʰo⁵³			cçʰ ⁵³/o	cçʰo⁵³	0	TO
4849	- - - r dz ⁵⁵/o ʔ		2303	6916	to stab	NjorogsKhroskyabs	rdzoʔ⁵⁵			r dz ⁵⁵/o ʔ	rdzoʔ⁵⁵	0	TO
5586	k ɐ s ə m - k ə́/ə t		2305	6910	to stab	NgyaltsuZbu	kɐsəmkə́t			k ɐ s ə m k ə́/ə t	kɐsəmkə́t	0	TO
5690	- - n - dz ⁵⁵/u -		2303	6916	to stab	Zlarong	ndzu55			n dz ⁵⁵/u	ndzu55	0	TO
6502	- - s - - tʰ ɣ ə́ d		2305	6910	to stab	SiyuewuKhroskyabs				s tʰ ɣ ə́ d			TO
6812	n d - ə		2304	6906	to stab	MazurStau	ndə			n d ə	ndə		TO
#
69	e p m a + e w a		2321	6926 6927	to stand	Bantawa	epma (ewa)			e p m a + e w a	epma (ewa)	0	TO _to
521	- r j ɛ - -		2315	6930	to stand	Daofu	rjɛ	22961		r j ɛ	rjɛ	2246	TO
823	n dz u r		2316	6931	to stand	Japhug	ndzur	9959		n dz u r	ndzur	3150	TO
1165	ʔ - j a - ¹/r		2315	6930	to stand	Tangut	.jar¹	9963		ʔ j a ¹/r	.jar¹	2246	TO
1463	- tɕʰ ə̂/ə r ɑ - -		2320	7767	to stand	WobziKhroskyabs	tɕʰə̂rɑ	31749		tɕʰ ə̂/ə r ɑ	tɕʰə̂rɑ	3778	TO
1787	⁵⁵/ə tɕ ⁵⁵/i - - m ¹³/u		2443	7767 6938	to stand	Zhaba	ə⁵⁵tɕi⁵⁵ mu¹³	22332	!cognates	⁵⁵/ə tɕ ⁵⁵/i m ¹³/u	ə⁵⁵tɕi⁵⁵ mu¹³	2443	
2032	k ɑ + - r j ɑ p -		2315	6928 6930	to stand	MaerkangrGyalrong	kɑ rjɑp	18542		k ɑ + r j ɑ p	kɑ rjɑp	2246	_to TO
2295	t ³³/ə r ⁵³/ə -		2318	6932	to stand	MuyaKangding	tə³³rə⁵³	23541		t ³³/ə r ⁵³/ə	tə³³rə⁵³	0	TO
2473	t ə ʐ ¹/ə -		2318	6932	to stand	MenyaGao	1təʐə			t ə ʐ ¹/ə	1təʐə	0	TO
2845	- r y a p -		2315	6930	to stand	OldBurmese	ryap	31261		r y a p	ryap	2246	TO
3089	ʂ kʰ ⁵⁵/e		2319	6934	to stand	QueyuXinlong	ʂkhe⁵⁵	21091		ʂ kʰ ⁵⁵/e	ʂkhe⁵⁵	0	TO
3374	- kʰ ɪ		2319	6934	to stand	QueyuPubarong	kʰɪ			kʰ ɪ	kʰɪ	0	TO
3677	- - r ó/o z		2318	6932	to stand	SiyuewuKhroskyabs	róz	39113		r ó/o z	róz	0	TO
3991	k a + - r ɟ ē/e p -		2315	6928 6930	to stand	BragbarSitu	ka-rɟēp			k a + r ɟ ē/e p	ka-rɟēp	0	_to TO
4176	- r j i - -		2315	6930	to stand	Geshiza	rji			r j i	rji	0	TO
4631	- dz u ⁵³/r		2316	6931	to stand	GuanyinqiaoKhroskyabs	dzur⁵³			dz u ⁵³/r	dzur⁵³	0	TO
4632	- tɕʰ ³³/ə r ⁵³/a - -		2320	7767	to stand	GuanyinqiaoKhroskyabs	tɕʰə³³ra⁵³			tɕʰ ³³/ə r ⁵³/a	tɕʰə³³ra⁵³	0	TO
4795	n dz u ⁵⁵/r		2316	6931	to stand	NjorogsKhroskyabs	ndzur⁵⁵			n dz u ⁵⁵/r	ndzur⁵⁵	0	TO
5083	- ⁿdz o r +		2316	6931	to stand	Tshobdun	ⁿdzor <			ⁿdz o r +	ⁿdzor <	0	TO
5587	k ɐ + - ⁿdz ô/o r		2316	6928 6931	to stand	NgyaltsuZbu	kɐ-ⁿdzôr			k ɐ + ⁿdz ô/o r	kɐ-ⁿdzôr	0	_to TO
6813	- r j ɛ - -		2315	6930	to stand	MazurStau	rjɛ			r j ɛ	rjɛ		TO
#
118	kʰ ɨ m a + kʰ ɨ s u		2327	6952 6953	to steal	Bantawa	kʰɨma (kʰɨsu)			kʰ ɨ m a + kʰ ɨ s u	kʰɨma (kʰɨsu)	0	TO _to
522	- - - - - - ʂ k - - ə - - - - - -		2323	6956	to steal	Daofu	ʂkə	22628		ʂ k ə	ʂkə	10464	TO
824	- - - - m ɯ r k - - ɯ - - - - - -		2323	6956	to steal	Japhug	mɯrkɯ	10065		m ɯ r k ɯ	mɯrkɯ	10464	TO
1166	- - - - - - - kʷ - j ɨː - - r - - -		2323	6956	to steal	Tangut	kwjɨɨr	38045		kʷ j ɨː r	kwjɨɨr	10464	TO
1464	- - - - f - - k - - ?ə̂/ə - - - - - -		2323	6956	to steal	WobziKhroskyabs	fkə̂	31751		f k ə̂/ə	fkə̂	10464	TO
1788	- m ⁵⁵/ə m ⁵⁵/a		2425	6966 6967	to steal	Zhaba	mə⁵⁵ ma⁵⁵	22261	!cognates	m ⁵⁵/ə m ⁵⁵/a	mə⁵⁵ ma⁵⁵	2425	
2033	k ɑ + n ə + ʃ - - m o		2324	6954 6959 6966	to steal	MaerkangrGyalrong	kɑ nə ʃmo	18479		k ɑ + n ə + ʃ m o	kɑ nə ʃmo	3334	TO _to _to
2296	- - - - - - - k u - ²⁴/ə - - - - - - + - kʰ ⁵⁵/ə β ³³/ə		2323	6956 6962	to steal	MuyaKangding	kuə²⁴ khə⁵⁵βə³³	23480		k u ²⁴/ə + kʰ ⁵⁵/ə β ³³/ə	kuə²⁴ khə⁵⁵βə³³	0	TO _to
2358	- - kʰ u - - - k - - ¹/ə - - - - - -		2323	6956	to steal	MenyaGao	1khukə			kʰ u k ¹/ə	1khukə	0	TO
2846	- - - - - - - kʰ u - i w ɦ - - - -		2323	6956	to steal	OldBurmese	khuiwḥ	31262		kʰ u i w ɦ	khuiwḥ	10464	TO
3090	- - - - ʂ - - k - - ⁵⁵/ɯ - - - v ⁵⁵/i -		2323	6956	to steal	QueyuXinlong	ʂkɯ⁵⁵vi⁵⁵	25024		ʂ k ⁵⁵/ɯ v ⁵⁵/i	ʂkɯ⁵⁵vi⁵⁵	0	TO
3216	tɕʰ ə̄/ə - - - - x k - - e - - - - - -		2323	6956	to steal	QueyuPubarong	tɕʰə̄ˣke			tɕʰ ə̄/ə x k e	tɕʰə̄ˣke	0	TO
3678	- - - - f - - k - - ə̂/ə - - - - - -		2323	6956	to steal	SiyuewuKhroskyabs	fkə̂	39114		f k ə̂/ə	fkə̂	0	TO
3992	k a + ɕ - - m ō/o		2324	6954 6966	to steal	BragbarSitu	ka-ɕmō			k a + ɕ m ō/o	ka-ɕmō	0	TO _to
4177	- - - - - - r k - - ə - - - - - -		2323	6956	to steal	Geshiza	rkə			r k ə	rkə	0	TO
4633	- - - - f - - k - - ⁵³/ə - - - - - -		2323	6956	to steal	GuanyinqiaoKhroskyabs	fkə⁵³			f k ⁵³/ə	fkə⁵³	0	TO
4715	- - - - f - - k - - ⁵⁵/u - - - - - ʔ		2323	6956	to steal	NjorogsKhroskyabs	fkuʔ⁵⁵			f k ⁵⁵/u ʔ	fkuʔ⁵⁵	0	TO
5060	- - - - m ə r k - - u - - - - - -		2323	6956	to steal	Tshobdun	mərku			m ə r k u	mərku	0	TO
5303	k ɐ + - - - - m ə r k - - ə́/ə - - - - - ʔ		2323	6954 6956	to steal	NgyaltsuZbu	kɐ-mərkə́ʔ			k ɐ + m ə r k ə́/ə ʔ	kɐ-mərkə́ʔ	0	_to TO
6106	k a + ʃ - - m o		2324	6954 6966	to steal	KyomkyoSitu	kaʃmo			k a + ʃ m o	kaʃmo	0	TO _to
6814	- - - - - - r k - - ə - - - - - -		2323	6956	to steal	MazurStau	rkə			r k ə	rkə		TO
#
84	h o m m a + h o m a		2333	6980 6981	to swell	Bantawa	homma (homa)			h o m m a + h o m a	homma (homa)	0	TO _to
825	n ɯ ɣ mb ɤ β		2331	6985	to swell	Japhug	nɯɣmbɤβ	10383		n ɯ ɣ mb ɤ β	nɯɣmbɤβ	0	TO
901	- - - - m ɤ r o m		2330	6988	to swell	Japhug	mɤrom			m ɤ r o m	mɤrom	0	TO
1530	- - j b ə̂/ə v		2331	6985	to swell	WobziKhroskyabs	jbə̂v			j b ə̂/ə v	jbə̂v	0	TO
2590	- - t ə - - ʐ ²/e -		2330	6988	to swell	MenyaGao	2təʐe			t ə ʐ ²/e	2təʐe	0	TO
3375	p ə̄ - - - - ʐ o -		2330	6988	to swell	QueyuPubarong	pə̄ʐo			p ə̄ ʐ o	pə̄ʐo	0	TO
3679	- - ɣ b ə̂/ə v		2331	6985	to swell	SiyuewuKhroskyabs	ɣbə̂v	39115		ɣ b ə̂/ə v	ɣbə̂v	0	TO
3993	- - - mb ō/o p		2331	6985	to swell	BragbarSitu	mbōp			mb ō/o p	mbōp	0	TO
4185	- - - - - - r o -		2330	6988	to swell	Geshiza	ro			r o	ro	0	TO
4634	- - ɣ b ⁵³/u -		2331	6985	to swell	GuanyinqiaoKhroskyabs	ɣbu⁵³			ɣ b ⁵³/u	ɣbu⁵³	0	TO
4679	- - - b u ⁵⁵/p		2331	6985	to swell	NjorogsKhroskyabs	bup⁵⁵			b u ⁵⁵/p	bup⁵⁵	0	TO
5407	k ɯ + - - - - m ɑ r ɑ̂/ɑ m		2330	6987 6988	to swell	NgyaltsuZbu	kɯ-mɑrɑ̂m			k ɯ + m ɑ r ɑ̂/ɑ m	kɯ-mɑrɑ̂m	0	_to TO
5783	- - t ⁵⁵/ə - - r ⁵⁵/ã -		2330	6988	to swell	Zlarong	tə55rã55			t ⁵⁵/ə r ⁵⁵/ã	tə55rã55	0	TO
6815	- - - - - - r o -		2330	6988	to swell	MazurStau	ro			r o	ro		TO
#
826	- - - - ndʑ - - a ʁ - - -		2335	6997	to swim	Japhug	ndʑaʁ	10436		ndʑ a ʁ	ndʑaʁ	0	TO
903	- - n ɤ ndʑ - - a ʁ l a ʁ		2335	6997	to swim	Japhug	nɤndʑaʁlaʁ			n ɤ ndʑ a ʁ l a ʁ	nɤndʑaʁlaʁ	0	TO
1193	- - - - dʑ - i ²/aː - - - -		2335	6997	to swim	Tangut	dʑiaa²			dʑ i ²/aː	dʑiaa²	0	TO
1531	- - n - dʑ - - á/a - - - -		2335	6997	to swim	WobziKhroskyabs	ndʑá			n dʑ á/a	ndʑá	0	TO
2620	tɕʰ ə tɕ ɛ + kʰ ə - - dʑ - - ²/ʌ - - - -	partial tib: chu	2335	7000 6997	to swim	MenyaGao	2tɕhətɕɛkʰədʑʌ			tɕʰ ə tɕ ɛ + kʰ ə dʑ ²/ʌ	2tɕhətɕɛkʰədʑʌ	0	_to TO
3376	x - - - tɕ - - ō/o - - - -		2335	6997	to swim	QueyuPubarong	xtɕō			x tɕ ō/o	xtɕō	0	TO
3680	- - - - dʑ - - æ̂/æ ʁ - - -		2335	6997	to swim	SiyuewuKhroskyabs	dʑæ̂ʁ	39116		dʑ æ̂/æ ʁ	dʑæ̂ʁ	0	TO
3994	- - - - ndʑ - i ā/a k - - -		2335	6997	to swim	BragbarSitu	ndʑiāk			ndʑ i ā/a k	ndʑiāk	0	TO
4051	- - - - dʑ u - a - - - -		2335	6997	to swim	Geshiza	dʑua			dʑ u a	dʑua	0	TO
4635	- - - - ʑ - - ⁵³/ɑ - - - -		2335	6997	to swim	GuanyinqiaoKhroskyabs	ʑɑ⁵³			ʑ ⁵³/ɑ	ʑɑ⁵³	0	TO
4796	- - n - dʑ - - a ⁵⁵/q - - -		2335	6997	to swim	NjorogsKhroskyabs	ndʑaq⁵⁵			n dʑ a ⁵⁵/q	ndʑaq⁵⁵	0	TO
5588	k ɐ + - - - - ⁿdʑ - - ɐ̂/ɐ ʁ - - -		2335	7001 6997	to swim	NgyaltsuZbu	kɐ-ⁿdʑɐ̂ʁ			k ɐ + ⁿdʑ ɐ̂/ɐ ʁ	kɐ-ⁿdʑɐ̂ʁ	0	_to TO
5773	tɕʰ ⁵⁵/u - - + - - n - dʑ - - ⁵³/u - - - -	partial tib: chu	2335	7000 6997	to swim	Zlarong	tɕhu55ndʑu53			tɕʰ ⁵⁵/u + n dʑ ⁵³/u	tɕhu55ndʑu53	0	_to TO
6816					to swim	MazurStau	dʑwæ		!cognates	d ʑ w æ	dʑwæ		
#
167	m i n m a + m i t t u		2342	7012 7013	to think (reflect)	Bantawa	minma (mittu)			m i n m a + m i t t u	minma (mittu)	0	TO _to
523	- n tsʰ ə s x i - -		1903	7015 7016	to think (reflect)	Daofu	ntshə sxi	19863	!cognates	n tsʰ ə s x i	ntshə sxi	1903	
827	- - s ɯ s - o - -		2338	7015	to think (reflect)	Japhug	sɯso	10860		s ɯ s o	sɯso	10586	TO
1167	- - - - s j iː j -		2338	7015	to think (reflect)	Tangut	sjiij	38027		s j iː j	sjiij	10586	TO
1465	- n tsʰ ə̂/ə - - - - -		2338	7015	to think (reflect)	WobziKhroskyabs	ntsʰə̂	31763		n tsʰ ə̂/ə	ntsʰə̂	1903	TO
1789	ŋ ³³/ʌ m ⁵⁵/ɛ m ³³/ɛ		2431	7028 7018	to think (reflect)	Zhaba	ŋʌ³³ mɛ⁵⁵mɛ³³	22292	!cognates	ŋ ³³/ʌ m ⁵⁵/ɛ m ³³/ɛ	ŋʌ³³ mɛ⁵⁵mɛ³³	2431	
2035	- - s ə s - o - - + k ɑ p ɑ		10586	7015 7030 7020	to think (reflect)	MaerkangrGyalrong	sə so kɑpɑ	18512	!cognates	s ə s o + k ɑ p ɑ	sə so kɑpɑ	10586	
2297	tʰ ⁵⁵/u s ⁵⁵/ɐ m b ³³/æ		2345	7022	to think (reflect)	MuyaKangding	thu⁵⁵sɐ⁵⁵mbæ³³	23512		tʰ ⁵⁵/u s ⁵⁵/ɐ m b ³³/æ	thu⁵⁵sɐ⁵⁵mbæ³³	0	TO
2584	- - - - s - ²/ɔ̙ - -		2338	7015	to think (reflect)	MenyaGao	2sɔ̠			s ²/ɔ̙	2sɔ̠	0	TO
2847	t u y ɦ		2340	7024	to think (reflect)	OldBurmese	tuyḥ	31263		t u y ɦ	tuyḥ	1061	TO
3091	- - - - s - ³³/e - - + ʂ tɕ ⁵⁵/o		2338	7015 7026	to think (reflect)	QueyuXinlong	se³³ ʂtɕo⁵⁵	21071		s ³³/e + ʂ tɕ ⁵⁵/o	se³³ ʂtɕo⁵⁵	0	TO _to
3377	x - - - sʰ w ē/e - -		2338	7015	to think (reflect)	QueyuPubarong	xsʰwē			x sʰ w ē/e	xsʰwē	0	TO
3681	- n tsʰ ə́/ə - - - - -		2338	7015	to think (reflect)	SiyuewuKhroskyabs	ntsʰə́	39117		n tsʰ ə́/ə	ntsʰə́	0	TO
3995	- - s ə s - ō/o - -		2338	7015	to think (reflect)	BragbarSitu	səsō			s ə s ō/o	səsō	0	TO
4125	- n tsʰ ə - - - - -		2338	7015	to think (reflect)	Geshiza	ntsʰə			n tsʰ ə	ntsʰə	0	TO
4197	- - s ə s j i - -		2338	7015	to think (reflect)	Geshiza	səsji			s ə s j i	səsji	0	TO
4636	- n s ⁵⁵/ə s - ³³/e - -		2338	7015	to think (reflect)	GuanyinqiaoKhroskyabs	nsə⁵⁵se³³			n s ⁵⁵/ə s ³³/e	nsə⁵⁵se³³	0	TO
4815	- n tsʰ ⁵³/o - - - - -		2338	7015	to think (reflect)	NjorogsKhroskyabs	ntsʰo⁵³			n tsʰ ⁵³/o	ntsʰo⁵³	0	TO
5180	- - s ə s - i - ʔ		2338	7015	to think (reflect)	Tshobdun	səsiʔ			s ə s i ʔ	səsiʔ	0	TO
5370	k ɑ + - - s ɯ s - ɑ́/ɑ - ʔ		2338	7023 7015	to think (reflect)	NgyaltsuZbu	kɑ-sɯsɑ́ʔ			k ɑ + s ɯ s ɑ́/ɑ ʔ	kɑ-sɯsɑ́ʔ	0	_to TO
5760	s ⁵⁵/o n ⁵³/u	tib	2344	7018	to think (reflect)	Zlarong	so55nu53			s ⁵⁵/o n ⁵³/u	so55nu53	0	TO
6107	k a + - - s ə s - o - -		2338	7023 7015	to think (reflect)	KyomkyoSitu	kasəso			k a + s ə s o	kasəso	0	_to TO
6817	- n tsʰ ə - - - - -		2338	7015	to think (reflect)	MazurStau	ntsʰə			n tsʰ ə	ntsʰə		TO
#
129	k o k m a + k o u		2351	7046 7047	to throw	Bantawa	kokma (kou)			k o k m a + k o u	kokma (kou)	0	TO _to
261	w e t m a + w e r u		2355	7064 7727	to throw	Bantawa	wetma (weru)			w e t m a + w e r u	wetma (weru)	0	_to TO
524	- - ɟj - - ɛ - + r q ɛ		2346	7048 7932	to throw	Daofu	ɟjɛr qɛ	19834		ɟj ɛ + r q ɛ	ɟjɛr qɛ	3350	TO _to
828	ɣ ɤ r - ɤ t		2347	7059	to throw	Japhug	ɣɤrɤt	11072		ɣ ɤ r ɤ t	ɣɤrɤt	3213	TO
1168	- - dʑ j w o -		2346	7048	to throw	Tangut	dʑjwo	38077		dʑ j w o	dʑjwo	4188	TO
1466	ɲ - c - - ô/o -		2346	7048	to throw	WobziKhroskyabs	ɲcô	31767		ɲ c ô/o	ɲcô	3783	TO
1790	³³/a + ɟj ⁵⁵/o		2346	7062 7048	to throw	Zhaba	a³³ ɟjo⁵⁵	22262		³³/a + ɟj ⁵⁵/o	a³³ ɟjo⁵⁵	3409	_to TO
2036	k ɐ + n ɐ - - - - - + s t ə m		2346	7050 7048 7054	to throw	MaerkangrGyalrong	kɐ nɐ stəm	18480		k ɐ + n ɐ + s t ə m	kɐ nɐ stəm	3336	_to TO _to
2298	tʰ ⁵⁵/ɐ + ( - - ) d ⁵³/æ		2349	7056 7057	to throw	MuyaKangding	thɐ⁵⁵ dæ⁵³	23481		tʰ ⁵⁵/ɐ + d ⁵³/æ	thɐ⁵⁵ dæ⁵³	0	_to TO
2565	( n ɛ ) d ²/ɛ		2349	7057	to throw	MenyaGao	2nɛdɛ			n ɛ d ²/ɛ	2nɛdɛ	0	TO
2848	p a c		2357	7058	to throw	OldBurmese	pac	31291		p a c	pac	928	TO
3092	ɣ ¹³/ɯ s q ⁵⁵/a r ¹³/e		2358	7060	to throw	QueyuXinlong	ɣɯ¹³sqa⁵⁵re¹³	21054		ɣ ¹³/ɯ s q ⁵⁵/a r ¹³/e	ɣɯ¹³sqa⁵⁵re¹³	0	TO
3378	- - ʐ - ə -		2347	7059	to throw	QueyuPubarong	ʐə			ʐ ə	ʐə	0	TO
3682	ɲ - c - - ô/o -		2346	7048	to throw	SiyuewuKhroskyabs	ɲcô	39118		ɲ c ô/o	ɲcô	0	TO
3996	n ə ɟ - - ū/u -		2346	7048	to throw	BragbarSitu	nəɟū			n ə ɟ ū/u	nəɟū	0	TO
4312	- - ʑ u a -		2347	7059	to throw	Geshiza	ʑua			ʑ u a	ʑua	0	TO
4637	n - cç - - ⁵³/o -		2346	7048	to throw	GuanyinqiaoKhroskyabs	ncço⁵³			n cç ⁵³/o	ncço⁵³	0	TO
4788	n - cç - - o ⁵⁵/ʔ		2346	7048	to throw	NjorogsKhroskyabs	ncçoʔ⁵⁵			n cç o ⁵⁵/ʔ	ncçoʔ⁵⁵	0	TO
5243	w ɐ r e - t		2347	7059	to throw	Tshobdun	wɐret			w ɐ r e t	wɐret	0	TO
5351	k ɐ + v ɐ r ê - t		2347	7050 7059	to throw	NgyaltsuZbu	kɐ-vɐrêt			k ɐ + v ɐ r ê t	kɐ-vɐrêt	0	_to TO
5822	w ⁵³/a		2360	7063	to throw	Zlarong	wa53			w ⁵³/a	wa53	0	TO
6108	k a + pʰ ə t		2353	7053 7933	to throw	KyomkyoSitu	kaphət			k a + pʰ ə t	kaphət	0	TO _to
6818	- qʰ e		2350	7932	to throw	MazurStau	qʰe			qʰ e	qʰe		TO
#
38	cʰ u m m a + cʰ u m s u		2367	7077 7078	to tie (together)	Bantawa	cʰumma (cʰumsu)			cʰ u m m a + cʰ u m s u	cʰumma (cʰumsu)	0	TO _to
75	h e t m a + h e t t u		2373	7088 7089	to tie (together)	Bantawa	hetma (hettu)			h e t m a + h e t t u	hetma (hettu)	0	TO _to
829	β r a ʁ		2363	7081	to tie (together)	Japhug	βraʁ	11178		β r a ʁ	βraʁ	0	TO
904	- - r ŋg ɤ β		2365	7092	to tie (together)	Japhug	rŋgɤβ			r ŋg ɤ β	rŋgɤβ	0	TO
905	x tɕ ɤ r		2377	7093	to tie (together)	Japhug	xtɕɤr			x tɕ ɤ r	xtɕɤr	0	TO
906	z g r o ʁ		2378	7094	to tie (together)	Japhug	zgroʁ			z g r o ʁ	zgroʁ	0	TO
907	β r a ʁ		2363	7081	to tie (together)	Japhug	βraʁ			β r a ʁ	βraʁ	0	TO
1214	pʰ e ¹/j		2371	7086	to tie (together)	Tangut	phej¹			pʰ e ¹/j	phej¹	0	TO
1532	r cʰ ê/e - - -		2364	7080	to tie (together)	WobziKhroskyabs	rcʰê			r cʰ ê/e	rcʰê	0	TO
1533	pʰ r ɑ́/ɑ ɣ		2363	7081	to tie (together)	WobziKhroskyabs	pʰrɑ́ɣ			pʰ r ɑ́/ɑ ɣ	pʰrɑ́ɣ	0	TO
2330	ɣ ə tɕ ə tɕ ¹/ʌ		2369	7083	to tie (together)	MenyaGao	1ɣətɕətɕʌ			ɣ ə tɕ ə tɕ ¹/ʌ	1ɣətɕətɕʌ	0	TO
3379	d o		2370	7085	to tie (together)	QueyuPubarong	do			d o	do	0	TO
3683	r cʰ ê/e - - -		2364	7080	to tie (together)	SiyuewuKhroskyabs	rcʰê	39119		r cʰ ê/e	rcʰê	0	TO
3997	- - r g ō/o p		2365	7092	to tie (together)	BragbarSitu	rgōp			r g ō/o p	rgōp	0	TO
4187	r tɕʰ e - - -		2364	7080	to tie (together)	Geshiza	rtɕʰe			r tɕʰ e	rtɕʰe	0	TO
4195	s + pʰ r ə u		2363	7090 7081	to tie (together)	Geshiza	s-pʰrəu			s + pʰ r ə u	s-pʰrəu	0	_to TO
4638	r cçʰ ⁵³/e - - -		2364	7080	to tie (together)	GuanyinqiaoKhroskyabs	rcçʰe⁵³			r cçʰ ⁵³/e	rcçʰe⁵³	0	TO
4639	pʰ r ɑ ⁵⁵/ɣ		2363	7081	to tie (together)	GuanyinqiaoKhroskyabs	pʰrɑɣ⁵⁵			pʰ r ɑ ⁵⁵/ɣ	pʰrɑɣ⁵⁵	0	TO
