# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	MORPHEMES	NOTE	TOKENS	VALUE	GLOSSES
4129	n - w a - - tɕ ə		2117	6421	to play	Geshiza	nwatɕə				n w a tɕ ə	nwatɕə	TO
4606	- - - - - n cçʰ - ⁵⁵/a l - - - - - - - -		2115	6419	to play	GuanyinqiaoKhroskyabs	ncçʰal⁵⁵				n cçʰ ⁵⁵/a l	ncçʰal⁵⁵	TO
4787	- - - - - n cçʰ - ⁵⁵/a l - - - - - - - -		2115	6419	to play	NjorogsKhroskyabs	ncçʰal⁵⁵				n cçʰ ⁵⁵/a l	ncçʰal⁵⁵	TO
4859	r j ⁵⁵/e		2126	6437	to play	NjorogsKhroskyabs	rje⁵⁵				r j ⁵⁵/e	rje⁵⁵	TO
5074	n ɐ́/ɐ ʁ ɐ - - - -		2117	6421	to play	Tshobdun	nɐ́ʁɐ				n ɐ́/ɐ ʁ ɐ	nɐ́ʁɐ	TO
5583	k ɐ + n ɐ w ɐ́/ɐ ʁ ʔ - -		2117	6424 6421	to play	NgyaltsuZbu	kɐ-nɐwɐ́ʁʔ				k ɐ + n ɐ w ɐ́/ɐ ʁ ʔ	kɐ-nɐwɐ́ʁʔ	_to TO
5715	ȵ ⁵⁵/i ȵ ⁵⁵/i w ¹³/i		2124	6436	to play	Zlarong	ȵi55ȵi55wi13				ȵ ⁵⁵/i ȵ ⁵⁵/i w ¹³/i	ȵi55ȵi55wi13	TO
6087	k a + n ə m b r i		2116	6424 6418	to play	KyomkyoSitu	kanəmbri				k a + n ə m b r i	kanəmbri	_to TO
6507	- - - - - ɲ cʰ - ǽ/æ l - - - - - - - -		2115	6419	to play	WobziKhroskyabs					ɲ cʰ ǽ/æ l		TO
6785	- - - - - n cʰ - æ - r æ - - - - - -		2115	6419	to play	MazurStau	ncʰæræ				n cʰ æ r æ	ncʰæræ	TO
6786			2125	7948	to play	MazurStau	mɟəɟə				m ɟ ə ɟ ə	mɟəɟə	TO
#
119	kʰ ɨ n m a		2134	6448	to pull	Bantawa	kʰɨnma				kʰ ɨ n m a	kʰɨnma	TO
509	m tsʰ i		2130	6451	to pull	Daofu	mtshi	19754			m tsʰ i	mtshi	TO
804	- - r ɤ - ɕ i		2128	6453	to pull	Japhug	rɤɕi	7468			r ɤ ɕ i	rɤɕi	TO
1451	- - r - - ɕ ə̂/ə		2128	6453	to pull	WobziKhroskyabs	rɕə̂	31704			r ɕ ə̂/ə	rɕə̂	TO
1775	⁵⁵/ə + - - - - - - s ³³/u		2129	6465 6457	to pull	Zhaba	ə⁵⁵ su³³	22191			⁵⁵/ə + s ³³/u	ə⁵⁵ su³³	_to TO
2020	k ɑ + p r ɑ k		2127	6449 6455	to pull	MaerkangrGyalrong	kɑ prɑk	22803			k ɑ + p r ɑ k	kɑ prɑk	TO _to
2282	- - - - r ³³/o z ⁵³/ə̙		2129	6457	to pull	MuyaKangding	ro³³zə̱⁵³	23411			r ³³/o z ⁵³/ə̙	ro³³zə̱⁵³	TO
2354	- - kʰ ə - - tsʰ ¹/u		2129	6457	to pull	MenyaGao	1khətshu				kʰ ə tsʰ ¹/u	1khətshu	TO
2832	cʰ o₁/o y		2136	6460	to pull	OldBurmese	cho₁y	31248			cʰ o₁/o y	cho₁y	TO
3077	kʰ ¹³/a + m ⁵⁵/e + t ⁵⁵/ə - - - - z ⁵⁵/o		2127	6449 6462 6457	to pull	QueyuXinlong	(kha¹³ me⁵⁵) tə⁵⁵zo⁵⁵	18617			kʰ ¹³/a + m ⁵⁵/e + t ⁵⁵/ə z ⁵⁵/o	(kha¹³ me⁵⁵) tə⁵⁵zo⁵⁵	TO _to _to
3361	tʰ ə n tʰ ē/e -		2131	6461	to pull	QueyuPubarong	tʰəntʰē				tʰ ə n tʰ ē/e	tʰəntʰē	TO
3658	- dʑ ə̂/ə dʑ ə		2132	6464	to pull	SiyuewuKhroskyabs	dʑə̂dʑə	39094			dʑ ə̂/ə dʑ ə	dʑə̂dʑə	TO
3972	k a + - - r a p ɕ ê/e		2127	6449 6453	to pull	BragbarSitu	ka-rapɕê				k a + r a p ɕ ê/e	ka-rapɕê	TO _to
4607	r ³³/ə r - - ɕ ⁵³/ə		2128	6453	to pull	GuanyinqiaoKhroskyabs	rə³³rɕə⁵³				r ³³/ə r ɕ ⁵³/ə	rə³³rɕə⁵³	TO
4716	f s ⁵³/e		2130	6451	to pull	NjorogsKhroskyabs	fse⁵³				f s ⁵³/e	fse⁵³	TO
4844	- - r - - ɕ ⁵³/i		2128	6453	to pull	NjorogsKhroskyabs	rɕi⁵³				r ɕ ⁵³/i	rɕi⁵³	TO
5141	r ɐ́/ɐ s k i -		2133	6458	to pull	Tshobdun	rɐ́ski				r ɐ́/ɐ s k i	rɐ́ski	TO
5142	- - r ɐ - ʃ e		2128	6453	to pull	Tshobdun	rɐʃe				r ɐ ʃ e	rɐʃe	TO
5333	k ɐ + r ɐ s k ɐ́/ɐ ʔ		2127	6449 6458	to pull	NgyaltsuZbu	kɐ-rɐskɐ́ʔ				k ɐ + r ɐ s k ɐ́/ɐ ʔ	kɐ-rɐskɐ́ʔ	TO _to
5623	j ⁵³/ũ		2139	6467	to pull	Zlarong	jũ53				j ⁵³/ũ	jũ53	TO
6088	k a + - - n tʰ e n		2127	6449 6461	to pull	KyomkyoSitu	kanthen				k a + n tʰ e n	kanthen	TO _to
6089	k a + r w u		2127	6449 7792	to pull	KyomkyoSitu	karwu				k a + r w u	karwu	TO _to
6787	n dʑ ə dʑ ə		2132	6464	to pull	MazurStau	ndʑədʑə				n dʑ ə dʑ ə	ndʑədʑə	TO
#
250	t o m - m a + t o m t u		2146	6477 6478	to push	Bantawa	tomma (tomtu)				t o m m a + t o m t u	tomma (tomtu)	TO _to
510	z o		2151	6480	to push	Daofu	zo	19836			z o	zo	TO
805	s tʰ o ʁ		2142	6483	to push	Japhug	sthoʁ	7521			s tʰ o ʁ	sthoʁ	TO
1152	- - - - - - kʰ w e j		2141	6492	to push	Tangut	khwej	38095			kʰ w e j	khwej	TO
1452	- - n - - s kʰ - ɑ́/ɑ ɣ		2141	6492	to push	WobziKhroskyabs	nskʰɑ́ɣ	31705			n s kʰ ɑ́/ɑ ɣ	nskʰɑ́ɣ	TO
1776	t ¹³/ʌ t ³³/i - - k ⁵⁵/ɪ		2145	6489	to push	Zhaba	tʌ¹³ti³³kɪ⁵⁵	25198			t ¹³/ʌ t ³³/i k ⁵⁵/ɪ	tʌ¹³ti³³kɪ⁵⁵	TO
2021	k ɐ + k ʈʂ ɐ k -		2144	6485 6486	to push	MaerkangrGyalrong	kɐ ktʂɐk	18482			k ɐ + k ʈʂ ɐ k	kɐ ktʂɐk	_to TO
2283	tʰ ⁵⁵/y n d ⁵³/y		2148	6487	to push	MuyaKangding	thy⁵⁵ndy⁵³	23483			tʰ ⁵⁵/y n d ⁵³/y	thy⁵⁵ndy⁵³	TO
2481	tʰ y n d ¹/y		2148	6487	to push	MenyaGao	1thyndy				tʰ y n d ¹/y	1thyndy	TO
2833	t o₁/o n ɦ - -		2146	6477	to push	OldBurmese	to₁nḥ	31249			t o₁/o n ɦ	to₁nḥ	TO
2834	t u i v ɦ		2155	6497	to push	OldBurmese	tuivḥ	31250			t u i v ɦ	tuivḥ	TO
2835	nh/n̥ i p		2156	6499	to push	OldBurmese	nhip	31251			nh/n̥ i p	nhip	TO
3078	ɣ ¹³/ɯ ɕ t ⁵⁵/e		2153	6490	to push	QueyuXinlong	ɣɯ¹³ɕte⁵⁵	21056			ɣ ¹³/ɯ ɕ t ⁵⁵/e	ɣɯ¹³ɕte⁵⁵	TO
3362	t ə̄ t e ɪ - - -		2145	6489	to push	QueyuPubarong	tə̄teɪ				t ə̄ t e ɪ	tə̄teɪ	TO
3659	- - - - - s kʰ - ǽ/æ ɣ		2141	6492	to push	SiyuewuKhroskyabs	skʰǽɣ	39095			s kʰ ǽ/æ ɣ	skʰǽɣ	TO
3973	tɕ i ɛ̄/ɛ t		2150	6479	to push	BragbarSitu	tɕiɛ̄t				tɕ i ɛ̄/ɛ t	tɕiɛ̄t	TO
4096	m b ə r tsʰ ə		2152	6481	to push	Geshiza	mbərtsʰə				m b ə r tsʰ ə	mbərtsʰə	TO
4608	r ³³/ə ŋ - - - kʰ - ⁵⁵/ɑ ɣ		2141	6492	to push	GuanyinqiaoKhroskyabs	rə³³ŋkʰɑɣ⁵⁵				r ³³/ə ŋ kʰ ⁵⁵/ɑ ɣ	rə³³ŋkʰɑɣ⁵⁵	TO
4954	- ʈʂ ⁵⁵/a q -		2144	6486	to push	NjorogsKhroskyabs	tʂaq⁵⁵				ʈʂ ⁵⁵/a q	tʂaq⁵⁵	TO
5193	s tʰ ɔ - +		2142	6483	to push	Tshobdun	stʰɔ <				s tʰ ɔ +	stʰɔ <	TO
5343	k ɐ + s t ô/o ʁ		2142	6485 6483	to push	NgyaltsuZbu	kɐ-stôʁ				k ɐ + s t ô/o ʁ	kɐ-stôʁ	_to TO
5614	j ⁵⁵/e		2154	6495	to push	Zlarong	je55				j ⁵⁵/e	je55	TO
6090	k a + - - n ə r - k - o -		2141	6484 6492	to push	KyomkyoSitu	kanərko				k a + n ə r k o	kanərko	_to TO
6091	k a + - - t a - ʔ - -		2143	6484 6489	to push	KyomkyoSitu	kataʔ				k a + t a ʔ	kataʔ	TO _to
6092	k a + - tɽ a - p		2143	6484 6486	to push	KyomkyoSitu	katɽap				k a + tɽ a p	katɽap	TO _to
6788	- - - - r - k - o -		2141	6492	to push	MazurStau	rko				r k o	rko	TO
#
269	y u ŋ m a + y u ŋ a		2163	6506 6507	to reside (live)	Bantawa	yuŋma (yuŋa)				y u ŋ m a + y u ŋ a	yuŋma (yuŋa)	TO _to
511	n dz u		2160	6510	to reside (live)	Daofu	ndzu	22710			n dz u	ndzu	TO
806	r ɤ ʑ i		2159	6512	to reside (live)	Japhug	rɤʑi	7733			r ɤ ʑ i	rɤʑi	TO
1153	- dʑ j iː j		2161	6519	to reside (live)	Tangut	dʑjiij	38068			dʑ j iː j	dʑjiij	TO
1453	r - j ê/e		2159	6512	to reside (live)	WobziKhroskyabs	rjê	31709			r j ê/e	rjê	TO
1777	m ³³/ø ʂ t ⁵⁵/i		2166	6520	to reside (live)	Zhaba	mø³³ʂti⁵⁵	22101			m ³³/ø ʂ t ⁵⁵/i	mø³³ʂti⁵⁵	TO
2022	k ɑ + ȵ i -		2157	6508 6509	to reside (live)	MaerkangrGyalrong	kɑ ȵi	18316			k ɑ + ȵ i	kɑ ȵi	TO _to
2284	n dʑ - ⁵³/æ -		2161	6519	to reside (live)	MuyaKangding	ndʑæ⁵³	23344			n dʑ ⁵³/æ	ndʑæ⁵³	TO
2285	m b ⁵³/i		2162	6514	to reside (live)	MuyaKangding	mbi⁵³	23343			m b ⁵³/i	mbi⁵³	TO
2369	m b ¹/i		2162	6514	to reside (live)	MenyaGao	1mbi				m b ¹/i	1mbi	TO
2836	n i y		2158	6509	to reside (live)	OldBurmese	niy	31252			n i y	niy	TO
3079	- tɕ - ⁵⁵/o -		2161	6519	to reside (live)	QueyuXinlong	tɕo⁵⁵	20890			tɕ ⁵⁵/o	tɕo⁵⁵	TO
3363	p ts ū/u		2160	6510	to reside (live)	QueyuPubarong	ptsū				p ts ū/u	ptsū	TO
3660	r - j ê/e		2159	6512	to reside (live)	SiyuewuKhroskyabs	rjê	39096			r j ê/e	rjê	TO
3974	k a + n î -		2157	6508 6509	to reside (live)	BragbarSitu	ka-nî				k a + n î	ka-nî	TO _to
4609	r - j ⁵³/e		2159	6512	to reside (live)	GuanyinqiaoKhroskyabs	rje⁵³				r j ⁵³/e	rje⁵³	TO
5584	k ɐ + s m ô/o		2157	6508 6516	to reside (live)	NgyaltsuZbu	kɐ-smô				k ɐ + s m ô/o	kɐ-smô	TO _to
6093	k a + ɲ u -		2157	6508 6509	to reside (live)	KyomkyoSitu	kaɲu				k a + ɲ u	kaɲu	TO _to
6789	n dz u		2160	6510	to reside (live)	MazurStau	ndzu				n dz u	ndzu	TO
#
191	n u k m a + n u k t u		2171	6529 6530	to rub	Bantawa	nukma (nuktu)				n u k m a + n u k t u	nukma (nuktu)	TO _to
807	- - - - - - - p ɕ i z - - - - -		2167	6531	to rub	Japhug	pɕiz	8210			p ɕ i z	pɕiz	TO
894	- - - - - - - f s e - - - - - -		2167	6531	to rub	Japhug	fse				f s e	fse	TO
1238	- - - l j iː - - - r -		2168	6540	to rub	Tangut	ljiir				l j iː r	ljiir	TO
1523	- - - - - - - - s ə̂/ə - - - s ə -		2167	6531	to rub	WobziKhroskyabs	sə̂sə				s ə̂/ə s ə	sə̂sə	TO
2436	- - - - - qʰ ɔ̙ - s ¹/ɔ̙ - - - - - -		2167	6531	to rub	MenyaGao	1qhɔ̠sɔ̠				qʰ ɔ̙ s ¹/ɔ̙	1qhɔ̠sɔ̠	TO
3364	h n ī		2170	6538	to rub	QueyuPubarong	hnī				h n ī	hnī	TO
3661	- - - s ê - - f s ə - d - - - -		2167	6531	to rub	SiyuewuKhroskyabs	sêfsəd	39097			s ê f s ə d	sêfsəd	TO
3975	- - - - - - - p ɕ î - - - - - -		2167	6531	to rub	BragbarSitu	pɕî				p ɕ î	pɕî	TO
4610	ŋ g ⁵⁵/ɛ - - - - f s ³³/ə - - - - - -		2167	6531	to rub	GuanyinqiaoKhroskyabs	ŋgɛ⁵⁵fsə³³				ŋ g ⁵⁵/ɛ f s ³³/ə	ŋgɛ⁵⁵fsə³³	TO
4611	n - - l - ə ⁵⁵/ɣ l ⁵⁵/e - -		2168	6540	to rub	GuanyinqiaoKhroskyabs	nləɣ⁵⁵le⁵⁵				n l ə ⁵⁵/ɣ l ⁵⁵/e	nləɣ⁵⁵le⁵⁵	TO
4717	- - - - - - - f s ³³/ə - - f s ⁵³/ə ʔ		2167	6531	to rub	NjorogsKhroskyabs	fsə³³fsəʔ⁵³				f s ³³/ə f s ⁵³/ə ʔ	fsə³³fsəʔ⁵³	TO
5002	- ɐ ɣ l - ə ɣ l ɐ - -		2168	6540	to rub	Tshobdun	ɐɣləɣlɐ				ɐ ɣ l ə ɣ l ɐ	ɐɣləɣlɐ	TO
5012	- - ɣ l - ɛ - - - - ʔ		2168	6540	to rub	Tshobdun	ɣlɛʔ				ɣ l ɛ ʔ	ɣlɛʔ	TO
5264	χ ts o v		2174	6544	to rub	Tshobdun	χtsov				χ ts o v	χtsov	TO
5297	k ɐ + kʰ r ə́/ə t		2169	6535 6536	to rub	NgyaltsuZbu	kɐ-khrə́t				k ɐ + kʰ r ə́/ə t	kɐ-khrə́t	TO _to
6094	k a + - - k l - i - - - - -		2168	6535 6540	to rub	KyomkyoSitu	kakli				k a + k l i	kakli	_to TO
6790	- - - - - - - x s ə - - - - - - + r n i		2167	6531 6538	to rub	MazurStau	xsərni				x s ə + r n i	xsərni	TO _to
#
152	l o t m a + l o r a		2181	6549 6550	to run	Bantawa	lotma (lora)				l o t m a + l o r a	lotma (lora)	TO _to
512	- - - - - m - - ɟj ə - - + r a	tib	2592	6551 6552	to run	Daofu	mɟjə ra	19736	_6551 6552		m ɟj ə + r a	mɟjə ra	TO _to
808	- - - - - - - r ɟ ɯ ɣ -	tib	2626	6551	to run	Japhug	rɟɯɣ	25804	_6551		r ɟ ɯ ɣ	rɟɯɣ	TO
1154	- l j w ɨ̙ - -		2179	6562	to run	Tangut	ljwɨ.	38158			l j w ɨ̙	ljwɨ.	TO
1454	ʈʂʰ ʊ́/ʊ ŋ + - l ǽ/æ	ch	2661	6563 6564	to run	WobziKhroskyabs	tʂʰʊ́ŋ lǽ	31717	_6563 6564		ʈʂʰ ʊ́/ʊ ŋ + l ǽ/æ	tʂʰʊ́ŋ lǽ	_to TO
1778	- - - t ⁵⁵/ə m - - ɟj ⁵⁵/o - -	tib	2706	6551	to run	Zhaba	tə⁵⁵mɟjo⁵⁵	16664	_6551		t ⁵⁵/ə m ɟj ⁵⁵/o	tə⁵⁵mɟjo⁵⁵	TO
2023	k ɐ + - - - - - - - r ɟj ə k -	tib	2737	6556 6551	to run	MaerkangrGyalrong	kɐ rɟjək	23998	6556 _6551		k ɐ + r ɟj ə k	kɐ rɟjək	_to TO
2286	tʰ ⁵⁵/ɐ ts ⁵⁵/ɐ x ³³/ə		2178	6557	to run	MuyaKangding	thɐ⁵⁵tsɐ⁵⁵xə³³	22453			tʰ ⁵⁵/ɐ ts ⁵⁵/ɐ x ³³/ə	thɐ⁵⁵tsɐ⁵⁵xə³³	TO
2480	tʰ ʌ ts ʌ x ¹/ə		2178	6557	to run	MenyaGao	1thʌtsʌxə				tʰ ʌ ts ʌ x ¹/ə	1thʌtsʌxə	TO
2837	p l - - i y ɦ		2179	6562	to run	OldBurmese	pliyḥ	31253			p l i y ɦ	pliyḥ	TO
3080	- - - - - - - r dʑ ⁵⁵/u - -	tib	2848	6551	to run	QueyuXinlong	rdʑu⁵⁵	20967	_6551		r dʑ ⁵⁵/u	rdʑu⁵⁵	TO
3365	x t ə - - - - - tɕ ȳ/y - - + f l a	tib	2883	6551 6564	to run	QueyuPubarong	xtətɕȳ fla		_6551 6564		x t ə tɕ ȳ/y + f l a	xtətɕȳ fla	TO _to
3662	χ t e - - - - r j ə̂/ə ɣ -	tib	2920	6551	to run	SiyuewuKhroskyabs	χterjə̂ɣ	39098	_6551		χ t e r j ə̂/ə ɣ	χterjə̂ɣ	TO
3976	- - - - - - - r ɟ ə̄ k -	tib	2949	6551	to run	BragbarSitu	rɟə̄k		_6551		r ɟ ə̄ k	rɟə̄k	TO
4165	- - - - - - - r dʑ u - -		2175	6551	to run	Geshiza	rdʑu				r dʑ u	rdʑu	TO
4612	- - - - - ŋ ʁ r j ⁵⁵/u ɣ -	tib	3008	6551	to run	GuanyinqiaoKhroskyabs	ŋʁrjuɣ⁵⁵		_6551		ŋ ʁ r j ⁵⁵/u ɣ	ŋʁrjuɣ⁵⁵	TO
4613	m b r ³³/a + - - - - - - - r ɟj ⁵³/u ɣ -	tib	3009	6566 6551	to run	GuanyinqiaoKhroskyabs	mbra³³rɟjuɣ⁵³		6566 _6551		m b r ³³/a + r ɟj ⁵³/u ɣ	mbra³³rɟjuɣ⁵³	_to TO
4863	- - - - - - - r ɟj u ⁵⁵/k -	tib	3034	6551	to run	NjorogsKhroskyabs	rɟjuk⁵⁵		_6551		r ɟj u ⁵⁵/k	rɟjuk⁵⁵	TO
5149	- - - - - - - r ɟ ə ɣ ʔ	tib	3056	6551	to run	Tshobdun	rɟəɣʔ		_6551		r ɟ ə ɣ ʔ	rɟəɣʔ	TO
5151	- - - - - - - r ɟ u ɣ ʔ	tib	3057	6551	to run	Tshobdun	rɟuɣʔ		_6551		r ɟ u ɣ ʔ	rɟuɣʔ	TO
5366	k ɑ + - - - - - - - r ɟ ɯ́/ɯ ɣ ʔ +	tib	3079	6556 6551	to run	NgyaltsuZbu	kɑ-rɟɯ́ɣʔ		6556 _6551		k ɑ + r ɟ ɯ́/ɯ ɣ ʔ +	kɑ-rɟɯ́ɣʔ	_to TO
6095	k a + - - - - - - - r ɟ ə ʔ k	tib	3199	6556 6551	to run	KyomkyoSitu	karɟəʔk		6556 _6551		k a + r ɟ ə ʔ k	karɟəʔk	_to TO
6791	- - - - - n - - ɟ ə - - + r æ	tib	3244	6551 6552	to run	MazurStau	nɟəræ		_6551 6552		n ɟ ə + r æ	nɟəræ	TO _to
#
151	l o m a + l o		2188	6578 6579	to say	Bantawa	loma (lo)				l o m a + l o	loma (lo)	TO _to
809	t - i - - - - -		2185	6582	to say	Japhug	ti	8369			t i	ti	TO
1155	ʔ j ¹/ɨ		2186	6587	to say	Tangut	.jɨ¹	8373			ʔ j ¹/ɨ	.jɨ¹	TO
1226	tsʰ j iː ¹/j - - - -		2185	6582	to say	Tangut	tshjiij¹				tsʰ j iː ¹/j	tshjiij¹	TO
1524	r - ǽ/æ - - - - -		2185	6582	to say	WobziKhroskyabs	rǽ				r ǽ/æ	rǽ	TO
2469	t - ə - - - t ¹/ə		2185	6582	to say	MenyaGao	1tətə				t ə t ¹/ə	1tətə	TO
3187	p ɕ ə̄/ə	tib	2864	6586	to say	QueyuPubarong	ᵖɕə̄		_6586		p ɕ ə̄/ə	ᵖɕə̄	TO
3663	r - ǽ/æ - - z - -		2185	6582	to say	SiyuewuKhroskyabs	rǽz	39099			r ǽ/æ z	rǽz	TO
3977	ts - ə̂/ə - - - - -		2185	6582	to say	BragbarSitu	tsə̂				ts ə̂/ə	tsə̂	TO
4062	- j ə		2186	6587	to say	Geshiza	jə				j ə	jə	TO
4614	r - ⁵⁵/ɛ - - - - -		2185	6582	to say	GuanyinqiaoKhroskyabs	rɛ⁵⁵				r ⁵⁵/ɛ	rɛ⁵⁵	TO
4851	r - ⁵⁵/e - ʔ s - -		2185	6582	to say	NjorogsKhroskyabs	reʔs⁵⁵				r ⁵⁵/e ʔ s	reʔs⁵⁵	TO
5224	ts - ə - - - - -		2185	6582	to say	Tshobdun	tsə				ts ə	tsə	TO
5347	k ɐ + tsʰ - ə́/ə - ʔ - - -		2185	6585 6582	to say	NgyaltsuZbu	kɐ-tshə́ʔ				k ɐ + tsʰ ə́/ə ʔ	kɐ-tshə́ʔ	_to TO
5605	dʑ - ⁵⁵/a - - - - -		2185	6582	to say	Zlarong	dʑa55				dʑ ⁵⁵/a	dʑa55	TO
6096	k a + c - ə - - s - -		2185	6585 6582	to say	KyomkyoSitu	kacəs				k a + c ə s	kacəs	_to TO
6792	- j ə		2186	6587	to say	MazurStau	jə				j ə	jə	TO
#
200	p a m m a + p a m t u		2192	6601 6602	to scratch	Bantawa	pamma (pamtu)				p a m m a + p a m t u	pamma (pamtu)	TO _to
257	w a m m a + w a m t u		2192	6601 6602	to scratch	Bantawa	wamma (wamtu)				w a m m a + w a m t u	wamma (wamtu)	TO _to
810	- - - - - - - - r ɤ - - β r a ʁ - - - - - -		2191	6609	to scratch	Japhug	rɤβraʁ	8422			r ɤ β r a ʁ	rɤβraʁ	TO
1156	m j a̙		2198	6615	to scratch	Tangut	mja.	38033			m j a̙	mja.	TO
1455	- - - - - - - - - - n s p r ɑ ɣ - v ɑ́/ɑ ɣ - -		2191	6609	to scratch	WobziKhroskyabs	nsprɑɣvɑ́ɣ	31721			n s p r ɑ ɣ v ɑ́/ɑ ɣ	nsprɑɣvɑ́ɣ	TO
1779	- - - - - - - ³³/ʌ - - - - - ʐ ⁵⁵/a - - - - - ʐ ³³/a		2191	6609	to scratch	Zhaba	ʌ³³ʐa⁵⁵ʐa³³	22164			³³/ʌ ʐ ⁵⁵/a ʐ ³³/a	ʌ³³ʐa⁵⁵ʐa³³	TO
2287	qʰ ⁵⁵/ə̙ tʂʰ u ⁵⁵/ə n ³³/ɑ		2194	6612	to scratch	MuyaKangding	qhə̱⁵⁵tʂhuə⁵⁵nɑ³³	23394			qʰ ⁵⁵/ə̙ tʂʰ u ⁵⁵/ə n ³³/ɑ	qhə̱⁵⁵tʂhuə⁵⁵nɑ³³	TO
2578	qʰ ʌ̙ ʈʂ ʌ̙ - n ²/a̙		2194	6612	to scratch	MenyaGao	2qhʌ̠tʂʌ̠na̠				qʰ ʌ̙ ʈʂ ʌ̙ n ²/a̙	2qhʌ̠tʂʌ̠na̠	TO
2838	- - - - - - - - - - - - pʰ y ²/o k - - - - - -		2191	6609	to scratch	OldBurmese	phyo₂k	31254			pʰ y ²/o k	phyo₂k	TO
3081	- - ʃ ⁵⁵/i qʰ ⁵⁵/a - - - - - - b r ⁵⁵/a - - - - - - -		2191	6609	to scratch	QueyuXinlong	ʃi⁵⁵qha⁵⁵bra⁵⁵	20953			ʃ ⁵⁵/i qʰ ⁵⁵/a b r ⁵⁵/a	ʃi⁵⁵qha⁵⁵bra⁵⁵	TO
3366	- - - - qʰ a - - - - - - - ʐ ā/a - - - - - - -		2191	6609	to scratch	QueyuPubarong	qʰaʐā				qʰ a ʐ ā/a	qʰaʐā	TO
3664	- - - - - - - - - - - s pʰ r ó/o ɣ - - - - - -		2191	6609	to scratch	SiyuewuKhroskyabs	spʰróɣ	39100			s pʰ r ó/o ɣ	spʰróɣ	TO
4126	n tsʰ ə - - - r - - - - - v æ - - - - - - - -		2191	6609	to scratch	Geshiza	ntsʰərvæ				n tsʰ ə r v æ	ntsʰərvæ	TO
4615	- - - - - - - - - - n s p r ⁵⁵/ɛ - - w ⁵⁵/u - - -		2191	6609	to scratch	GuanyinqiaoKhroskyabs	nsprɛ⁵⁵wu⁵⁵				n s p r ⁵⁵/ɛ w ⁵⁵/u	nsprɛ⁵⁵wu⁵⁵	TO
4914	s - - kʰ r o ⁵⁵/q		2197	6603	to scratch	NjorogsKhroskyabs	skʰroq⁵⁵				s kʰ r o ⁵⁵/q	skʰroq⁵⁵	TO
5334	k ɐ + - - - - - - - - r ɐ - - v r ɐ́/ɐ ʁ ʔ - - - - -		2191	6610 6609	to scratch	NgyaltsuZbu	kɐ-rɐvrɐ́ʁʔ				k ɐ + r ɐ v r ɐ́/ɐ ʁ ʔ	kɐ-rɐvrɐ́ʁʔ	_to TO
6793	v z - ɛ v z - ə		2195	6605	to scratch	MazurStau	vzɛvzə				v z ɛ v z ə	vzɛvzə	TO
6794	z n æ dʐ æ		2199	7951	to scratch	MazurStau	znædʐæ				z n æ dʐ æ	znædʐæ	TO
#
44	c o p m a		2202	6628	to see	Bantawa	copma				c o p m a	copma	TO
514	- - ɣ - d u - -		2200	6629	to see	Daofu	ɣdu	19681			ɣ d u	ɣdu	TO
811	- - m - t o - -		2200	6629	to see	Japhug	mto	8475			m t o	mto	TO
1157	- - - - l j i ²/j - -		2204	7717	to see	Tangut	ljij²	8479			l j i ²/j	ljij²	TO
1456	- - v - d ê/e - -		2200	6629	to see	WobziKhroskyabs	vdê	31723			v d ê/e	vdê	TO
1780	- - - - ʈʂ ⁵⁵/u - -		2200	6629	to see	Zhaba	tʂu⁵⁵	17207			ʈʂ ⁵⁵/u	tʂu⁵⁵	TO
2025	k ɑ + - - m - t o - -		2200	6632 6629	to see	MaerkangrGyalrong	kɑ mto	20956			k ɑ + m t o	kɑ mto	_to TO
2288	- - - - t ⁵³/a - -		2200	6629	to see	MuyaKangding	ta⁵³	23358			t ⁵³/a	ta⁵³	TO
2453	- - - - t ¹/æ̠ - -		2200	6629	to see	MenyaGao	1tæ̠				t ¹/æ̠	1tæ̠	TO
2839	- - m - r a ŋ -		2200	6629	to see	OldBurmese	mraṅ	31255			m r a ŋ	mraṅ	TO
3082	- - - - r ¹³/u - -		2200	6629	to see	QueyuXinlong	ru¹³	20903			r ¹³/u	ru¹³	TO
3367	- - n - d o - -		2200	6629	to see	QueyuPubarong	ndo				n d o	ndo	TO
3665	- - v - d ê/e - -		2200	6629	to see	SiyuewuKhroskyabs	vdê	39101			v d ê/e	vdê	TO
3979	- - m ə t ō/o - -		2200	6629	to see	BragbarSitu	mətō				m ə t ō/o	mətō	TO
4261	- - v - d o - -		2200	6629	to see	Geshiza	vdo				v d o	vdo	TO
4616	- - v - d ⁵³/e - -		2200	6629	to see	GuanyinqiaoKhroskyabs	vde⁵³				v d ⁵³/e	vde⁵³	TO
4964	- - v - r ⁵³/o - -		2200	6629	to see	NjorogsKhroskyabs	vro⁵³				v r ⁵³/o	vro⁵³	TO
5065	- - m - t i - ʔ		2200	6629	to see	Tshobdun	mtiʔ				m t i ʔ	mtiʔ	TO
5359	k ɑ + - - m - t ɑ́/ɑ ʔ -		2200	6632 6629	to see	NgyaltsuZbu	kɑ-mtɑ́ʔ				k ɑ + m t ɑ́/ɑ ʔ	kɑ-mtɑ́ʔ	_to TO
