ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE
4706	NjorogsKhroskyabs	the root	e³³sram⁵⁵	e³³sram⁵⁵	³³/e + s r ⁵⁵/a m		7651 4085	0	³³/e + s r ⁵⁵/a m			
4707	NjorogsKhroskyabs	stone (of fruit)	e⁵⁵sne⁵⁵	e⁵⁵sne⁵⁵	⁵⁵/e s n ⁵⁵/e		1755	0	⁵⁵/e s n ⁵⁵/e -			
4708	NjorogsKhroskyabs	below, under	ə³³cʰe⁵⁵	ə³³cʰe⁵⁵	³³/ə + cçʰ ⁵⁵/e		173 7907	0	³³/ə + cçʰ - ⁵⁵/e			
4709	NjorogsKhroskyabs	the front (front side)	ə³³dʑi⁵⁵	ə³³dʑi⁵⁵	³³/ə + dʑ ⁵⁵/i		2738 2747	0	³³/ə + dʑ ⁵⁵/i			
4710	NjorogsKhroskyabs	inside	ə³³gu⁵⁵	ə³³gu⁵⁵	³³/ə + g ⁵⁵/u		900 897	0	- ³³/ə + g ⁵⁵/u			
4711	NjorogsKhroskyabs	outside	ə³³pʰji⁵⁵	ə³³pʰji⁵⁵	³³/ə + pʰ j ⁵⁵/i	1341 _1339	1341 1339	0	- ³³/ə + - pʰ j ⁵⁵/i - -	tib		
4712	NjorogsKhroskyabs	above	ə³³rus⁵⁵	ə³³rus⁵⁵	³³/ə + r u ⁵⁵/s		45 53	0	- ³³/ə + r u ⁵⁵/s			
4713	NjorogsKhroskyabs	above	ə³³tʰa⁵³	ə³³tʰa⁵³	³³/ə + tʰ ⁵³/a		45 8352	0	- ³³/ə + tʰ ⁵³/a			
4714	NjorogsKhroskyabs	the neck	fki⁵⁵	fki⁵⁵	f + k ⁵⁵/i		8502 3760	0	f + k ⁵⁵/i - - -			
4715	NjorogsKhroskyabs	to steal	fkuʔ⁵⁵	fkuʔ⁵⁵	f + k ⁵⁵/u ʔ		8495 6956	0	f + - k - - ⁵⁵/u - - - ʔ			
4716	NjorogsKhroskyabs	to pull	fse⁵³	fse⁵³	f s ⁵³/e		6451	0	f s ⁵³/e			
4717	NjorogsKhroskyabs	to rub	fsə³³fsəʔ⁵³	fsə³³fsəʔ⁵³	f s ³³/ə f s ⁵³/ə ʔ		6531	0	- - - - - - - f s ³³/ə - - f s ⁵³/ə ʔ			
4718	NjorogsKhroskyabs	the liver	fsje⁵⁵	fsje⁵⁵	f + s j ⁵⁵/e		8500 3386	0	f + s j ⁵⁵/e - - - -			
4720	NjorogsKhroskyabs	the tongue	fsɲi⁵⁵	fsɲi⁵⁵	f + s ɲ ⁵⁵/i		8497 4757	0	f + s ɲ ⁵⁵/i			
4721	NjorogsKhroskyabs	tomorrow	fso⁵⁵na⁵⁵re³³	fso⁵⁵na⁵⁵re³³	f s ⁵⁵/o + n ⁵⁵/a r ³³/e		7284 7287	0	f s - ⁵⁵/o - - - - + n ⁵⁵/a r ³³/e -			
4722	NjorogsKhroskyabs	full	fsot⁵⁵	fsot⁵⁵	f + s o ⁵⁵/t		8552 584	0	f + s o ⁵⁵/t			
4723	NjorogsKhroskyabs	to walk	ftɕʰi⁵⁵ra⁵⁵	ftɕʰi⁵⁵ra⁵⁵	f + tɕʰ ⁵⁵/i + r ⁵⁵/a		7165 7172 7680	29781	f - + tɕʰ - ⁵⁵/i + r ⁵⁵/a )			
4724	NjorogsKhroskyabs	to count	ftsiʔ⁵⁵	ftsiʔ⁵⁵	f ts ⁵⁵/i ʔ	_5542	5542	0	f ts ⁵⁵/i - ʔ -	tib		
4725	NjorogsKhroskyabs	the foot	gro⁵⁵	gro⁵⁵	g r ⁵⁵/o		2641	0	g r ⁵⁵/o -			
4726	NjorogsKhroskyabs	the bird	ɣbjam⁵⁵	ɣbjam⁵⁵	ɣ + b j ⁵⁵/a m		8355 8356	29793	ɣ - + - b j ⁵⁵/a m			
4727	NjorogsKhroskyabs	to fly (move through air)	ɣbjam⁵⁵	ɣbjam⁵⁵	ɣ + b j ⁵⁵/a m		8190 5887	0	ɣ - + - - - b j ⁵⁵/a m -			
4728	NjorogsKhroskyabs	four	ɣdi⁵⁵	ɣdi⁵⁵	ɣ + d ⁵⁵/i		8434 562	0	ɣ - + - - d - ⁵⁵/i - - -			
4729	NjorogsKhroskyabs	to hit	ɣdoʔ⁵⁵	ɣdoʔ⁵⁵	ɣ d ⁵⁵/o ʔ		6063	0	ɣ d - ⁵⁵/o ʔ			
4730	NjorogsKhroskyabs	the river	ɣdzaʔr⁵³	ɣdzaʔr⁵³	ɣ dz ⁵³/a ʔ r		4027	0	ɣ dz ⁵³/a ʔ r			
4731	NjorogsKhroskyabs	two	ɣnes⁵⁵	ɣnes⁵⁵	ɣ n e ⁵⁵/s		7341	0	ɣ - n - e ⁵⁵/s -			
4732	NjorogsKhroskyabs	the water	ɣrə⁵⁵	ɣrə⁵⁵	ɣ r ⁵⁵/ə		4835	29782	ɣ r ⁵⁵/ə -			
4733	NjorogsKhroskyabs	the road	ɣrə⁵⁵ɣar³³	ɣrə⁵⁵ɣar³³	ɣ r ⁵⁵/ə + ɣ a ³³/r		8429 8428	0	ɣ r ⁵⁵/ə + ɣ a ³³/r			
4734	NjorogsKhroskyabs	to buy	ɣruʔ⁵⁵	ɣruʔ⁵⁵	ɣ r ⁵⁵/u ʔ		5407	0	ɣ - r - ⁵⁵/u ʔ			
4735	NjorogsKhroskyabs	to knead	ɣzop⁵⁵	ɣzop⁵⁵	ɣ z o ⁵⁵/p		6179	0	ɣ z o ⁵⁵/p			
4736	NjorogsKhroskyabs	to plant (vegetals, rice)	je⁵³	je⁵³	j ⁵³/e		6388	0	- - - j - ⁵³/e - -			
4737	NjorogsKhroskyabs	the house	jem⁵⁵	jem⁵⁵	j ⁵⁵/e m		3132	0	j ⁵⁵/e - - m			
4738	NjorogsKhroskyabs	the sparrow	jem⁵⁵pɣi³³zi⁵⁵	jem⁵⁵pɣi³³zi⁵⁵	j ⁵⁵/e m + p ɣ ³³/i + z ⁵⁵/i		7882 4508 4505	0	j ⁵⁵/e m + p ɣ ³³/i - - + z - ⁵⁵/i			
4739	NjorogsKhroskyabs	the hand	jək⁵⁵	jək⁵⁵	j ⁵⁵/ə k		7707	0	- j - ⁵⁵/ə - k			
4740	NjorogsKhroskyabs	thick	jək⁵⁵	jək⁵⁵	j ⁵⁵/ə k		5132	0	j - ⁵⁵/ə - - k - - - -			
4741	NjorogsKhroskyabs	light (of weight)	jo⁵⁵	jo⁵⁵	j ⁵⁵/o		982	0	- - j ⁵⁵/o - - - - - - -			
4742	NjorogsKhroskyabs	to sleep	juʔp⁵⁵	juʔp⁵⁵	j ⁵⁵/u ʔ p		6755	0	- - - j ⁵⁵/u ʔ p			
4743	NjorogsKhroskyabs	other	ka³³ka⁵⁵ɟo³³	ka³³ka⁵⁵ɟo³³	k ³³/a k ⁵⁵/a + ɟ ³³/o		1323 8157	0	k ³³/a k ⁵⁵/a + ɟ ³³/o			
4744	NjorogsKhroskyabs	the rainbow	kə³³fɕi⁵³rem³³rem⁵³	kə³³fɕi⁵³rem³³rem⁵³	k ³³/ə f ɕ ⁵³/i r e ³³/m r e ⁵³/m		3986	0	k ³³/ə f ɕ ⁵³/i - - - r e ³³/m - r e ⁵³/m			
4745	NjorogsKhroskyabs	the frog	kʰa³³ɕpa⁵⁵	kʰa³³ɕpa⁵⁵	kʰ ³³/a + ɕ p ⁵⁵/a		8485 2720	0	kʰ ³³/a + - - - ɕ - p - ⁵⁵/a - - - - - - -			
4746	NjorogsKhroskyabs	to give	kʰam⁵⁵	kʰam⁵⁵	kʰ ⁵⁵/a + m		5959 8458	0	kʰ - - ⁵⁵/a - + m			
4747	NjorogsKhroskyabs	the wind	kʰar³³vu⁵⁵	kʰar³³vu⁵⁵	kʰ a + ³³/r v ⁵⁵/u		8397 8399	0	kʰ a + ³³/r v ⁵⁵/u			
4748	NjorogsKhroskyabs	the dog	kʰe³³ne⁵⁵	kʰe³³ne⁵⁵	kʰ ³³/e + n ⁵⁵/e		2268 8091	0	kʰ - - ³³/e - - + n ⁵⁵/e -			
4749	NjorogsKhroskyabs	the mouth	kʰu⁵⁵	kʰu⁵⁵	kʰ ⁵⁵/u	_7764	7764	0	kʰ ⁵⁵/u	zh?		
4750	NjorogsKhroskyabs	the worm	ku³³lu⁵⁵	ku³³lu⁵⁵	k ³³/u + l ⁵⁵/u		5053 5061	0	k ³³/u + - l ⁵⁵/u			
4751	NjorogsKhroskyabs	good	la⁵⁵	la⁵⁵	l ⁵⁵/a		623	0	l ⁵⁵/a - -			
4752	NjorogsKhroskyabs	to shoot (an arrow)	lat⁵⁵	lat⁵⁵	l a ⁵⁵/t		7813	0	l a - ⁵⁵/t			
4753	NjorogsKhroskyabs	the sand	lbək⁵⁵	lbək⁵⁵	l + b ⁵⁵/ə + k		8480 4172 8522	29778	l + b - ⁵⁵/ə + k			
4754	NjorogsKhroskyabs	the shit	le⁵⁵	le⁵⁵	l ⁵⁵/e		4266	0	l ⁵⁵/e			
4755	NjorogsKhroskyabs	the tail	lmi⁵⁵	lmi⁵⁵	l m ⁵⁵/i		4652	0	l m - - ⁵⁵/i - -			
4756	NjorogsKhroskyabs	the hail	lmu⁵⁵	lmu⁵⁵	l m ⁵⁵/u		2885	0	l m - ⁵⁵/u - - -			
4757	NjorogsKhroskyabs	to knead	lne⁵³	lne⁵³	l + n ⁵³/e		8493 6173	0	l + n ⁵³/e - - - -			
4758	NjorogsKhroskyabs	the leaf	lpʰaq⁵⁵	lpʰaq⁵⁵	l pʰ ⁵⁵/a q		3312	0	l pʰ - ⁵⁵/a q -			
4759	NjorogsKhroskyabs	the shoulder	lvaq⁵⁵	lvaq⁵⁵	l + v ⁵⁵/a q		8550 8574	0	l + - v - - ⁵⁵/a - q			
4760	NjorogsKhroskyabs	the snow	lvi⁵⁵	lvi⁵⁵	l v ⁵⁵/i		4465	0	l v - ⁵⁵/i -			
4761	NjorogsKhroskyabs	bad	ma³³la⁵⁵	ma³³la⁵⁵	m ³³/a + l ⁵⁵/a		7782 7779	0	m ³³/a + l ⁵⁵/a			
4762	NjorogsKhroskyabs	warm (hot)	mbjaʔ⁵⁵	mbjaʔ⁵⁵	m b j a ⁵⁵/ʔ		7366	0	m b j a ⁵⁵/ʔ			
4763	NjorogsKhroskyabs	the rice plant	mbraʔs⁵³	mbraʔs⁵³	m b r ⁵³/a ʔ s	_4003	4003	0	m b r - - ⁵³/a ʔ s	tib		
4764	NjorogsKhroskyabs	the thunder	mbruk⁵⁵	mbruk⁵⁵	m b r u ⁵⁵/k		4712	0	- - m b r u ⁵⁵/k -	tib		
4765	NjorogsKhroskyabs	the woman	me³³le⁵⁵	me³³le⁵⁵	m ³³/e + l ⁵⁵/e		4986 8119	0	m - ³³/e - - + l ⁵⁵/e			
4766	NjorogsKhroskyabs	the girl	me³³le⁵⁵sŋa³³lu⁵³	me³³le⁵⁵sŋa³³lu⁵³	m ³³/e + l ⁵⁵/e + s ŋ ³³/a + l ⁵³/u		2814 8245 8247 8494	0	- m - ³³/e - - + l ⁵⁵/e + s ŋ ³³/a + l ⁵³/u			
4767	NjorogsKhroskyabs	the flower	me³³toq⁵⁵	me³³toq⁵⁵	m ³³/e t o ⁵⁵/q	_7698	7698	0	m ³³/e - - t - o - ⁵⁵/q -	tib		
4768	NjorogsKhroskyabs	the night	mer⁵³	mer⁵³	m e ⁵³/r		3809	0	m e ⁵³/r -			
4769	NjorogsKhroskyabs	the body hair (hair or fur)	mə³³ma⁵⁵	mə³³ma⁵⁵	m ³³/ə m ⁵⁵/a		2074	0	- m ³³/ə - - - m ⁵⁵/a			
4770	NjorogsKhroskyabs	the hair	mə³³ma⁵⁵	mə³³ma⁵⁵	m ³³/ə m ⁵⁵/a		2910	0	m ³³/ə - m - ⁵⁵/a - -			
4771	NjorogsKhroskyabs	the eye	mək⁵⁵	mək⁵⁵	m ⁵⁵/ə k		2446	0	m - ⁵⁵/ə - - k			
4772	NjorogsKhroskyabs	nine	mgu⁵⁵	mgu⁵⁵	m g ⁵⁵/u		1210	0	m g - - ⁵⁵/u - - - -			
4773	NjorogsKhroskyabs	the smoke	mkʰut⁵⁵	mkʰut⁵⁵	m + kʰ ⁵⁵/u t		8261 4403	0	m - + - - kʰ ⁵⁵/u - - - t -			
4774	NjorogsKhroskyabs	few	mneʔ⁵⁵	mneʔ⁵⁵	m n ⁵⁵/e ʔ		494	0	m - n ⁵⁵/e ʔ - -			
4775	NjorogsKhroskyabs	red	mnik⁵⁵	mnik⁵⁵	m + n ⁵⁵/i + k		8299 1389 8476	0	m + n - - ⁵⁵/i - - - - + k			
4776	NjorogsKhroskyabs	five	mŋa⁵⁵	mŋa⁵⁵	m ŋ ⁵⁵/a		534	0	m ŋ - ⁵⁵/a - - -			
4777	NjorogsKhroskyabs	to blow (of wind)	moʔt⁵⁵	moʔt⁵⁵	m o ʔ ⁵⁵/t		7656	0	- m - o ʔ ⁵⁵/t			
4778	NjorogsKhroskyabs	the lip (the lips)	mtɕʰi⁵⁵	mtɕʰi⁵⁵	m tɕʰ ⁵⁵/i	_3363	3363	0	m tɕʰ ⁵⁵/i - -	tib		
4779	NjorogsKhroskyabs	the mouth	mtɕʰi⁵⁵	mtɕʰi⁵⁵	m tɕʰ ⁵⁵/i	_3638	3638	29788	m tɕʰ ⁵⁵/i	tib		
4780	NjorogsKhroskyabs	the lake	mtsʰo⁵⁵	mtsʰo⁵⁵	m tsʰ ⁵⁵/o	_3287	3287	0	m tsʰ ⁵⁵/o	tib		
4781	NjorogsKhroskyabs	the rain	mu⁵³	mu⁵³	m ⁵³/u		3956	0	m ⁵³/u			
4782	NjorogsKhroskyabs	morning	na³³re⁵⁵	na³³re⁵⁵	n ³³/a + r ⁵⁵/e		1117 8274	0	n - ³³/a - - - - - + r - ⁵⁵/e			
4783	NjorogsKhroskyabs	the morning	na³³re⁵⁵	na³³re⁵⁵	n ³³/a + r ⁵⁵/e		3548 8279	0	n - ³³/a - - - + r ⁵⁵/e			
4784	NjorogsKhroskyabs	to fall	na³³rɣət⁵⁵	na³³rɣət⁵⁵	n ³³/a + r ɣ ə ⁵⁵/t		5769 7836	0	n ³³/a + r ɣ ə ⁵⁵/t			
4785	NjorogsKhroskyabs	to fall	na³³χɕot⁵⁵	na³³χɕot⁵⁵	n ³³/a + χ ɕ o ⁵⁵/t		5769 7837	0	n ³³/a + χ ɕ o ⁵⁵/t			
4786	NjorogsKhroskyabs	the intestines	naŋ³³tɕa⁵⁵	naŋ³³tɕa⁵⁵	n ³³/a ŋ tɕ ⁵⁵/a	_3210	3210	0	n ³³/a ŋ tɕ ⁵⁵/a	tib		
4787	NjorogsKhroskyabs	to play	ncʰal⁵⁵	ncʰal⁵⁵	n cçʰ ⁵⁵/a l		6419	0	- - - n cçʰ - ⁵⁵/a l			
4788	NjorogsKhroskyabs	to throw	ncçoʔ⁵⁵	ncçoʔ⁵⁵	n + cç ⁵⁵/o ʔ		8417 7048	0	n + cç - - ⁵⁵/o ʔ			
4789	NjorogsKhroskyabs	to fight	nda³³la⁵⁵lat⁵⁵	nda³³la⁵⁵lat⁵⁵	n d ³³/a + l ⁵⁵/a l ⁵⁵/a t		8448 5812	0	n d ³³/a + l - ⁵⁵/a l - ⁵⁵/a - t			
4790	NjorogsKhroskyabs	to marry (a man marries a woman)	ndvet⁵⁵	ndvet⁵⁵	n d v ⁵⁵/e t		6345	0	n d v ⁵⁵/e t			
4791	NjorogsKhroskyabs	soft	ndvət⁵⁵	ndvət⁵⁵	n + d v ⁵⁵/ə t		8457 1726	0	n + - d v - ⁵⁵/ə t - - - - - -			
4792	NjorogsKhroskyabs	to cry (weep)	ndvo³³vo⁵³	ndvo³³vo⁵³	n d v ³³/o v ⁵³/o		5576	0	n d - v ³³/o v ⁵³/o			
4793	NjorogsKhroskyabs	to lick	ndzok⁵⁵	ndzok⁵⁵	n dz o ⁵⁵/k		6277	0	n dz o ⁵⁵/k			
4794	NjorogsKhroskyabs	to learn	ndzoʔs⁵³	ndzoʔs⁵³	n + dz ⁵³/o ʔ s		8438 6249	0	n + - dz - - ⁵³/o - ʔ s - - -			
4795	NjorogsKhroskyabs	to stand	ndzur⁵⁵	ndzur⁵⁵	n dz u ⁵⁵/r		6931	0	n dz u ⁵⁵/r			
4796	NjorogsKhroskyabs	to swim	ndʑaq⁵⁵	ndʑaq⁵⁵	n + dʑ a ⁵⁵/q		8334 6997	0	n - + dʑ - a ⁵⁵/q - - -			
4797	NjorogsKhroskyabs	soft	ndʑaʔm⁵⁵	ndʑaʔm⁵⁵	n dʑ ⁵⁵/a ʔ m	_1725	1725	0	- n dʑ ⁵⁵/a ʔ m -	tib		
4798	NjorogsKhroskyabs	twenty	nei⁵⁵sə³³	nei⁵⁵sə³³	n e ⁵⁵/i s ³³/ə		7312	0	- - n - e ⁵⁵/i - s - - ³³/ə - -			
4799	NjorogsKhroskyabs	early	nə³³fso⁵³	nə³³fso⁵³	n ³³/ə + f s ⁵³/o		418 8503	0	n ³³/ə + f s ⁵³/o -			
4800	NjorogsKhroskyabs	thou [second person singular]	nə³³jo⁵⁵	nə³³jo⁵⁵	n ³³/ə + j ⁵⁵/o		5189 8058	0	n - ³³/ə - - + j ⁵⁵/o -			
4801	NjorogsKhroskyabs	late	nə³³moʔr⁵³	nə³³moʔr⁵³	n ³³/ə m ⁵³/o ʔ r		7808	0	n ³³/ə m ⁵³/o ʔ r			
4802	NjorogsKhroskyabs	sick	ngoʔ⁵⁵	ngoʔ⁵⁵	n g ⁵⁵/o ʔ		1620	0	n g ⁵⁵/o ʔ			
4803	NjorogsKhroskyabs	to fear (be afraid)	ni³³scçər⁵³	ni³³scçər⁵³	n ³³/i + s cç ⁵³/ə r		7722 5786	0	n ³³/i + - - - s cç - ⁵³/ə r			
4804	NjorogsKhroskyabs	to hear	ni³³sme⁵³	ni³³sme⁵³	n ³³/i + s m ⁵³/e		8391 6008	0	n ³³/i + s m - ⁵³/e			
4805	NjorogsKhroskyabs	to flow	ni³³vi⁵⁵	ni³³vi⁵⁵	n ³³/i + v ⁵⁵/i		7831 5869	0	n ³³/i + - - v ⁵⁵/i			
4806	NjorogsKhroskyabs	the ear	ni⁵⁵	ni⁵⁵	n ⁵⁵/i		2344	0	n - ⁵⁵/i - -			
4807	NjorogsKhroskyabs	the ant	nkʰo³³roq⁵⁵	nkʰo³³roq⁵⁵	n + kʰ ³³/o + r ⁵⁵/o q		8525 1848 8524	0	n + kʰ - ³³/o - - + r - ⁵⁵/o - q			
4808	NjorogsKhroskyabs	to turn (around)	nkʰo³³rseʔ⁵⁵	nkʰo³³rseʔ⁵⁵	n kʰ ³³/o r + s ⁵⁵/e ʔ	_7111 8034	7111 8034	0	n kʰ ³³/o r + s ⁵⁵/e ʔ	tib		
4809	NjorogsKhroskyabs	hard	nkʰraʔŋ⁵⁵	nkʰraʔŋ⁵⁵	n kʰ r ⁵⁵/a ʔ ŋ		673	0	n kʰ r ⁵⁵/a ʔ ŋ			
4810	NjorogsKhroskyabs	dirty	nqaʔr⁵⁵	nqaʔr⁵⁵	n q ⁵⁵/a ʔ r		7855	0	n q - ⁵⁵/a ʔ r			
4811	NjorogsKhroskyabs	to climb	nqʰa³³rat⁵⁵	nqʰa³³rat⁵⁵	n qʰ ³³/a r a ⁵⁵/t		5480	0	n qʰ ³³/a r a ⁵⁵/t			
4812	NjorogsKhroskyabs	to laugh	nqʰat⁵⁵	nqʰat⁵⁵	n qʰ a ⁵⁵/t		6223	0	n qʰ a ⁵⁵/t - -			
4813	NjorogsKhroskyabs	to chew	ntɕaq⁵⁵tɕaq³³	ntɕaq⁵⁵tɕaq³³	n tɕ ⁵⁵/a q tɕ ³³/a q		5433	0	n - - tɕ ⁵⁵/a q tɕ ³³/a q - -			
4814	NjorogsKhroskyabs	to kill	ntɕʰi⁵⁵	ntɕʰi⁵⁵	n tɕʰ ⁵⁵/i		6147	0	n tɕʰ ⁵⁵/i -			
4815	NjorogsKhroskyabs	to think (reflect)	ntsʰo⁵³	ntsʰo⁵³	n + tsʰ ⁵³/o		8443 8444	0	n + tsʰ ⁵³/o - - -			
4816	NjorogsKhroskyabs	to smell (perceive odor) [transitive]	ntʂə³³ma⁵³	ntʂə³³ma⁵³	n ʈʂ ³³/ə m ⁵³/a	_6793	6793	0	n ʈʂ ³³/ə m ⁵³/a	tib		
4817	NjorogsKhroskyabs	the breast (female)	nu³³nu⁵⁵	nu³³nu⁵⁵	n ³³/u n ⁵⁵/u		2158	0	n - ³³/u - - - - n ⁵⁵/u			
4818	NjorogsKhroskyabs	black	ɲaʔq⁵⁵	ɲaʔq⁵⁵	ɲ a ʔ ⁵⁵/q		242	0	ɲ - a ʔ ⁵⁵/q - -			
4819	NjorogsKhroskyabs	thou [second person singular]	ɲo⁵⁵	ɲo⁵⁵	ɲ ⁵⁵/o		5189	0	ɲ - ⁵⁵/o - -			
4820	NjorogsKhroskyabs	painful	ŋam⁵³	ŋam⁵³	ŋ a ⁵³/m		1369	0	ŋ a ⁵³/m			
4821	NjorogsKhroskyabs	I [first person singular]	ŋə⁵⁵	ŋə⁵⁵	ŋ ⁵⁵/ə		2	0	ŋ ⁵⁵/ə -			
4822	NjorogsKhroskyabs	I [first person singular]	ŋo⁵⁵	ŋo⁵⁵	ŋ ⁵⁵/o		2	0	ŋ ⁵⁵/o -			
4823	NjorogsKhroskyabs	where	ŋo⁵⁵to³³	ŋo⁵⁵to³³	ŋ ⁵⁵/o + t ³³/o		7444 8056	0	ŋ ⁵⁵/o + t ³³/o -			
4824	NjorogsKhroskyabs	to grow	o³³qʰra⁵³	o³³qʰra⁵³	³³/o + qʰ r ⁵³/a		8196 5995	0	³³/o + - qʰ r ⁵³/a -			
4825	NjorogsKhroskyabs	the mosquito	pau⁵⁵sai³³	pau⁵⁵sai³³	p a ⁵⁵/u s a ³³/i		7972	0	p a ⁵⁵/u s a ³³/i - -			
4826	NjorogsKhroskyabs	the pig	pʰak⁵⁵	pʰak⁵⁵	pʰ ⁵⁵/a k		8573	0	pʰ - ⁵⁵/a k			
4827	NjorogsKhroskyabs	the mountain	pʰat⁵⁵	pʰat⁵⁵	pʰ ⁵⁵/a t		7716	0	- pʰ ⁵⁵/a t			
4828	NjorogsKhroskyabs	to spit	pʰet⁵⁵	pʰet⁵⁵	pʰ e ⁵⁵/t		6841	0	- - pʰ - e ⁵⁵/t			
4829	NjorogsKhroskyabs	to wipe	pʰjiʔs⁵⁵	pʰjiʔs⁵⁵	pʰ j ⁵⁵/i ʔ s		7207	0	pʰ j - ⁵⁵/i ʔ s - - -			
4830	NjorogsKhroskyabs	to climb	pʰoq⁵⁵	pʰoq⁵⁵	pʰ o ⁵⁵/q		5481	0	pʰ o ⁵⁵/q			
4831	NjorogsKhroskyabs	to cut	pʰoʔt⁵⁵	pʰoʔt⁵⁵	pʰ ⁵⁵/o ʔ t		5611	0	pʰ ⁵⁵/o ʔ t			
4832	NjorogsKhroskyabs	to tie (together)	pʰrek⁵⁵	pʰrek⁵⁵	pʰ r e ⁵⁵/k		7081	0	pʰ r e ⁵⁵/k			
4833	NjorogsKhroskyabs	white	pʰrom⁵³	pʰrom⁵³	pʰ r ⁵³/o m		7471	0	pʰ - r ⁵³/o - - m - - - -			
4834	NjorogsKhroskyabs	the armpit	pja⁵⁵qʰoq³³	pja⁵⁵qʰoq³³	p j ⁵⁵/a + qʰ o ³³/q		1872 8305	0	- - p j ⁵⁵/a - - - + qʰ - o - ³³/q - -			
4835	NjorogsKhroskyabs	the mouse or rat	pu³³juk⁵⁵	pu³³juk⁵⁵	p ³³/u j u ⁵⁵/k		3616	29785	p ³³/u j u ⁵⁵/k			
4836	NjorogsKhroskyabs	the earthworm	qar³³di⁵⁵ku⁵⁵lu⁵⁵	qar³³di⁵⁵ku⁵⁵lu⁵⁵	q ³³/a + r d ⁵⁵/i + k ⁵⁵/u + l ⁵⁵/u		8268 2410 8272 8270	0	q ³³/a + r d ⁵⁵/i + k ⁵⁵/u + l - ⁵⁵/u -			
4837	NjorogsKhroskyabs	the spider	qʰa³³ɕna⁵⁵	qʰa³³ɕna⁵⁵	qʰ ³³/a ɕ n ⁵⁵/a		7843	0	qʰ ³³/a ɕ n - ⁵⁵/a - -			
4838	NjorogsKhroskyabs	big	qʰraʔ⁵⁵	qʰraʔ⁵⁵	qʰ r ⁵⁵/a ʔ		216	0	qʰ r ⁵⁵/a ʔ			
4839	NjorogsKhroskyabs	the roof	rbo⁵⁵bro⁵⁵	rbo⁵⁵bro⁵⁵	r b ⁵⁵/o + b r ⁵⁵/o		4079 7762	0	r b ⁵⁵/o + - b r ⁵⁵/o			
4840	NjorogsKhroskyabs	to bite	rcça³³qʰat⁵⁵	rcça³³qʰat⁵⁵	r cç ³³/a qʰ ⁵⁵/a t		5263	0	- - r cç - ³³/a - - qʰ ⁵⁵/a t			
4841	NjorogsKhroskyabs	the shit	rcçaq³³pa⁵³	rcçaq³³pa⁵³	r cç a ³³/q p ⁵³/a	_4261	4261	0	r cç a ³³/q p ⁵³/a	tib		
4842	NjorogsKhroskyabs	the bark	rcʰaq⁵⁵	rcʰaq⁵⁵	r cçʰ a ⁵⁵/q		1958	0	- - r cçʰ - - a ⁵⁵/q			
4843	NjorogsKhroskyabs	to tie (together)	rcʰeʔ⁵⁵	rcʰeʔ⁵⁵	r cçʰ e ⁵⁵/ʔ		7080	0	r cçʰ e ⁵⁵/ʔ - -			
4844	NjorogsKhroskyabs	to pull	rɕi⁵³	rɕi⁵³	r + ɕ ⁵³/i		6458 6453	0	r - + - ɕ ⁵³/i			
4845	NjorogsKhroskyabs	the stick	rdam⁵³	rdam⁵³	r d ⁵³/a m		4579	0	- r d ⁵³/a m			
4846	NjorogsKhroskyabs	the ashes	rdus⁵⁵	rdus⁵⁵	r d ⁵⁵/u s	_1899	1899	0	r d ⁵⁵/u s	tib		
4847	NjorogsKhroskyabs	the dust	rdus⁵⁵	rdus⁵⁵	r d ⁵⁵/u s	_2323	2323	0	- - r d ⁵⁵/u s	tib		
4848	NjorogsKhroskyabs	the nail (fingernail or claw)	rdzək⁵⁵	rdzək⁵⁵	r + dz ⁵⁵/ə k		8506 3703	0	r - + - dz - - - ⁵⁵/ə k -			
4849	NjorogsKhroskyabs	to stab	rdzoʔ⁵⁵	rdzoʔ⁵⁵	r dz ⁵⁵/o ʔ		6916	0	- r dz ⁵⁵/o ʔ			
4850	NjorogsKhroskyabs	green	rdʑem³³ku⁵³	rdʑem³³ku⁵³	r dʑ ³³/e m k ⁵³/u	_659	659	0	r dʑ ³³/e m - k ⁵³/u -	tib		
4851	NjorogsKhroskyabs	to say	reʔs⁵⁵	reʔs⁵⁵	r ⁵⁵/e ʔ s		8439	0	r ⁵⁵/e ʔ s			
4852	NjorogsKhroskyabs	near	rə⁵⁵bat³³	rə⁵⁵bat³³	r ⁵⁵/ə + b ³³/a t		1168 1172	0	r ⁵⁵/ə + b - - ³³/a t -			
4853	NjorogsKhroskyabs	one	rək⁵⁵	rək⁵⁵	r ⁵⁵/ə k		8531	0	r ⁵⁵/ə k			
4854	NjorogsKhroskyabs	to lie down	rga⁵⁵la⁵⁵laŋ⁵⁵	rga⁵⁵la⁵⁵laŋ⁵⁵	r g ⁵⁵/a + l ⁵⁵/a l a ⁵⁵/ŋ		7623 7632	0	r g - - ⁵⁵/a - - + l ⁵⁵/a l a ⁵⁵/ŋ			
4855	NjorogsKhroskyabs	old (of person)	rgan⁵⁵	rgan⁵⁵	r g ⁵⁵/a n	_1267	1267	0	- r g ⁵⁵/a n -	tib		
