ID	DOCULECT	CONCEPT	VALUE	FORM	SOURCE	SAGART_ID
4913	GuanyinqiaoKhroskyabs	to cry (weep)	ʁbə⁵⁵lə³³	ʁbə⁵⁵lə³³	Huang2007	
4914	GuanyinqiaoKhroskyabs	to cry (weep)	ɕu⁵³	ɕu⁵³	Huang2007	
5157	NjorogsKhroskyabs	to cry (weep)		ndvo³³vo⁵³	Yin2007	
5368	NjorogsKhroskyabs	to cry (weep)		χɕi⁵³	Yin2007	
5638	Tshobdun	to cry (weep)	vɐvo	vɐvo	Sun2019	
5816	NgyaltsuZbu	to cry (weep)	kɐ-ŋímʔ	kɐ-ŋímʔ	Gong2018	
5847	NgyaltsuZbu	to cry (weep)	kɐ-vɐwô	kɐ-vɐwô	Gong2018	
6161	Zlarong	to cry (weep)	kɔ13	kɔ13	Zhao2019	
6713	KyomkyoSitu	to cry (weep)	kavavu	kavavu	Prins2016	
763	Japhug	to cut	rɤkrɯ	rɤkrɯ	Jacques2015b	1850
893	Japhug	to cut		krɤɣ	Jacques2015b	
894	Japhug	to cut		phaʁ	Jacques2015b	
895	Japhug	to cut		phɯt	Jacques2015b	
896	Japhug	to cut		rɤkrɯ	Jacques2015b	
1241	Tangut	to cut		khjij¹	Li1997	
1260	Tangut	to cut		phia¹	Li1997	
1261	Tangut	to cut		phja¹	Li1997	
1595	WobziKhroskyabs	to cut		rvæ̂jæ	Lai2017	
1596	WobziKhroskyabs	to cut		rpæ̂tsæ	Lai2017	
1597	WobziKhroskyabs	to cut		pʰó	Lai2017	
2535	MenyaGao	to cut		1nɛ̠qʌ̠	Gao2016	
2545	MenyaGao	to cut		1nʌtʂhi	Gao2016	
2608	MenyaGao	to cut		1thʌkʌ	Gao2016	
3538	QueyuPubarong	to cut	qʰa	qʰa	GuanForthcoming	
3859	SiyuewuKhroskyabs	to cut	tsæ̂ɣ	tsæ̂ɣ		39057
3860	SiyuewuKhroskyabs	to cut	rvæ̂jæd	rvæ̂jæd		39058
3861	SiyuewuKhroskyabs	to cut	spæ̂tsæɣ	spæ̂tsæɣ		39059
4203	BragbarSitu	to cut	ka-rantsīk	ka-rantsīk	ZhangForthcoming	
4386	Geshiza	to cut		mto	Honkasalo2019	
4493	Geshiza	to cut		skʰuæ	Honkasalo2019	
4527	Geshiza	to cut		v-jæ	Honkasalo2019	
4530	Geshiza	to cut		v-kʰuæ	Honkasalo2019	
4532	Geshiza	to cut		v-qʰri	Honkasalo2019	
4915	GuanyinqiaoKhroskyabs	to cut	pʰɛ⁵⁵	pʰɛ⁵⁵	Huang2007	
4916	GuanyinqiaoKhroskyabs	to cut	rpɛ⁵⁵tsɛ⁵⁵	rpɛ⁵⁵tsɛ⁵⁵	Huang2007	
5197	NjorogsKhroskyabs	to cut		pʰoʔt⁵⁵	Yin2007	
5240	NjorogsKhroskyabs	to cut		rpe⁵⁵tset⁵⁵	Yin2007	
5310	NjorogsKhroskyabs	to cut		tɕʰop⁵⁵	Yin2007	
5510	Tshobdun	to cut	pʰaʔ	pʰaʔ	Sun2019	
5537	Tshobdun	to cut	raχʃa	raχʃa	Sun2019	
5540	Tshobdun	to cut	rɐⁿdzɛʔ	rɐⁿdzɛʔ	Sun2019	
5807	NgyaltsuZbu	to cut	kɐ-nəkɐjû	kɐ-nəkɐjû	Gong2018	
5817	NgyaltsuZbu	to cut	kɐ-pɐ̂ʁ	kɐ-pɐ̂ʁ	Gong2018	
5823	NgyaltsuZbu	to cut	kɐ-qrôz	kɐ-qrôz	Gong2018	
5825	NgyaltsuZbu	to cut	kɐ-rɐⁿdzéʔ	kɐ-rɐⁿdzéʔ	Gong2018	
5834	NgyaltsuZbu	to cut	kɐ-ʁⁿdzɐ́rʔ	kɐ-ʁⁿdzɐ́rʔ	Gong2018	
5861	NgyaltsuZbu	to cut	kɑ-phrɑ́t	kɑ-phrɑ́t	Gong2018	
6410	Zlarong	to cut			Zhao2019	
6714	KyomkyoSitu	to cut	kaphot	kaphot	Prins2016	
6715	KyomkyoSitu	to cut	karantsuk	karantsuk	Prins2016	
178	Bantawa	to die	sɨma	sɨma	Jongens2009	33888
457	Daofu	to die	də shɛ	də shɛ	Huang1992	19813
764	Japhug	to die	si	si	Jacques2015b	1956
1155	Tangut	to die	sji²	sji²	Li1997	1960
1496	WobziKhroskyabs	to die	sə̂	sə̂	Lai2017	31585
1844	Zhaba	to die	tə⁵⁵ ʂə⁵⁵	tə⁵⁵ ʂə⁵⁵	Huang1992	22240
2104	MaerkangrGyalrong	to die	kɑ ʃi	kɑ ʃi	Huang1992	18462
2377	MuyaKangding	to die	thɐ³³sə⁵³	thɐ³³sə⁵³	Huang1992	23463
2610	MenyaGao	to die		1thʌsə	Gao2016	
2961	OldBurmese	to die	siy	siy		31230
3220	QueyuXinlong	to die	si⁵⁵	si⁵⁵	Huang1992	21035
3539	QueyuPubarong	to die	sʰi	sʰi	GuanForthcoming	
3862	SiyuewuKhroskyabs	to die	sə̂	sə̂		39060
4204	BragbarSitu	to die	ɕî	ɕî	ZhangForthcoming	
4481	Geshiza	to die		sʰæ	Honkasalo2019	
4917	GuanyinqiaoKhroskyabs	to die	sə⁵³	sə⁵³	Huang2007	
5277	NjorogsKhroskyabs	to die		sə⁵⁵	Yin2007	
5581	Tshobdun	to die	sêt	sêt	Sun2019	
5865	NgyaltsuZbu	to die	kɑ-sɯ̂	kɑ-sɯ̂	Gong2018	
6287	Zlarong	to die	se55	se55	Zhao2019	
6716	KyomkyoSitu	to die	kaʃi	kaʃi	Prins2016	
179	Bantawa	to dig	dʰokma (dʰoktu)	dʰokma (dʰoktu)	Jongens2009	33889
458	Daofu	to dig	nqhu ra	nqhu ra	Huang1992	19841
765	Japhug	to dig	lɣa	lɣa	Jacques2015b	2009
1156	Tangut	to dig	luu	luu	Li1997	37996
1497	WobziKhroskyabs	to dig	vlâ	vlâ	Lai2017	31586
1845	Zhaba	to dig	ʌ³³ vʐe⁵⁵	ʌ³³ vʐe⁵⁵	Huang1992	22270
2105	MaerkangrGyalrong	to dig	kɑ lwɑ	kɑ lwɑ	Huang1992	18487
2378	MuyaKangding	to dig	ɦɑ³³qo⁵³	ɦɑ³³qo⁵³	Huang1992	23492
2463	MenyaGao	to dig		1ɦa̠qɔ̠	Gao2016	
2962	OldBurmese	to dig	thūḥ	thūḥ		31231
3221	QueyuXinlong	to dig	kɯ⁵⁵puə⁵⁵	kɯ⁵⁵puə⁵⁵	Huang1992	21059
3540	QueyuPubarong	to dig	pɨqwō	pɨqwō	GuanForthcoming	
3863	SiyuewuKhroskyabs	to dig	slû	slû		39061
4205	BragbarSitu	to dig	rdzwiɛ̂	rdzwiɛ̂	ZhangForthcoming	
4533	Geshiza	to dig		v-qua	Honkasalo2019	
4918	GuanyinqiaoKhroskyabs	to dig	slu⁵³	slu⁵³	Huang2007	
5036	NjorogsKhroskyabs	to dig		cçʰo⁵³	Yin2007	
5447	Tshobdun	to dig	lweʔ	lweʔ	Sun2019	
5794	NgyaltsuZbu	to dig	kɐ-lwɐ́ʔ	kɐ-lwɐ́ʔ	Gong2018	
6162	Zlarong	to dig	kɔ13	kɔ13	Zhao2019	
6717	KyomkyoSitu	to dig	kardzwa	kardzwa	Prins2016	
180	Bantawa	to drink	duŋma (duŋu)	duŋma (duŋu)	Jongens2009	33892
181	Bantawa	to drink	hopma (hoptu)	hopma (hoptu)	Jongens2009	33893
459	Daofu	to drink	thi	thi	Huang1992	25584
766	Japhug	to drink	tsʰi	tsʰi	Jacques2015b	2221
1157	Tangut	to drink	thji²	thji²	Li1997	2225
1498	WobziKhroskyabs	to drink	tʰê	tʰê	Lai2017	31590
1846	Zhaba	to drink	kʌ³³thɪ⁵⁵	kʌ³³thɪ⁵⁵	Huang1992	25336
2106	MaerkangrGyalrong	to drink	kɑ mot	kɑ mot	Huang1992	24313
2379	MuyaKangding	to drink	ɦæ³³tɕhə⁵³	ɦæ³³tɕhə⁵³	Huang1992	23281
2464	MenyaGao	to drink		1ɦɛ2tɕhə	Gao2016	
2963	OldBurmese	to drink	so₂k	so₂k		31232
3222	QueyuXinlong	to drink	ɣɯ¹³tho⁵⁵	ɣɯ¹³tho⁵⁵	Huang1992	20857
3541	QueyuPubarong	to drink	tʰeɪ	tʰeɪ	GuanForthcoming	
3864	SiyuewuKhroskyabs	to drink	tʰê	tʰê		39062
4206	BragbarSitu	to drink	mōp	mōp	ZhangForthcoming	
4542	Geshiza	to drink		v-tʰi	Honkasalo2019	
4919	GuanyinqiaoKhroskyabs	to drink	tʰe⁵³	tʰe⁵³	Huang2007	
5316	NjorogsKhroskyabs	to drink		tʰe⁵⁵	Yin2007	
5626	Tshobdun	to drink	tʰi <	tʰi <	Sun2019	
5841	NgyaltsuZbu	to drink	kɐ-théʔ	kɐ-théʔ	Gong2018	
6317	Zlarong	to drink	tha13	tha13	Zhao2019	
6718	KyomkyoSitu	to drink	kamoʔt	kamoʔt	Prins2016	
182	Bantawa	to eat	cama	cama	Jongens2009	33900
460	Daofu	to eat	ngə	ngə	Huang1992	19472
767	Japhug	to eat	ndza	ndza	Jacques2015b	2486
1158	Tangut	to eat	dzji¹	dzji¹	Li1997	2490
1499	WobziKhroskyabs	to eat	dzî	dzî	Lai2017	31597
1847	Zhaba	to eat	ke⁵⁵tsɿ³³	ke⁵⁵tsɿ³³	Huang1992	21943
2107	MaerkangrGyalrong	to eat	kɑ zɑ	kɑ zɑ	Huang1992	18138
2380	MuyaKangding	to eat	ɦæ²⁴ndzə⁵³	ɦæ²⁴ndzə⁵³	Huang1992	23172
2466	MenyaGao	to eat		1ɦɛndzə	Gao2016	
2964	OldBurmese	to eat	cāḥ	cāḥ		31233
3223	QueyuXinlong	to eat	tɕhi⁵⁵	tɕhi⁵⁵	Huang1992	20740
3542	QueyuPubarong	to eat	tɕʰɨ	tɕʰɨ	GuanForthcoming	
3865	SiyuewuKhroskyabs	to eat	dzîd	dzîd		39063
4207	BragbarSitu	to eat	ndziɛ̂	ndziɛ̂	ZhangForthcoming	
4422	Geshiza	to eat		ŋgə	Honkasalo2019	
4920	GuanyinqiaoKhroskyabs	to eat	dzi⁵³	dzi⁵³	Huang2007	
5059	NjorogsKhroskyabs	to eat		dzəʔ⁵⁵	Yin2007	
5481	Tshobdun	to eat	ⁿdze	ⁿdze	Sun2019	
5804	NgyaltsuZbu	to eat	kɐ-ndzéʔ	kɐ-ndzéʔ	Gong2018	
6215	Zlarong	to eat	ndza13	ndza13	Zhao2019	
6719	KyomkyoSitu	to eat	kandza	kandza	Prins2016	
768	Japhug	to fall	atɤr	atɤr	Jacques2015b	2698
897	Japhug	to fall		ndʐaβ	Jacques2015b	
898	Japhug	to fall		ŋgra	Jacques2015b	
1234	Tangut	to fall		gji¹	Li1997	
1598	WobziKhroskyabs	to fall		χpʰɑ́ɣ	Lai2017	
2712	MenyaGao	to fall		2nʌzi	Gao2016	
3434	QueyuPubarong	to fall	zō	zō	GuanForthcoming	
3866	SiyuewuKhroskyabs	to fall	χpʰóɣ	χpʰóɣ		39064
4208	BragbarSitu	to fall	kə-mbə̄t	kə-mbə̄t	ZhangForthcoming	
4318	Geshiza	to fall		dza	Honkasalo2019	
4921	GuanyinqiaoKhroskyabs	to fall	nɑ³³χpʰɑɣ⁵⁵	nɑ³³χpʰɑɣ⁵⁵	Huang2007	
5148	NjorogsKhroskyabs	to fall		na³³rɣət⁵⁵	Yin2007	
5149	NjorogsKhroskyabs	to fall		na³³χɕot⁵⁵	Yin2007	
5386	Tshobdun	to fall	ɐldɛʔ	ɐldɛʔ	Sun2019	
5779	NgyaltsuZbu	to fall	k-ɐntér	k-ɐntér	Gong2018	
5805	NgyaltsuZbu	to fall	kɐ-ⁿdʑêv	kɐ-ⁿdʑêv	Gong2018	
6221	Zlarong	to fall	ndʐe55	ndʐe55	Zhao2019	
6720	KyomkyoSitu	to fall	kambət	kambət	Prins2016	
769	Japhug	to fear (be afraid)	mu	mu	Jacques2015b	2910
899	Japhug	to fear (be afraid)		mu	Jacques2015b	
1242	Tangut	to fear (be afraid)		kjạ¹	Li1997	
1599	WobziKhroskyabs	to fear (be afraid)		nscə̂r	Lai2017	
2605	MenyaGao	to fear (be afraid)		1tha̠qa̠	Gao2016	
3543	QueyuPubarong	to fear (be afraid)	xtɕə̄vʑo	xtɕə̄vʑo	GuanForthcoming	
3867	SiyuewuKhroskyabs	to fear (be afraid)	χfscə̂r	χfscə̂r		39065
4209	BragbarSitu	to fear (be afraid)	ʑdâr	ʑdâr	ZhangForthcoming	
4511	Geshiza	to fear (be afraid)		stɕær	Honkasalo2019	
4922	GuanyinqiaoKhroskyabs	to fear (be afraid)	nscçər⁵³	nscçər⁵³	Huang2007	
5168	NjorogsKhroskyabs	to fear (be afraid)		ni³³scçər⁵³	Yin2007	
5486	Tshobdun	to fear (be afraid)	nə́ɣver	nə́ɣver	Sun2019	
5614	Tshobdun	to fear (be afraid)	tə-verʔ	tə-verʔ	Sun2019	
5637	Tshobdun	to fear (be afraid)	vɐr	vɐr	Sun2019	
5845	NgyaltsuZbu	to fear (be afraid)	kɐ-vɐ̂r	kɐ-vɐ̂r	Gong2018	
6411	Zlarong	to fear (be afraid)			Zhao2019	
6721	KyomkyoSitu	to fear (be afraid)	kaʒder	kaʒder	Prins2016	
183	Bantawa	to fight	mɨma	mɨma	Jongens2009	33908
461	Daofu	to fight	ncçhə ncçhə	ncçhə ncçhə	Huang1992	22813
770	Japhug	to fight	alɯlɤt	alɯlɤt	Jacques2015b	3122
1159	Tangut	to fight	ɣwej	ɣwej	Li1997	38096
1500	WobziKhroskyabs	to fight	χtsʰətsʰə̂	χtsʰətsʰə̂	Lai2017	31604
1848	Zhaba	to fight	dy⁵⁵ dy⁵⁵	dy⁵⁵ dy⁵⁵	Huang1992	21962
1849	Zhaba	to fight	dy⁵⁵bdy⁵⁵	dy⁵⁵bdy⁵⁵	Huang1992	24432
2108	MaerkangrGyalrong	to fight	tɐ lɐ lɐt kɑ pɑ	tɐ lɐ lɐt kɑ pɑ	Huang1992	18162
2381	MuyaKangding	to fight	tə⁵⁵sə⁵⁵sɐ³³	tə⁵⁵sə⁵⁵sɐ³³	Huang1992	23189
2597	MenyaGao	to fight		1təsəsʌ	Gao2016	
2965	OldBurmese	to fight	ran◦phrac	ran◦phrac		31283
3224	QueyuXinlong	to fight	ʁme⁵⁵vi⁵⁵	ʁme⁵⁵vi⁵⁵	Huang1992	20766
3544	QueyuPubarong	to fight	tɕjətɕȳ	tɕjətɕȳ	GuanForthcoming	
3868	SiyuewuKhroskyabs	to fight	χtsʰətsʰə́	χtsʰətsʰə́		39066
4210	BragbarSitu	to fight	ta-ˈliɛliɛt	ta-ˈliɛliɛt	ZhangForthcoming	
4296	Geshiza	to fight		a̯rara	Honkasalo2019	
4923	GuanyinqiaoKhroskyabs	to fight	χtsʰə⁵³tsʰə³³	χtsʰə⁵³tsʰə³³	Huang2007	
5154	NjorogsKhroskyabs	to fight		nda³³la⁵⁵lat⁵⁵	Yin2007	
5461	Tshobdun	to fight	mqeʔ	mqeʔ	Sun2019	
5777	NgyaltsuZbu	to fight	k-ɐləlɐt́	k-ɐləlɐt́	Gong2018	
6127	Zlarong	to fight	dʑe55rɨ55ke31	dʑe55rɨ55ke31	Zhao2019	
6226	Zlarong	to fight	ndʑe13	ndʑe13	Zhao2019	
6722	KyomkyoSitu	to fight	kaŋaleletʔt	kaŋaleletʔt	Prins2016	
462	Daofu	to float	ɣrə tɕha bjo	ɣrə tɕha bjo	Huang1992	22082
771	Japhug	to float	ndʑaʁ	ndʑaʁ	Jacques2015b	3334
1160	Tangut	to float	dʑjwow	dʑjwow	Li1997	38260
1501	WobziKhroskyabs	to float	|æ-rgé|	|æ-rgé|	Lai2017	31610
1850	Zhaba	to float	o⁵⁵ nphøi⁵⁵	o⁵⁵ nphøi⁵⁵	Huang1992	22181
2109	MaerkangrGyalrong	to float	kə wɐ tsi wɐt	kə wɐ tsi wɐt	Huang1992	18394
2382	MuyaKangding	to float	ti³³ndʑe⁵⁵	ti³³ndʑe⁵⁵	Huang1992	23405
2599	MenyaGao	to float		1tətɕhə	Gao2016	
2966	OldBurmese	to float	pō	pō		31284
2967	OldBurmese	to float	myō	myō		31285
3225	QueyuXinlong	to float	rde¹³	rde¹³	Huang1992	22677
3545	QueyuPubarong	to float	ptʰə	ptʰə	GuanForthcoming	
3869	SiyuewuKhroskyabs	to float	ʁgrê	ʁgrê		39067
4211	BragbarSitu	to float			ZhangForthcoming	
4622	Geshiza	to float			Honkasalo2019	
4924	GuanyinqiaoKhroskyabs	to float	rge⁵⁵	rge⁵⁵	Huang2007	
5224	NjorogsKhroskyabs	to float		rgo⁵³	Yin2007	
5736	Tshobdun	to float			Sun2019	
6098	NgyaltsuZbu	to float			Gong2018	
6412	Zlarong	to float			Zhao2019	
6723	KyomkyoSitu	to float			Prins2016	
184	Bantawa	to flow	sonma	sonma	Jongens2009	33914
463	Daofu	to flow	xɕɛr	xɕɛr	Huang1992	16720
772	Japhug	to flow	jit	jit	Jacques2015b	3387
1161	Tangut	to flow	lju.	lju.	Li1997	38154
1502	WobziKhroskyabs	to flow	|æ-rgé|	|æ-rgé|	Lai2017	31611
1851	Zhaba	to flow	ŋə⁵⁵ji⁵⁵	ŋə⁵⁵ji⁵⁵	Huang1992	22140
2110	MaerkangrGyalrong	to flow	(tə tʃi) kə ndə	(tə tʃi) kə ndə	Huang1992	18356
2383	MuyaKangding	to flow	ni³³ɣe⁵³	ni³³ɣe⁵³	Huang1992	23376
2536	MenyaGao	to flow		1niɣe	Gao2016	
2968	OldBurmese	to flow	cīḥ	cīḥ		31234
3226	QueyuXinlong	to flow	(ʒɿ¹³) lɛ¹³ji⁵⁵ pʃi⁵⁵	(ʒɿ¹³) lɛ¹³ji⁵⁵ pʃi⁵⁵	Huang1992	21639
3546	QueyuPubarong	to flow	tʂɪptʂɪ̄	tʂɪptʂɪ̄	GuanForthcoming	
3870	SiyuewuKhroskyabs	to flow				39068
4212	BragbarSitu	to flow			ZhangForthcoming	
4623	Geshiza	to flow			Honkasalo2019	
4925	GuanyinqiaoKhroskyabs	to flow	və³³və⁵³	və³³və⁵³	Huang2007	
5170	NjorogsKhroskyabs	to flow		ni³³vi⁵⁵	Yin2007	
5737	Tshobdun	to flow			Sun2019	
6099	NgyaltsuZbu	to flow	kɐ--və̂	kɐ--və̂	Gong2018	
6207	Zlarong	to flow	ndə13	ndə13	Zhao2019	
6724	KyomkyoSitu	to flow			Prins2016	
185	Bantawa	to fly (move through air)	penma	penma	Jongens2009	33916
464	Daofu	to fly (move through air)	bjo	bjo	Huang1992	19570
773	Japhug	to fly (move through air)	nɯqambɯmbjom	nɯqambɯmbjom	Jacques2015b	3493
1162	Tangut	to fly (move through air)	dʑjwow¹	dʑjwow¹	Li1997	3497
1503	WobziKhroskyabs	to fly (move through air)	jmbjə̂m	jmbjə̂m	Lai2017	31613
1852	Zhaba	to fly (move through air)	tə⁵⁵mdzɪ⁵⁵	tə⁵⁵mdzɪ⁵⁵	Huang1992	22018
2111	MaerkangrGyalrong	to fly (move through air)	kɑ bjɑm	kɑ bjɑm	Huang1992	18219
2384	MuyaKangding	to fly (move through air)	thi³³ndʑue⁵⁵	thi³³ndʑue⁵⁵	Huang1992	21923
2733	MenyaGao	to fly (move through air)		2thindʑe	Gao2016	
2969	OldBurmese	to fly (move through air)	pyaṃ	pyaṃ		31235
3227	QueyuXinlong	to fly (move through air)	rde¹³	rde¹³	Huang1992	20826
3299	QueyuPubarong	to fly (move through air)	děɪ	děɪ	GuanForthcoming	
3871	SiyuewuKhroskyabs	to fly (move through air)	ŋɣbjə̂m	ŋɣbjə̂m		39069
4213	BragbarSitu	to fly (move through air)	ka-mbjâm	ka-mbjâm	ZhangForthcoming	
4311	Geshiza	to fly (move through air)		bjo	Honkasalo2019	
4926	GuanyinqiaoKhroskyabs	to fly (move through air)	ɣmbjəm⁵³	ɣmbjəm⁵³	Huang2007	
5087	NjorogsKhroskyabs	to fly (move through air)		ɣbjam⁵⁵	Yin2007	
5524	Tshobdun	to fly (move through air)	qɐlⁿbjəmʔ	qɐlⁿbjəmʔ	Sun2019	
5820	NgyaltsuZbu	to fly (move through air)	kɐ-qɐlnbjɐ́m	kɐ-qɐlnbjɐ́m	Gong2018	
6360	Zlarong	to fly (move through air)	wi13	wi13	Zhao2019	
6725	KyomkyoSitu	to fly (move through air)	kambjam	kambjam	Prins2016	
186	Bantawa	to forget	manma kʰanma	manma kʰanma	Jongens2009	38796
465	Daofu	to forget	də rmə	də rmə	Huang1992	19845
774	Japhug	to forget	jmɯt	jmɯt	Jacques2015b	25788
1163	Tangut	to forget	mjɨ.	mjɨ.	Li1997	38157
1504	WobziKhroskyabs	to forget	lmə̂	lmə̂	Lai2017	31617
1853	Zhaba	to forget	tə⁵⁵ mə⁵⁵	tə⁵⁵ mə⁵⁵	Huang1992	22275
2112	MaerkangrGyalrong	to forget	kɐ jməs	kɐ jməs	Huang1992	18492
2385	MuyaKangding	to forget	thɐ⁵⁵mə⁵³	thɐ⁵⁵mə⁵³	Huang1992	23497
2736	MenyaGao	to forget		2thʌmə	Gao2016	
2970	OldBurmese	to forget	miyʔ	miyʔ		31236
3228	QueyuXinlong	to forget	χɛ⁵⁵ wu⁵⁵	χɛ⁵⁵ wu⁵⁵	Huang1992	21062
3547	QueyuPubarong	to forget	xǣ	xǣ	GuanForthcoming	
3872	SiyuewuKhroskyabs	to forget	lmə̂d	lmə̂d		39070
4214	BragbarSitu	to forget	jmə̂	jmə̂	ZhangForthcoming	
4353	Geshiza	to forget		lmə	Honkasalo2019	
4927	GuanyinqiaoKhroskyabs	to forget	lmə⁵³	lmə⁵³	Huang2007	
5234	NjorogsKhroskyabs	to forget		rmit⁵⁵	Yin2007	
5405	Tshobdun	to forget	jmə̂t	jmə̂t	Sun2019	
5854	NgyaltsuZbu	to forget	kɑ-lmɑ̂t	kɑ-lmɑ̂t	Gong2018	
6413	Zlarong	to forget			Zhao2019	
6726	KyomkyoSitu	to forget	kajmə	kajmə	Prins2016	
775	Japhug	to freeze (intransitive)	jpɣom	jpɣom	Jacques2015b	3758
900	Japhug	to freeze (intransitive)		jpɣom	Jacques2015b	
1258	Tangut	to freeze (intransitive)		par¹	Li1997	
1600	WobziKhroskyabs	to freeze (intransitive)		rpʰə́m	Lai2017	
2710	MenyaGao	to freeze (intransitive)		2nʌku	Gao2016	
3548	QueyuPubarong	to freeze (intransitive)			GuanForthcoming	
3873	SiyuewuKhroskyabs	to freeze (intransitive)				39071
4215	BragbarSitu	to freeze (intransitive)	rpâm	rpâm	ZhangForthcoming	
4364	Geshiza	to freeze (intransitive)		lvo	Honkasalo2019	
4928	GuanyinqiaoKhroskyabs	to freeze (intransitive)	rpʰəm⁵³ ntsʰɑɣ³³	rpʰəm⁵³ ntsʰɑɣ³³	Huang2007	
5242	NjorogsKhroskyabs	to freeze (intransitive)		rpʰam⁵⁵	Yin2007	
5517	Tshobdun	to freeze (intransitive)	qɐjpəm	qɐjpəm	Sun2019	
5884	NgyaltsuZbu	to freeze (intransitive)	kə-qɐrkhúʔ	kə-qɐrkhúʔ	Gong2018	
6414	Zlarong	to freeze (intransitive)			Zhao2019	
6727	KyomkyoSitu	to freeze (intransitive)	karəkwam	karəkwam	Prins2016	
187	Bantawa	to give	pɨma (pɨ)	pɨma (pɨ)	Jongens2009	33927
466	Daofu	to give	fkho	fkho	Huang1992	25072
776	Japhug	to give	mbi	mbi	Jacques2015b	3917
1164	Tangut	to give	khjow	khjow	Li1997	38193
1165	Tangut	to give	khjow¹	khjow¹	Li1997	3921
1505	WobziKhroskyabs	to give	kʰɑ̂	kʰɑ̂	Lai2017	31625
1854	Zhaba	to give	tʌ³³khɪ⁵⁵	tʌ³³khɪ⁵⁵	Huang1992	25221
2113	MaerkangrGyalrong	to give	kɐ wə	kɐ wə	Huang1992	24196
2386	MuyaKangding	to give	tho³³tɐ⁵³	tho³³tɐ⁵³	Huang1992	23262
2607	MenyaGao	to give		1thʌkhe	Gao2016	
2971	OldBurmese	to give	piyḥ	piyḥ		31237
3229	QueyuXinlong	to give	kho⁵⁵	kho⁵⁵	Huang1992	20840
3549	QueyuPubarong	to give	kʰwi	kʰwi	GuanForthcoming	
3874	SiyuewuKhroskyabs	to give	kʰɑ̂	kʰɑ̂		39072
4216	BragbarSitu	to give	mbī	mbī	ZhangForthcoming	
4528	Geshiza	to give		v-kʰo	Honkasalo2019	
4929	GuanyinqiaoKhroskyabs	to give	kʰə⁵³	kʰə⁵³	Huang2007	
5106	NjorogsKhroskyabs	to give		kʰam⁵⁵	Yin2007	
5475	Tshobdun	to give	ⁿbiʔ	ⁿbiʔ	Sun2019	
5789	NgyaltsuZbu	to give	kɐ-khɐ̂m	kɐ-khɐ̂m	Gong2018	
5803	NgyaltsuZbu	to give	kɐ-ⁿbə́ʔ	kɐ-ⁿbə́ʔ	Gong2018	
6275	Zlarong	to give	ra13	ra13	Zhao2019	
6728	KyomkyoSitu	to give	kakham	kakham	Prins2016	
6729	KyomkyoSitu	to give	kambəm	kambəm	Prins2016	
6730	KyomkyoSitu	to give	kambuʔ	kambuʔ	Prins2016	
777	Japhug	to grow	ndzɤt	ndzɤt	Jacques2015b	4129
901	Japhug	to grow		ndzɤt	Jacques2015b	
1228	Tangut	to grow		dzja¹	Li1997	
1601	WobziKhroskyabs	to grow		ɴqʰrɑ́	Lai2017	
2595	MenyaGao	to grow		1təndzʌ	Gao2016	
2613	MenyaGao	to grow		1tikʌ	Gao2016	
3550	QueyuPubarong	to grow			GuanForthcoming	
3875	SiyuewuKhroskyabs	to grow	ɴqʰrɑ́z	ɴqʰrɑ́z		39073
4217	BragbarSitu	to grow	kə-rō	kə-rō	ZhangForthcoming	
4336	Geshiza	to grow		jəu	Honkasalo2019	
4930	GuanyinqiaoKhroskyabs	to grow	a³³qʰra⁵³	a³³qʰra⁵³	Huang2007	
5190	NjorogsKhroskyabs	to grow		o³³qʰra⁵³	Yin2007	
5577	Tshobdun	to grow	sceʔ	sceʔ	Sun2019	
5948	NgyaltsuZbu	to grow	scê	scê	Gong2018	
6415	Zlarong	to grow			Zhao2019	
6731	KyomkyoSitu	to grow	kaji	kaji	Prins2016	
188	Bantawa	to hear	enma (enu)	enma (enu)	Jongens2009	33937
467	Daofu	to hear	də ntɕhi	də ntɕhi	Huang1992	19831
778	Japhug	to hear	mtsʰɤm	mtsʰɤm	Jacques2015b	4394
1166	Tangut	to hear	mji¹	mji¹	Li1997	4398
1506	WobziKhroskyabs	to hear	smê	smê	Lai2017	31636
1855	Zhaba	to hear	ȵu⁵⁵	ȵu⁵⁵	Huang1992	22260
2114	MaerkangrGyalrong	to hear	kɑ msɑm	kɑ msɑm	Huang1992	18477
2387	MuyaKangding	to hear	ndo⁵³	ndo⁵³	Huang1992	23477
2524	MenyaGao	to hear		1ndɔ̠	Gao2016	
2972	OldBurmese	to hear	krāḥ	krāḥ		31238
3230	QueyuXinlong	to hear	kɯ⁵⁵mȵo³³	kɯ⁵⁵mȵo³³	Huang1992	21052
3551	QueyuPubarong	to hear	mə̃	mə̃	GuanForthcoming	
3876	SiyuewuKhroskyabs	to hear	smê	smê		39074
4218	BragbarSitu	to hear	məsām	məsām	ZhangForthcoming	
4399	Geshiza	to hear		ntʰje	Honkasalo2019	
4931	GuanyinqiaoKhroskyabs	to hear	smi⁵³	smi⁵³	Huang2007	
5169	NjorogsKhroskyabs	to hear		ni³³sme⁵³	Yin2007	
5393	Tshobdun	to hear	fsɛʔ	fsɛʔ	Sun2019	
5786	NgyaltsuZbu	to hear	kɐ-fséʔ	kɐ-fséʔ	Gong2018	
6416	Zlarong	to hear			Zhao2019	
