ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE	SUBGROUP
7655	Njorogs Khroskyabs	to forget	rmit⁵⁵	rmit⁵⁵	r m i t ⁵⁵								Rgyalrongic
7970	mBrongrdzon Khroskyabs	to forget	lmə	lmə	l m ə								Rgyalrongic
8262	Bawang Horpa	to forget	jmwə	jmwə	j m w ə								Rgyalrongic
8704	Shimuliu Japhug	to forget	kɐ-jmət	kɐ-jmət	k ɐ j m ə t								Rgyalrongic
120	Bantawa	to freeze (intransitive)	kʰoŋma (kʰoŋtu)	kʰoŋma (kʰoŋtu)	kʰ o ŋ m a + kʰ o ŋ t u		5937 5938	0	kʰ o ŋ m a + kʰ o ŋ t u				Kiranti
784	Japhug	to freeze (intransitive)	jpɣom	jpɣom	j p ɣ o m		5939	0	j p ɣ o m		3758		rGyalrongic
1213	Tangut	to freeze (intransitive)	par¹	par¹	p ¹/a r		5939	0	- p - ¹/a - r				Tangut
1518	Wobzi Khroskyabs	to freeze (intransitive)	rpʰə́m	rpʰə́m	r pʰ ə́/ə m		5939	0	r pʰ - ə́/ə m -				rGyalrongic
2570	Pengbuxi Minyag	to freeze (intransitive)	2nʌku	2nʌku	n ʌ + k ²/u		8071 5945	0	n ʌ + - - k ²/u -				Qiangic
3952	Bragbar Situ	to freeze (intransitive)	rpâm	rpâm	r p â/a m		5939	0	r p - â/a m -				Rgyalrongic
4089	Geshiza	to freeze (intransitive)	lvo	lvo	l v o		5939	0	l v - o - -				Rgyalrongic
4585	Guanyinqiao Khroskyabs	to freeze (intransitive)	rpʰəm⁵³ ntsʰɑɣ³³	rpʰəm⁵³ ntsʰɑɣ³³	r pʰ ⁵³/ə m + n tsʰ ³³/ɑ ɣ		5939 5941	0	r pʰ - ⁵³/ə m - + n tsʰ ³³/ɑ ɣ				Rgyalrongic
4874	Njorogs Khroskyabs	to freeze (intransitive)	rpʰam⁵⁵	rpʰam⁵⁵	r pʰ ⁵⁵/a m		5939	0	r pʰ - ⁵⁵/a m -				Rgyalrongic
5117	Tshobdun	to freeze (intransitive)	qɐjpəm	qɐjpəm	q ɐ + j p ə m		8070 5939	0	q ɐ + j p - ə m -				Rgyalrongic
5388	Ngyaltsu Zbu	to freeze (intransitive)	kə-qɐrkhúʔ	kə-qɐrkhúʔ	k ə + q ɐ + r kʰ ú/u ʔ		5944 8070 5945	0	k ə + q ɐ + r - kʰ ú/u ʔ				Rgyalrongic
6064	Kyomkyo Situ	to freeze (intransitive)	karəkwam	karəkwam	k a + r ə kʷ a m		5944 5945	0	k a + r ə kʷ a m				Rgyalrongic
6766	Mazur Stau	to freeze (intransitive)	rwo	rwo	r w o		5939	0	r w - o - -				Rgyalrongic
7131	Yaoji Situ	to freeze (intransitive)	kə³³rpoŋ⁵⁵	kə³³rpoŋ⁵⁵	k ə ³³ r p o ŋ ⁵⁵								Rgyalrongic
7615	Njorogs Khroskyabs	to freeze (intransitive)	rpʰam⁵⁵	rpʰam⁵⁵	r pʰ a m ⁵⁵								Rgyalrongic
7938	mBrongrdzon Khroskyabs	to freeze (intransitive)	rpʰəmʔ	rpʰəmʔ	r pʰ ə m ʔ								Rgyalrongic
8263	Bawang Horpa	to freeze (intransitive)	jwɐ	jwɐ	j w ɐ								Rgyalrongic
8463	Situ in Jarongyiyu	to freeze (intransitive)	nar-ʑam	nar-ʑam	n a r ʑ a m								Rgyalrongic
8705	Shimuliu Japhug	to freeze (intransitive)	ko-jpɣom	ko-jpɣom	k o j p ɣ o m								Rgyalrongic
209	Bantawa	to give	pɨma (pɨ)	pɨma (pɨ)	p ɨ m a + p ɨ	?	5954 5956	0	p ɨ m a + p ɨ - - -				Kiranti
493	Stau	to give	fkho	fkho	f + kʰ o		5957 5959	2125	f + kʰ - - o -		25072		rGyalrongic
785	Japhug	to give	mbi	mbi	ᵐb i		5956	1913	ᵐb i - - -		3917		rGyalrongic
1137	Tangut	to give	khjow¹	khjow¹	kʰ j ¹/o w		5959	2125	kʰ j - ¹/o w		3921		Tangut
1437	Wobzi Khroskyabs	to give	kʰɑ	kʰɑ	kʰ ɑ̂/ɑ		5959	2125	kʰ - - ɑ̂/ɑ -		31625		rGyalrongic
1759	Zhaba	to give	tʌ³³khɪ⁵⁵	tʌ³³khɪ⁵⁵	t ³³/ʌ + kʰ ⁵⁵/ɪ		5969 5959	2125	t ³³/ʌ + kʰ - - ⁵⁵/ɪ -		25221		Qiangic
2006	Mbarkhams Situ	to give	kɐ wə	kɐ wə	k ɐ + w ə		5960 5956	1913	k ɐ + w ə - - -		24196		rGyalrongic
2266	Kangding Minyag	to give	tho³³tɐ⁵³	tho³³tɐ⁵³	tʰ ³³/o + t ⁵³/ɐ		5963 8194	0	tʰ ³³/o + t ⁵³/ɐ		23262		Qiangic
2476	Pengbuxi Minyag	to give	1thʌkhe	1thʌkhe	tʰ ʌ + kʰ ¹/e		5963 5959	0	tʰ ʌ + kʰ - - ¹/e -				Qiangic
2816	Old Burmese	to give	piyḥ	piyḥ	p i y ɦ		5956	1913	p i y ɦ -		31237		Burmish
3064	Xinlong Queyu	to give	kho⁵⁵	kho⁵⁵	kʰ ⁵⁵/o		5959	0	kʰ - - ⁵⁵/o -		20840		Qiangic
3349	Pubarong Queyu	to give	kʰwi	kʰwi	kʰ w i		5959	0	kʰ - w i -				Qiangic
3640	Siyuewu Khroskyabs	to give	kʰɑ	kʰɑ	kʰ ɑ̂/ɑ		5959	0	kʰ - - ɑ̂/ɑ -		39072		Rgyalrongic
3953	Bragbar Situ	to give	mbi	mbi	ᵐb ī/i		5956	0	ᵐb ī/i - - -				Rgyalrongic
4242	Geshiza	to give	v-kʰo	v-kʰo	v + kʰ o		5957 5959	0	v + kʰ - - o -				Rgyalrongic
4586	Guanyinqiao Khroskyabs	to give	kʰə⁵³	kʰə⁵³	kʰ ⁵³/ə		5959	0	kʰ - - ⁵³/ə -				Rgyalrongic
4746	Njorogs Khroskyabs	to give	kʰam⁵⁵	kʰam⁵⁵	kʰ ⁵⁵/a + m		5959 8458	0	kʰ - - ⁵⁵/a - + m				Rgyalrongic
5077	Tshobdun	to give	ⁿbiʔ	ⁿbiʔ	ⁿb i ʔ		5956	0	ⁿb i - - ʔ				Rgyalrongic
5296	Ngyaltsu Zbu	to give	kɐ-khɐ̂m	kɐ-khɐ̂m	k ɐ + kʰ ɐ̂/ɐ + m		5960 5959 8458	0	k ɐ + kʰ - - ɐ̂/ɐ - + m				Rgyalrongic
5310	Ngyaltsu Zbu	to give	kɐ-ⁿbə́ʔ	kɐ-ⁿbə́ʔ	k ɐ + ⁿb ə́/ə ʔ		5960 5956	0	k ɐ + ⁿb ə́/ə - - ʔ				Rgyalrongic
5742	Zlarong	to give	ra13	ra13	r ¹³/a		5969	0	r ¹³/a				Chamdoic
6065	Kyomkyo Situ	to give	kakham	kakham	k a + kʰ a + m		5960 5959 8458	0	k a + kʰ - - a - + m				Rgyalrongic
6066	Kyomkyo Situ	to give	kambəm	kambəm	k a + ᵐb ə + m		5960 5956 8458	0	k a + ᵐb ə - - - + m				Rgyalrongic
6767	Mazur Stau	to give	kʰo	kʰo	kʰ o		5959	0	kʰ - - o -				Rgyalrongic
6878	Yaoji Situ	to give	 ka³³wjy⁵⁵	_ka³³wjy⁵⁵	_ k a ³³ w j y ⁵⁵								Rgyalrongic
7335	Cogtse Situ	to give	kɐ-wu2	kɐ-wu2	k ɐ w u 2								Rgyalrongic
7629	Njorogs Khroskyabs	to give	bi⁵³	bi⁵³	b i ⁵³								Rgyalrongic
7948	mBrongrdzon Khroskyabs	to give	bə	bə	b ə								Rgyalrongic
7949	mBrongrdzon Khroskyabs	to give	kʰə	kʰə	kʰ ə								Rgyalrongic
8264	Bawang Horpa	to give	kʰo	kʰo	kʰ o								Rgyalrongic
8706	Shimuliu Japhug	to give	kɐ-ⁿbi	kɐ-ⁿbi	k ɐ ⁿb i								Rgyalrongic
210	Bantawa	to grow	ponma (poya)	ponma (poya)	p o n m a + p o y a		5985 5986	0	p o n m a + p o y a				Kiranti
786	Japhug	to grow	ndzɤt	ndzɤt	n dz ɤ t		5991	0	n dz - ɤ t		4129		rGyalrongic
1190	Tangut	to grow	dzja¹	dzja¹	dz j ¹/a		5991	0	- dz j ¹/a -				Tangut
1519	Wobzi Khroskyabs	to grow	ɴqʰrɑ́	ɴqʰrɑ́	ɴ qʰ r ɑ́/ɑ		5995	0	ɴ qʰ r ɑ́/ɑ -				rGyalrongic
2464	Pengbuxi Minyag	to grow	1təndzʌ	1təndzʌ	t ə + n dz ¹/ʌ		5997 5991	0	t ə + n dz - ¹/ʌ -				Qiangic
2482	Pengbuxi Minyag	to grow	1tikʌ	1tikʌ	t i + k ¹/ʌ		5997 8195	0	t i + k ¹/ʌ				Qiangic
3641	Siyuewu Khroskyabs	to grow	ɴqʰrɑ́z	ɴqʰrɑ́z	ɴ qʰ r ɑ́/ɑ z		5995	0	ɴ qʰ r ɑ́/ɑ z		39073		Rgyalrongic
3954	Bragbar Situ	to grow	kə-rō	kə-rō	k ə + r ō/o		5987 5988	0	k ə + r ō/o				Rgyalrongic
4063	Geshiza	to grow	jəu	jəu	j ə u		7815	0	j ə u				Rgyalrongic
4587	Guanyinqiao Khroskyabs	to grow	a³³qʰra⁵³	a³³qʰra⁵³	³³/a + qʰ r ⁵³/a		8196 5995	0	³³/a + - qʰ r ⁵³/a -				Rgyalrongic
4824	Njorogs Khroskyabs	to grow	o³³qʰra⁵³	o³³qʰra⁵³	³³/o + qʰ r ⁵³/a		8196 5995	0	³³/o + - qʰ r ⁵³/a -				Rgyalrongic
5175	Tshobdun	to grow	sceʔ	sceʔ	s c e ʔ	_5994	5994	0	s c e ʔ	tib			Rgyalrongic
5447	Ngyaltsu Zbu	to grow	sce	sce	s c ê/e	_5994	5994	0	s c ê/e -	tib			Rgyalrongic
6068	Kyomkyo Situ	to grow	kaji	kaji	k a + j i		5987 7815	0	k a + j i -				Rgyalrongic
6768	Mazur Stau	to grow	jo	jo	j o		7815	0	j o -				Rgyalrongic
7117	Yaoji Situ	to grow	kə³³zɐt⁵⁵	kə³³zɐt⁵⁵	k ə ³³ z ɐ t ⁵⁵								Rgyalrongic
7164	Cogtse Situ	to grow	kə-ndzɐt	kə-ndzɐt	k ə n d z ɐ t								Rgyalrongic
7441	Njorogs Khroskyabs	to grow	o³³qʰra⁵³	o³³qʰra⁵³	o ³³ qʰ r a ⁵³								Rgyalrongic
7442	Njorogs Khroskyabs	to grow	o³³ɣe⁵⁵	o³³ɣe⁵⁵	o ³³ ɣ e ⁵⁵								Rgyalrongic
7443	Njorogs Khroskyabs	to grow	o³³tɕʰit⁵⁵	o³³tɕʰit⁵⁵	o ³³ t ɕʰ i t ⁵⁵								Rgyalrongic
7832	mBrongrdzon Khroskyabs	to grow	ɣiɣ	ɣiɣ	ɣ i ɣ								Rgyalrongic
8265	Bawang Horpa	to grow	ⁿtʃʰɐ	ⁿtʃʰɐ	ⁿt ʃʰ ɐ								Rgyalrongic
8266	Bawang Horpa	to grow	ⁿtʃʰɐ	ⁿtʃʰɐ	ⁿt ʃʰ ɐ								Rgyalrongic
8267	Bawang Horpa	to grow	ʃwa-jxwa	ʃwa-jxwa	ʃ w a j x w a								Rgyalrongic
8707	Shimuliu Japhug	to grow	kə-stʃi	kə-stʃi	k ə s t ʃ i								Rgyalrongic
6962	Yaoji Situ	to grow high	kə³³zɐt⁵⁵	kə³³zɐt⁵⁵	k ə ³³ z ɐ t ⁵⁵								Rgyalrongic
8268	Bawang Horpa	to grow high	ⁿtʃʰɐ	ⁿtʃʰɐ	ⁿt ʃʰ ɐ								Rgyalrongic
68	Bantawa	to hear	enma (enu)	enma (enu)	e n m a + e n u		6003 6004	0	e n m a + e n - u				Kiranti
494	Stau	to hear	də ntɕhi	də ntɕhi	d ə + n tɕʰ i		6006 6007	3311	d ə + n tɕʰ - i		19831		rGyalrongic
787	Japhug	to hear	mtsʰɤm	mtsʰɤm	m tsʰ ɤ m		6005	3152	m - tsʰ ɤ m -		4394		rGyalrongic
1138	Tangut	to hear	mji¹	mji¹	m j ¹/i		6008	3752	- m j ¹/i		4398		Tangut
1438	Wobzi Khroskyabs	to hear	sme	sme	s m ê/e		6008	3752	s m - ê/e		31636		rGyalrongic
1760	Zhaba	to hear	ȵu⁵⁵	ȵu⁵⁵	ȵ ⁵⁵/u		6013	2424	- - - - ȵ ⁵⁵/u -		22260		Qiangic
2007	Mbarkhams Situ	to hear	kɑ msɑm	kɑ msɑm	k ɑ + m s ɑ m		6010 6005	3152	k ɑ + m - s ɑ m -		18477		rGyalrongic
2267	Kangding Minyag	to hear	ndo⁵³	ndo⁵³	n d ⁵³/o		6011	0	n d ⁵³/o		23477		Qiangic
2396	Pengbuxi Minyag	to hear	1ndɔ	1ndɔ	n d ¹/ɔ		6011	0	n d ¹/ɔ				Qiangic
2817	Old Burmese	to hear	kraḥ	kraḥ	k r ā/a ɦ		6012	1042	k r ā/a ɦ		31238		Burmish
3065	Xinlong Queyu	to hear	kɯ⁵⁵mȵo³³	kɯ⁵⁵mȵo³³	k ⁵⁵/ɯ m ȵ ³³/o		6013	0	k ⁵⁵/ɯ m - ȵ ³³/o -		21052		Qiangic
3350	Pubarong Queyu	to hear	mə̃	mə̃	m ə̃		6008	0	- m - ə̃				Qiangic
3642	Siyuewu Khroskyabs	to hear	sme	sme	s m ê/e		6008	0	s m - ê/e		39074		Rgyalrongic
3955	Bragbar Situ	to hear	məsām	məsām	m ə s ā/a m		6005	0	m ə s ā/a m -				Rgyalrongic
4121	Geshiza	to hear	ntʰje	ntʰje	n tʰ j e		6007	0	n tʰ j e				Rgyalrongic
4588	Guanyinqiao Khroskyabs	to hear	smi⁵³	smi⁵³	s m ⁵³/i		6008	0	s m - ⁵³/i				Rgyalrongic
4804	Njorogs Khroskyabs	to hear	ni³³sme⁵³	ni³³sme⁵³	n ³³/i + s m ⁵³/e		8391 6008	0	n ³³/i + s m - ⁵³/e				Rgyalrongic
5011	Tshobdun	to hear	fsɛʔ	fsɛʔ	f s ɛ ʔ		6005	0	f - s ɛ - ʔ				Rgyalrongic
5293	Ngyaltsu Zbu	to hear	kɐ-fséʔ	kɐ-fséʔ	k ɐ + f s é/e ʔ		6010 6005	0	k ɐ + f - s é/e - ʔ				Rgyalrongic
6069	Kyomkyo Situ	to hear	kaməjen	kaməjen	k a + m ə j e n		6010 6013	0	k a + - - m ə j e n				Rgyalrongic
6769	Mazur Stau	to hear	ntɕʰi	ntɕʰi	n tɕʰ i		6007	0	n tɕʰ - i				Rgyalrongic
6999	Yaoji Situ	to hear	na³³miŋs⁵⁵	na³³miŋs⁵⁵	n a ³³ m i ŋ s ⁵⁵								Rgyalrongic
7309	Cogtse Situ	to hear	ka-msam	ka-msam	k a m s a m								Rgyalrongic
7598	Njorogs Khroskyabs	to hear	sme⁵³	sme⁵³	s m e ⁵³								Rgyalrongic
7925	mBrongrdzon Khroskyabs	to hear	smi	smi	s m i								Rgyalrongic
8269	Bawang Horpa	to hear	jmwə	jmwə	j m w ə								Rgyalrongic
8708	Shimuliu Japhug	to hear	kɐ-mtsʰɐm	kɐ-mtsʰɐm	k ɐ m t sʰ ɐ m								Rgyalrongic
135	Bantawa	to hide (conceal)	kumma	kumma	k u m m a		6029	0	k u m m a				Kiranti
495	Stau	to hide (conceal)	ndzə	ndzə	n + dz ə		8089 6035	3228	n - + dz ə - -		20560		rGyalrongic
788	Japhug	to hide (conceal)	nɤtsɯ	nɤtsɯ	n ɤ + ts ɯ		8089 6035	3228	n ɤ + ts ɯ - -		31310		rGyalrongic
789	Japhug	to hide (conceal)	sɤnbaʁ	sɤnbaʁ	s ɤ + n b a ʁ		8423 6034	1950	s ɤ + n b - a ʁ -		4606		rGyalrongic
1139	Tangut	to hide (conceal)	lwu	lwu	l w u		6044	696	l w u		38075		Tangut
1439	Wobzi Khroskyabs	to hide (conceal)	spi	spi	s + p î/i		8423 6034	10246	s - + - p - î/i - -		31640		rGyalrongic
1761	Zhaba	to hide (conceal)	ka³³sə⁵⁵	ka³³sə⁵⁵	k ³³/a s ⁵⁵/ə		6043	2884	k ³³/a s ⁵⁵/ə		17725		Qiangic
2008	Mbarkhams Situ	to hide (conceal)	kɑ ʃɑ pki	kɑ ʃɑ pki	k ɑ + ʃ ɑ + p k i		6037 6030 6038	3170	k ɑ + ʃ ɑ + - - p k i -		18118		rGyalrongic
2268	Kangding Minyag	to hide (conceal)	qhə³³zə⁵³	qhə³³zə⁵³	qʰ ³³/ə + z ⁵³/ə		8088 6035	0	qʰ ³³/ə + z ⁵³/ə - -		23154		Qiangic
2439	Pengbuxi Minyag	to hide (conceal)	1qhʌvʌ	1qhʌvʌ	qʰ ʌ + v ¹/ʌ		8088 6034	0	qʰ ʌ + - v - ¹/ʌ - -				Qiangic
2818	Old Burmese	to hide (conceal)	pho₁k	pho₁k	pʰ o₁/o k		6034	1077	- pʰ - o₁/o k -		31239		Burmish
3066	Xinlong Queyu	to hide (conceal)	kɯ⁵⁵sɛ¹³	kɯ⁵⁵sɛ¹³	k ⁵⁵/ɯ s ¹³/ɛ		6043	0	k ⁵⁵/ɯ s ¹³/ɛ		20717		Qiangic
3351	Pubarong Queyu	to hide (conceal)	vwa	vwa	v w a		6034	0	- v w a - -				Qiangic
3643	Siyuewu Khroskyabs	to hide (conceal)	spid	spid	s + p í/i + d		8423 6034 8424	0	s - + - p - í/i - - + d		39075		Rgyalrongic
3956	Bragbar Situ	to hide (conceal)	ɕə-okpɐ̄j	ɕə-okpɐ̄j	ɕ ə + o k p ɐ̄/ɐ j		6030 6038	0	ɕ ə + o k p - ɐ̄/ɐ j				Rgyalrongic
4300	Geshiza	to hide (conceal)	zgo	zgo	z g o	_6033	6033	0	z g o	tib			Rgyalrongic
4589	Guanyinqiao Khroskyabs	to hide (conceal)	spi⁵⁵	spi⁵⁵	s + p ⁵⁵/i		8423 6034	0	s - + - p - ⁵⁵/i - -				Rgyalrongic
4929	Njorogs Khroskyabs	to hide (conceal)	spiʔt⁵⁵	spiʔt⁵⁵	s + p ⁵⁵/i ʔ + t		8423 6034 8424	0	s - + - p - ⁵⁵/i - ʔ + t				Rgyalrongic
5075	Tshobdun	to hide (conceal)	nɐtsu	nɐtsu	n ɐ + ts u		8089 6035	0	n ɐ + ts u - -				Rgyalrongic
5308	Ngyaltsu Zbu	to hide (conceal)	kɐ-nɐtshiʔ	kɐ-nɐtshiʔ	k ɐ + n ɐ + tsʰ í/i ʔ		6037 8089 6035	0	k ɐ + n ɐ + tsʰ í/i ʔ -				Rgyalrongic
6071	Kyomkyo Situ	to hide (conceal)	kaʃapki	kaʃapki	k a + ʃ a + p k i		6037 6030 6038	0	k a + ʃ a + - - p k i -				Rgyalrongic
6770	Mazur Stau	to hide (conceal)	ndzə	ndzə	n + dz ə		8089 6035	0	n - + dz ə - -				Rgyalrongic
6856	Wobzi Khroskyabs	to hide (conceal)	ndzə́	ndzə́	n + dz ə́		8089 6035	0	n - + dz ə́ - -				rGyalrongic
6857	Guanyinqiao Khroskyabs	to hide (conceal)			n + dz ⁵⁵/ə		8089 6035	0	n - + dz ⁵⁵/ə - -				Rgyalrongic
6858	Njorogs Khroskyabs	to hide (conceal)			n + dz ⁵⁵/u ʔ t		8089 6035	0	n - + dz ⁵⁵/u ʔ t				Rgyalrongic
6899	Yaoji Situ	to hide (conceal)	ka³³ʂak⁵⁵pej³³	ka³³ʂak⁵⁵pej³³	k a ³³ ʂ a k ⁵⁵ p e j ³³								Rgyalrongic
7172	Cogtse Situ	to hide (conceal)	ka-ŋa-pki	ka-ŋa-pki	k a ŋ a p k i								Rgyalrongic
7451	Njorogs Khroskyabs	to hide (conceal)	spiʔt⁵⁵	spiʔt⁵⁵	s p i ʔ t ⁵⁵								Rgyalrongic
7790	mBrongrdzon Khroskyabs	to hide (conceal)	speʔ	speʔ	s p e ʔ								Rgyalrongic
8270	Bawang Horpa	to hide (conceal)	ⁿtʃʰe	ⁿtʃʰe	ⁿt ʃʰ e								Rgyalrongic
8271	Bawang Horpa	to hide (conceal)	zgo	zgo	z g o								Rgyalrongic
8464	Situ in Jarongyiyu	to hide (conceal)	ka-ɕo	ka-ɕo	k a ɕ o								Rgyalrongic
8709	Shimuliu Japhug	to hide (conceal)	kɐ-nɐ-pɐp	kɐ-nɐ-pɐp	k ɐ n ɐ p ɐ p								Rgyalrongic
50	Bantawa	to hit	dʰatma (dʰattu)	dʰatma (dʰattu)	dʱ a t m a + dʰ a t t u		6056 6057	0	dʱ a t m a + dʰ a t t u				Kiranti
790	Japhug	to hit	ʁndɯ	ʁndɯ	ʁ ⁿd ɯ		6063	0	ʁ ⁿd - ɯ -		4659		rGyalrongic
1225	Tangut	to hit	tju²	tju²	t j ²/u		6063	0	- t j ²/u -				Tangut
1520	Wobzi Khroskyabs	to hit	tsʰə̂	tsʰə̂	tsʰ ə̂/ə		6069	0	- tsʰ ə̂/ə				rGyalrongic
2507	Pengbuxi Minyag	to hit	1tʌdæ	1tʌdæ	t ʌ + d ¹/æ		8369 6063	0	t ʌ + - d - ¹/æ -				Qiangic
3133	Pubarong Queyu	to hit	ᵍɹə	ᵍɹə	g ɹ ə̂/ə		6068	0	g ɹ ə̂/ə				Qiangic
3644	Siyuewu Khroskyabs	to hit	tsʰə̂	tsʰə̂	tsʰ ə̂/ə		6069	0	- tsʰ ə̂/ə		39076		Rgyalrongic
3645	Siyuewu Khroskyabs	to hit	tə́l	tə́l	t ə́/ə l		6062	0	t ə́/ə l		39077		Rgyalrongic
3957	Bragbar Situ	to hit	ka-tôp	ka-tôp	k a + t ô/o p		6058 6059	0	k a + t ô/o p				Rgyalrongic
4248	Geshiza	to hit	v-ra	v-ra	v r a		6060	0	v r a				Rgyalrongic
4590	Guanyinqiao Khroskyabs	to hit	tal⁵³	tal⁵³	t a ⁵³/l		6062	0	t a ⁵³/l				Rgyalrongic
4591	Guanyinqiao Khroskyabs	to hit	tsʰə⁵³	tsʰə⁵³	tsʰ ⁵³/ə		6069	0	- tsʰ ⁵³/ə				Rgyalrongic
4729	Njorogs Khroskyabs	to hit	ɣdoʔ⁵⁵	ɣdoʔ⁵⁵	ɣ d ⁵⁵/o ʔ		6063	0	ɣ d - ⁵⁵/o ʔ				Rgyalrongic
5248	Tshobdun	to hit	xsəɣ	xsəɣ	x s ə ɣ		6071	0	x s ə ɣ				Rgyalrongic
5339	Ngyaltsu Zbu	to hit	kɐ-ʁⁿdóʔ	kɐ-ʁⁿdóʔ	k ɐ + ʁ ⁿd ó/o ʔ		6058 6063	0	k ɐ + ʁ ⁿd - ó/o ʔ				Rgyalrongic
6072	Kyomkyo Situ	to hit	kartsə	kartsə	k a + r ts ə		6058 6069	0	k a + r ts ə				Rgyalrongic
6074	Kyomkyo Situ	to hit	katop	katop	k a + t o p		6058 6059	0	k a + t o p				Rgyalrongic
6771	Mazur Stau	to hit	ncʰə	ncʰə	n cʰ ə		7925	0					Rgyalrongic
6898	Yaoji Situ	to hit	ka³³sti⁵⁵	ka³³sti⁵⁵	k a ³³ s t i ⁵⁵								Rgyalrongic
7326	Cogtse Situ	to hit	ka-top	ka-top	k a t o p								Rgyalrongic
7617	Njorogs Khroskyabs	to hit	ɣdoʔ⁵⁵	ɣdoʔ⁵⁵	ɣ d o ʔ ⁵⁵								Rgyalrongic
7798	mBrongrdzon Khroskyabs	to hit	tsʰə	tsʰə	t sʰ ə								Rgyalrongic
8272	Bawang Horpa	to hit	rkʰi	rkʰi	r kʰ i								Rgyalrongic
8465	Situ in Jarongyiyu	to hit	ka-tob	ka-tob	k a t o b								Rgyalrongic
124	Bantawa	to hold	kɨkma (kɨktu)	kɨkma (kɨktu)	k ɨ k m a + k ɨ k t u		6080 6081	0	k ɨ k m a + k ɨ k t u				Kiranti
496	Stau	to hold	khrə	khrə	kʰ r ə		6083	2505	kʰ r ə		22705		rGyalrongic
791	Japhug	to hold	ndo	ndo	nd o		6088	1998	nd o		4712		rGyalrongic
1140	Tangut	to hold	tɕhjij	tɕhjij	tɕʰ j i j		6082	221	( - - ) - tɕʰ j i j - -		38250		Tangut
1141	Tangut	to hold	zow	zow	z o w		6096	318	- z o w		38251		Tangut
1440	Wobzi Khroskyabs	to hold	ndʑe	ndʑe	n dʑ ê/e		6082	3754	( - - ) n dʑ - ê/e - - -		31642		rGyalrongic
1762	Zhaba	to hold	ʌ³³zɪ³³	ʌ³³zɪ³³	³³/ʌ + z ³³/ɪ		8076 6096	2430	³³/ʌ + - z ³³/ɪ -		22280		Qiangic
1763	Zhaba	to hold	kə⁵⁵ʂta⁵⁵	kə⁵⁵ʂta⁵⁵	k ⁵⁵/ə ʂ t ⁵⁵/a		6097	3749	k ⁵⁵/ə ʂ t ⁵⁵/a		22279		Qiangic
2009	Mbarkhams Situ	to hold	(pər) kɐ ndʐət	(pər) kɐ ndʐət	p ə r + k ɐ + nɖʐ ə t		6086 6085 6082	1441	p ə r + k ɐ + ( - - ) - nɖʐ - ə - - t		25709		rGyalrongic
2269	Kangding Minyag	to hold	tə³³ zø⁵³	tə³³ zø⁵³	t ³³/ə + z ⁵³/ø		8075 6096	0	t ³³/ə + - z ⁵³/ø -		23499		Qiangic
2472	Pengbuxi Minyag	to hold	1təzø	1təzø	t ə + z ¹/ø		8075 6096	0	t ə + - z ¹/ø -				Qiangic
2819	Old Burmese	to hold	ko₂ṅ	ko₂ṅ	k ²/o ŋ		6090	1031	k ²/o ŋ		31240		Burmish
3067	Xinlong Queyu	to hold	kɯ⁵⁵ndʒe¹³	kɯ⁵⁵ndʒe¹³	k ⁵⁵/ɯ n dʒ ¹³/e		6082	0	( k ⁵⁵/ɯ ) n dʒ - ¹³/e - - -		21065		Qiangic
3352	Pubarong Queyu	to hold	ptso	ptso	p ts ō/o		6096	0	p ts ō/o -				Qiangic
3646	Siyuewu Khroskyabs	to hold	dʑé	dʑé	dʑ é/e		6082	0	( - - ) - dʑ - é/e - - -		39078		Rgyalrongic
3958	Bragbar Situ	to hold	ndʐê	ndʐê	nɖʐ ê/e		6082	0	( - - ) - nɖʐ - ê/e - - -				Rgyalrongic
4243	Geshiza	to hold	v-kʰrə	v-kʰrə	v + kʰ r ə		6084 6083	0	v + kʰ r ə				Rgyalrongic
4592	Guanyinqiao Khroskyabs	to hold	dʑe⁵⁵	dʑe⁵⁵	dʑ ⁵⁵/e		6082	0	( - - ) - dʑ - ⁵⁵/e - - -				Rgyalrongic
4703	Njorogs Khroskyabs	to hold	dʑe⁵⁵	dʑe⁵⁵	dʑ ⁵⁵/e		6082	0	( - - ) - dʑ - ⁵⁵/e - - -				Rgyalrongic
5081	Tshobdun	to hold	ⁿdi	ⁿdi	ⁿd i		6088	0	ⁿd i				Rgyalrongic
5363	Ngyaltsu Zbu	to hold	kɑ-ⁿdɑ	kɑ-ⁿdɑ	k ɑ + ⁿd ɑ̂/ɑ		6085 6088	0	k ɑ + ⁿd ɑ̂/ɑ				Rgyalrongic
5748	Zlarong	to hold	rɨ31tshu53	rɨ31tshu53	r ³¹/ɨ + tsʰ ⁵³/u		8075 6096	0	r ³¹/ɨ + - tsʰ ⁵³/u -				Chamdoic
6075	Kyomkyo Situ	to hold	kəndʒəʔt	kəndʒəʔt	k ə + ndʒ ə ʔ t		6085 6082	0	k ə + ( - - ) - ndʒ - ə - ʔ t				Rgyalrongic
6772	Mazur Stau	to hold	zu	zu	z u		6096	0	- z u -				Rgyalrongic
6909	Yaoji Situ	to hold	ka⁵⁵nʈiant⁵⁵	ka⁵⁵nʈiant⁵⁵	k a ⁵⁵ n ʈ ia n t ⁵⁵								Rgyalrongic
