ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
1374	WobziKhroskyabs	to laugh	qʰǽ	qʰǽ	qʰ ǽ/æ		6223
1688	Zhaba	to laugh	dʐə⁵⁵ʂte⁵⁵	dʐə⁵⁵ʂte⁵⁵	ɖʐ ⁵⁵/ə ʂ t ⁵⁵/e		6231
1932	MbarkhamsSitu	to laugh	kɑ nɑ ri	kɑ nɑ ri	k ɑ + n ɑ + r i		6226 6221 6225
2188	KangdingMinyag	to laugh	ni³³ri⁵⁵	ni³³ri⁵⁵	n ³³/i + r ⁵⁵/i		8038 6225
2477	PengbuxiMinyag	to laugh	2niʐi	2niʐi	n i + ʐ ²/i		8038 6225
2729	OldBurmese	to laugh	ray	ray	r a y		6225
3109	PubarongQueyu	to laugh	ɻɨ	ɻɨ	ɻ ɨ̌/ɨ		6225
3552	SiyuewuKhroskyabs	to laugh	qʰǽd	qʰǽd	qʰ ǽ/æ d		6223
3861	BragbarSitu	to laugh	na-rɐ̄j	na-rɐ̄j	n a + r ɐ̄/ɐ j		6221 6225
4055	Geshiza	to laugh	qʰæqʰæ	qʰæqʰæ	qʰ æ qʰ æ		6223
4478	GuanyinqiaoKhroskyabs	to laugh	ŋqʰɛ⁵³	ŋqʰɛ⁵³	ŋ qʰ ⁵³/ɛ		6223
4683	NjorogsKhroskyabs	to laugh	nqʰat⁵⁵	nqʰat⁵⁵	n qʰ a ⁵⁵/t		6223
4995	Tshobdun	to laugh	rɐ	rɐ	r ɐ		6225
4996	Tshobdun	to laugh	nɐreʔ	nɐreʔ	n ɐ + r e ʔ		6221 6225
5308	NgyaltsuZbu	to laugh	tɐ-riʔ	tɐ-riʔ	t ɐ + r í/i ʔ		6228 6225
5646	Zlarong	to laugh	tshə53	tshə53	tsʰ ⁵³/ə		6232
5914	KyomkyoSitu	to laugh	kanari	kanari	k a + n a + r i		6226 6221 6225
6226	MazurStau	to laugh	qʰæ	qʰæ	qʰ æ		6223
147	Bantawa	to learn	lema (lesu)	lema (lesu)	l e m a + l e s u		6246 6247
482	Stau	to learn	ndʑi	ndʑi	n + dʑ i		8438 6249
483	Stau	to learn	ndʑi ndʑa	ndʑi ndʑa	n + dʑ i n dʑ a		8438 6249
770	Japhug	to learn	βzjoz	βzjoz	β z j o z		6250
1082	Tangut	to learn	ɣiew	ɣiew	ɣ i e w		6249
1375	WobziKhroskyabs	to learn	ndzé	ndzé	n + dz é/e		8438 6249
1689	Zhaba	to learn	bdʑᴜ̃¹³	bdʑᴜ̃¹³	b dʑ ¹³/ʊ̃		6250
1933	MbarkhamsSitu	to learn	kɐ slɐp	kɐ slɐp	k ɐ + s l ɐ p		6251 6248
2189	KangdingMinyag	to learn	khə³³tɕuɑ⁵⁵	khə³³tɕuɑ⁵⁵	kʰ ³³/ə + tɕ u ⁵⁵/ɑ		8103 6249
2347	PengbuxiMinyag	to learn	1qhʌdʑa	1qhʌdʑa	qʰ ʌ + dʑ ¹/a		8104 6249
2730	OldBurmese	to learn	saṅ	saṅ	s a ŋ		6254
2976	XinlongQueyu	to learn	bʑo¹³	bʑo¹³	b ʑ ¹³/o		6250
3258	PubarongQueyu	to learn	bʑjo	bʑjo	b ʑ j o		6250
3553	SiyuewuKhroskyabs	to learn	fslɑ́	fslɑ́	f s l ɑ́/ɑ		6248
3554	SiyuewuKhroskyabs	to learn	nldzé	nldzé	n + l dz é/e		8438 6249
3862	BragbarSitu	to learn	slāp	slāp	s l ā/a p		6248
3863	BragbarSitu	to learn	rəktɕhus	rəktɕhus	r ə k + tɕʰ û/u s		8437 6249
4479	GuanyinqiaoKhroskyabs	to learn	ndze⁵⁵	ndze⁵⁵	n + dz ⁵⁵/e		8438 6249
4665	NjorogsKhroskyabs	to learn	ndzoʔs⁵³	ndzoʔs⁵³	n + dz ⁵³/o ʔ s		8438 6249
5092	Tshobdun	to learn	vzjaŋ	vzjaŋ	v z j a ŋ		6250
5204	NgyaltsuZbu	to learn	kɐ-vzjɐ̂	kɐ-vzjɐ̂	k ɐ + v z j ɐ̂/ɐ		6251 6250
5915	KyomkyoSitu	to learn	kaslep	kaslep	k a + s l e p		6251 6248
6227	MazurStau	to learn	ndʑi	ndʑi	n + dʑ i		8438 6249
145	Bantawa	to lick	lekma (lea)	lekma (lea)	l e k m a + l e a		6275 6276
484	Stau	to lick	pqɑ	pqɑ	p q ɑ		6278
771	Japhug	to lick	nɯntsɯɣ	nɯntsɯɣ	n ɯ + n ts ɯ ɣ		6282 6277
1083	Tangut	to lick	lhiaa	lhiaa	ɬ i aː		6287
1376	WobziKhroskyabs	to lick	njá	njá	n + j á/a		8435 6287
1690	Zhaba	to lick	ə⁵⁵da⁵⁵	ə⁵⁵da⁵⁵	⁵⁵/ə + d ⁵⁵/a		8098 6287
1934	MbarkhamsSitu	to lick	kɑ nə ntsok	kɑ nə ntsok	k ɑ + n ə + n ts o k		6281 6282 6277
2190	KangdingMinyag	to lick	thi³³ndʑuɐ⁵³læ³³	thi³³ndʑuɐ⁵³læ³³	tʰ ³³/i + n dʑ u ⁵³/ɐ l ³³/æ		8101 6287
2394	PengbuxiMinyag	to lick	1tindʑɛlɛ	1tindʑɛlɛ	t i + n dʑ ɛ l ¹/ɛ		8101 6287
2731	OldBurmese	to lick	lyak	lyak	l y a k		6287
2977	XinlongQueyu	to lick	ɣɯ¹³pur⁵⁵dʑyə¹³	ɣɯ¹³pur⁵⁵dʑyə¹³	ɣ ¹³/ɯ + p u + ⁵⁵/r dʑ y ¹³/ə		8102 8100 6287
3259	PubarongQueyu	to lick	pɨdʑje	pɨdʑje	p ɨ + dʑ j ē/e		8100 6287
3555	SiyuewuKhroskyabs	to lick	njǽʁ	njǽʁ	n + j ǽ/æ ʁ		8435 6287
3864	BragbarSitu	to lick	nəntshōk	nəntshōk	n ə + n tsʰ ō/o k		6282 6277
4029	Geshiza	to lick	nʑa	nʑa	n + ʑ a		8435 6287
4480	GuanyinqiaoKhroskyabs	to lick	ndzɛɣ⁵³	ndzɛɣ⁵³	n dz ɛ ⁵³/ɣ		6277
4664	NjorogsKhroskyabs	to lick	ndzok⁵⁵	ndzok⁵⁵	n dz o ⁵⁵/k		6277
4909	Tshobdun	to lick	ldaʔ	ldaʔ	l d a ʔ		6287
5171	NgyaltsuZbu	to lick	kɐ-ntsôɣ	kɐ-ntsôɣ	k ɐ + n ts ô/o ɣ		6281 6277
5916	KyomkyoSitu	to lick	kanəzoʔk	kanəzoʔk	k a + n ə + z o ʔ k		6281 6282 6277
6228	MazurStau	to lick	ndjælæ	ndjælæ	n + d j æ l æ		8435 6287
3	Bantawa	to lie down	anma (alu)	anma (alu)	a n m a + a l u		6300 6301
60	Bantawa	to lie down	dɨma (dɨsu)	dɨma (dɨsu)	d ɨ m a + d ɨ s u		6319 6320
485	Stau	to lie down	rgə	rgə	r g ə		7623
772	Japhug	to lie down	rŋgɯ	rŋgɯ	r ŋg ɯ		7623
1084	Tangut	to lie down	gwjɨr	gwjɨr	g w j ɨ r		7623
1377	WobziKhroskyabs	to lie down	jə́v	jə́v	j ə́/ə v		7624
1691	Zhaba	to lie down	a³³ ski⁵⁵	a³³ ski⁵⁵	³³/a + s k ⁵⁵/i		7630 7623
1935	MbarkhamsSitu	to lie down	lɐ nə ʒgə	lɐ nə ʒgə	l ɐ + n ə + ʒ g ə		7629 7629 7623
2191	KangdingMinyag	to lie down	ɦæ³³gɐ⁵⁵	ɦæ³³gɐ⁵⁵	ɦ ³³/æ + g ⁵⁵/ɐ		6310 7623
2447	PengbuxiMinyag	to lie down	2ɦɛɡʌ	2ɦɛɡʌ	ɦ ɛ + g ²/ʌ		6310 7623
2732	OldBurmese	to lie down	lai	lai	l a i		7626
2978	XinlongQueyu	to lie down	dʑa¹³xtɛ⁵⁵	dʑa¹³xtɛ⁵⁵	dʑ ¹³/a x t ⁵⁵/ɛ		7627
3260	PubarongQueyu	to lie down	ptɕjʊ̃	ptɕjʊ̃	p tɕ j ʊ̃		7628
3556	SiyuewuKhroskyabs	to lie down	zɟeɟé	zɟeɟé	z ɟ e ɟ é/e		6305
3865	BragbarSitu	to lie down	ndâm	ndâm	nd â/a m		6304
4015	Geshiza	to lie down	ndodo	ndodo	n d o d o		6304
4481	GuanyinqiaoKhroskyabs	to lie down	zɟə⁵⁵ɟə⁵⁵	zɟə⁵⁵ɟə⁵⁵	z ɟ ⁵⁵/ə ɟ ⁵⁵/ə		6305
4725	NjorogsKhroskyabs	to lie down	rga⁵⁵la⁵⁵laŋ⁵⁵	rga⁵⁵la⁵⁵laŋ⁵⁵	r g ⁵⁵/a + l ⁵⁵/a l a ⁵⁵/ŋ		7623 7632
5187	NgyaltsuZbu	to lie down	kɐ-rⁿɡə́ʔ	kɐ-rⁿɡə́ʔ	k ɐ + r ⁿg ə́/ə ʔ		7631 7623
6229	MazurStau	to lie down	rɡə	rɡə	r ɡ ə		7623
18	Bantawa	to marry (a man marries a woman)	biha muma	biha muma	b i h a + m u m a		6326 6327
486	Stau	to marry (a man marries a woman)	(lɛji) mqhə lə	(lɛji) mqhə lə	l ɛ j i + m qʰ ə + l ə		6331 6330 6332
773	Japhug	to marry (a man marries a woman)	qru	qru	q r u		6330
1085	Tangut	to marry (a man marries a woman)	ta	ta	t a̙/a		6328
1378	WobziKhroskyabs	to marry (a man marries a woman)	ɲɑvɑ vi	ɲɑvɑ vi	ɲ ɑ v ɑ̂/ɑ + v î/i		6343 6345
1692	Zhaba	to marry (a man marries a woman)	ȵʌ¹³ zu¹³	ȵʌ¹³ zu¹³	ȵ ¹³/ʌ + z ¹³/u		6343 6346
1936	MbarkhamsSitu	to marry (a man marries a woman)	kɑ kro	kɑ kro	k ɑ + k r o		6337 6330
2192	KangdingMinyag	to marry (a man marries a woman)	la⁵³ khə³³thə⁵³	la⁵³ khə³³thə⁵³	l ⁵³/a + kʰ ³³/ə tʰ ⁵³/ə		6332 6338
2265	PengbuxiMinyag	to marry (a man marries a woman)	1khəthə	1khəthə	kʰ ə tʰ ¹/ə		6338
2733	OldBurmese	to marry (a man marries a woman)	lak◦thap	lak◦thap	l a k + tʰ a p		6341 6342
2734	OldBurmese	to marry (a man marries a woman)	ññaḥ	ññaḥ	ññ/ȵ ā/a ɦ		6348
2735	OldBurmese	to marry (a man marries a woman)	ra	ra	r a		6349
2979	XinlongQueyu	to marry (a man marries a woman)	ȵo⁵⁵	ȵo⁵⁵	ȵ ⁵⁵/o		6343
3866	BragbarSitu	to marry (a man marries a woman)	ta-rɟap-krō	ta-rɟap-krō	t a + r ɟ a p + k r ō/o		0 7678 6330
4193	Geshiza	to marry (a man marries a woman)	zdəu	zdəu	z d ə u		6333
4482	GuanyinqiaoKhroskyabs	to marry (a man marries a woman)	rjav⁵⁵ŋkʰru⁵³	rjav⁵⁵ŋkʰru⁵³	r j a ⁵⁵/v + ŋ kʰ r ⁵³/u		7678 6330
4661	NjorogsKhroskyabs	to marry (a man marries a woman)	ndvet⁵⁵	ndvet⁵⁵	n d v ⁵⁵/e t		6345
5186	NgyaltsuZbu	to marry (a man marries a woman)	kɐ-rəkəkhwi	kɐ-rəkəkhwi	k ɐ + r ə k ə kʰ w î/i		7679 6339
5219	NgyaltsuZbu	to marry (a man marries a woman)	kɑ-rɯstɯnmúʔ	kɑ-rɯstɯnmúʔ	k ɑ + r ɯ s t ɯ n m ú/u ʔ		7679 6347
5917	KyomkyoSitu	to marry (a man marries a woman)	ɟefun¤ kava	ɟefun¤ kava	ɟ e f u n + k a + v a		6335 6337 6345
81	Bantawa	to open	hokma (hou)	hokma (hou)	h o k m a + h o u		6360 6361
774	Japhug	to open	cɯ	cɯ	c ɯ		8560
1154	Tangut	to open	thjwɨ¹	thjwɨ¹	tʰ j w ¹/ɨ		6364
1452	WobziKhroskyabs	to open	cʰô	cʰô	cʰ ô/o		6364
2396	PengbuxiMinyag	to open	1tixɛ	1tixɛ	t i x ¹/ɛ		6366
3261	PubarongQueyu	to open	tɕʰɪ (open the door)	tɕʰɪ (open the door)	tɕʰ ɪ		6364
3557	SiyuewuKhroskyabs	to open	cʰô	cʰô	cʰ ô/o		6364
3867	BragbarSitu	to open	tu	tu	t û/u		8560
3980	Geshiza	to open	lqa	lqa	l q a		6363
4148	Geshiza	to open	v-tɕʰi	v-tɕʰi	v + tɕʰ i		6374 6364
4483	GuanyinqiaoKhroskyabs	to open	cʰo⁵³	cʰo⁵³	cçʰ ⁵³/o		6364
4555	NjorogsKhroskyabs	to open	cʰo⁵³	cʰo⁵³	cçʰ ⁵³/o		6364
4873	Tshobdun	to open	cuʔ	cuʔ	c u ʔ		8560
5200	NgyaltsuZbu	to open	kɐ-twɐ́ʔ	kɐ-twɐ́ʔ	k ɐ + t w ɐ́/ɐ ʔ		6367 8560
5918	KyomkyoSitu	to open	kacu	kacu	k a + c u		6367 8560
6230	MazurStau	to open	xcʰi	xcʰi	x cʰ i		6364
149	Bantawa	to plant (vegetals, rice)	litma (littu)	litma (littu)	l i t m a + l i t t u		6385 6386
487	Stau	to plant (vegetals, rice)	ɮə	ɮə	ɮ ə		6388
775	Japhug	to plant (vegetals, rice)	ji	ji	j i		6388
1086	Tangut	to plant (vegetals, rice)	lji	lji	l j i̙/i		6388
1379	WobziKhroskyabs	to plant (vegetals, rice)	je	je	j ê/e		6388
1693	Zhaba	to plant (vegetals, rice)	ji⁵⁵	ji⁵⁵	j ⁵⁵/i		6388
1937	MbarkhamsSitu	to plant (vegetals, rice)	kɑ plu	kɑ plu	k ɑ + p l u		6391 6388
2193	KangdingMinyag	to plant (vegetals, rice)	khə⁵⁵rə⁵³	khə⁵⁵rə⁵³	kʰ ⁵⁵/ə r ⁵³/ə		6388
2194	KangdingMinyag	to plant (vegetals, rice)	khi³³ndzu⁵³	khi³³ndzu⁵³	kʰ ³³/i n dz ⁵³/u		6400
2268	PengbuxiMinyag	to plant (vegetals, rice)	1khəʐə	1khəʐə	kʰ ə ʐ ¹/ə		6388
2736	OldBurmese	to plant (vegetals, rice)	suik	suik	s u i k		6395
2980	XinlongQueyu	to plant (vegetals, rice)	(se⁵⁵ ʂpe⁵⁵) ble⁵⁵	(se⁵⁵ ʂpe⁵⁵) ble⁵⁵	s ⁵⁵/e + ʂ p ⁵⁵/e + b l ⁵⁵/e		6390 6396 6388
3262	PubarongQueyu	to plant (vegetals, rice)	leɪ	leɪ	l e ɪ		6388
3868	BragbarSitu	to plant (vegetals, rice)	jə̂	jə̂	j ə̂/ə		6388
4151	Geshiza	to plant (vegetals, rice)	v-ʑə	v-ʑə	v + ʑ ə		6389 6388
4484	GuanyinqiaoKhroskyabs	to plant (vegetals, rice)	je⁵³	je⁵³	j ⁵³/e		6388
4607	NjorogsKhroskyabs	to plant (vegetals, rice)	je⁵³	je⁵³	j ⁵³/e		6388
4882	Tshobdun	to plant (vegetals, rice)	ji kɐ́-ji	ji kɐ́-ji	j i + k ɐ́/ɐ + j i		6387 6391 6388
5145	NgyaltsuZbu	to plant (vegetals, rice)	kɐ-jéʔ	kɐ-jéʔ	k ɐ + j é/e ʔ		6391 6388
5919	KyomkyoSitu	to plant (vegetals, rice)	kaji	kaji	k a + j i		6391 6388
6231	MazurStau	to plant (vegetals, rice)	ɮə	ɮə	ɮ ə		6388
180	Bantawa	to play	nam lokma	nam lokma	n a m + l o k m a		6416 6417
488	Stau	to play	ncha ra	ncha ra	n cçʰ a + r a		6419 6435
776	Japhug	to play	anɯɣro	anɯɣro	a n ɯ ɣ r o		6422
1087	Tangut	to play	u	u	u		6432
1380	WobziKhroskyabs	to play	mbjavlâ	mbjavlâ	m b j a + v l â/a		7948 8538
1694	Zhaba	to play	cha³³ ʐa⁵⁵	cha³³ ʐa⁵⁵	cçʰ ³³/a + ʐ ⁵⁵/a		6419 6435
1938	MbarkhamsSitu	to play	kɑ mbri	kɑ mbri	k ɑ + m b r i		6424 6418
2388	PengbuxiMinyag	to play	1thʌntɕhʌ	1thʌntɕhʌ	tʰ ʌ + n tɕʰ ¹/ʌ		8146 6419
2502	PengbuxiMinyag	to play	2thʌtɕhʌ	2thʌtɕhʌ	tʰ ʌ + tɕʰ ²/ʌ		8146 6419
2737	OldBurmese	to play	ka caḥ	ka caḥ	k a c ā/a ɦ		7752
2981	XinlongQueyu	to play	tɕhe⁵⁵ntɕhu⁵⁵	tɕhe⁵⁵ntɕhu⁵⁵	tɕʰ ⁵⁵/e n tɕʰ ⁵⁵/u		6419
3263	PubarongQueyu	to play	tɕiptɕjæ xku	tɕiptɕjæ xku	tɕ i + p tɕ j æ + x k u		8147 6419 8148
3558	SiyuewuKhroskyabs	to play	ɲcʰǽl	ɲcʰǽl	ɲ cʰ ǽ/æ l		6419
3869	BragbarSitu	to play	mbrɐ̂j	mbrɐ̂j	m b r ɐ̂/ɐ j		6418
4027	Geshiza	to play	nwatɕə	nwatɕə	n w a + tɕ ə		6421 8149
4485	GuanyinqiaoKhroskyabs	to play	ncʰal⁵⁵	ncʰal⁵⁵	n cçʰ ⁵⁵/a l		6419
4658	NjorogsKhroskyabs	to play	ncʰal⁵⁵	ncʰal⁵⁵	n cçʰ ⁵⁵/a l		6419
4730	NjorogsKhroskyabs	to play	rje⁵⁵	rje⁵⁵	r j ⁵⁵/e		6437
4934	Tshobdun	to play	nɐ́ʁɐ	nɐ́ʁɐ	n ɐ́/ɐ ʁ ɐ		6421
5434	NgyaltsuZbu	to play	kɐ-nɐwɐ́ʁʔ	kɐ-nɐwɐ́ʁʔ	k ɐ + n ɐ w ɐ́/ɐ ʁ ʔ		6424 6421
5562	Zlarong	to play	ȵi55ȵi55wi13	ȵi55ȵi55wi13	ȵ ⁵⁵/i ȵ ⁵⁵/i w ¹³/i		6436
5920	KyomkyoSitu	to play	kanəmbri	kanəmbri	k a + n ə m b r i		6424 6418
5966	WobziKhroskyabs	to play	ɲcʰǽl	ɲcʰæl	ɲ cʰ ǽ/æ l		6419
6232	MazurStau	to play	ncʰæræ	ncʰæræ	n cʰ æ + r æ		6419 6435
6233	MazurStau	to play	mɟəɟə	mɟəɟə	m ɟ ə ɟ ə		7948
118	Bantawa	to pull	kʰɨnma	kʰɨnma	kʰ ɨ n m a		6448
489	Stau	to pull	mtshi	mtshi	m tsʰ i		6451
777	Japhug	to pull	rɤɕi	rɤɕi	r ɤ + ɕ i		6458 6453
1381	WobziKhroskyabs	to pull	rɕə̂	rɕə̂	r + ɕ ə̂/ə		6458 6453
1695	Zhaba	to pull	ə⁵⁵ su³³	ə⁵⁵ su³³	⁵⁵/ə + s ³³/u		6465 8068
1939	MbarkhamsSitu	to pull	kɑ prɑk	kɑ prɑk	k ɑ + p r ɑ k		6449 6455
2195	KangdingMinyag	to pull	ro³³zə⁵³	ro³³zə⁵³	r ³³/o + z ⁵³/ə		6458 8068
2266	PengbuxiMinyag	to pull	1khətshu	1khətshu	kʰ ə + tsʰ ¹/u		6457 8068
2738	OldBurmese	to pull	cho₁y	cho₁y	cʰ o₁/o y		6460
2982	XinlongQueyu	to pull	(kha¹³ me⁵⁵) tə⁵⁵zo⁵⁵	(kha¹³ me⁵⁵) tə⁵⁵zo⁵⁵	kʰ ¹³/a + m ⁵⁵/e + t ⁵⁵/ə + z ⁵⁵/o		8069 6462 6457 8068
3264	PubarongQueyu	to pull	tʰəntʰe	tʰəntʰe	tʰ ə + n tʰ ē/e		8413 6461
3559	SiyuewuKhroskyabs	to pull	dʑə̂dʑə	dʑə̂dʑə	dʑ ə̂/ə dʑ ə		6464
3870	BragbarSitu	to pull	ka-rapɕe	ka-rapɕe	k a + r a + p ɕ ê/e		6449 6458 6453
4486	GuanyinqiaoKhroskyabs	to pull	rə³³rɕə⁵³	rə³³rɕə⁵³	r ³³/ə + r + ɕ ⁵³/ə		8066 6458 6453
4588	NjorogsKhroskyabs	to pull	fse⁵³	fse⁵³	f s ⁵³/e		6451
4715	NjorogsKhroskyabs	to pull	rɕi⁵³	rɕi⁵³	r + ɕ ⁵³/i		6458 6453
4998	Tshobdun	to pull	rɐ́ski	rɐ́ski	r ɐ́/ɐ + s k i		6458 8067
4999	Tshobdun	to pull	rɐʃe	rɐʃe	r ɐ + ʃ e		6458 6453
5184	NgyaltsuZbu	to pull	kɐ-rɐskɐ́ʔ	kɐ-rɐskɐ́ʔ	k ɐ + r ɐ + s k ɐ́/ɐ ʔ		6449 6458 8067
5472	Zlarong	to pull	jũ53	jũ53	j ⁵³/ũ		6467
5921	KyomkyoSitu	to pull	kanthen	kanthen	k a + n tʰ e n		6449 6461
5922	KyomkyoSitu	to pull	karwu	karwu	k a + r w u		6449 7792
6234	MazurStau	to pull	ndʑədʑə	ndʑədʑə	n dʑ ə dʑ ə		6464
6296	SiyuewuKhroskyabs	to pull	rɕə̂	rɕə̂	r + ɕ ə̂		6458 6453
247	Bantawa	to push	tomma (tomtu)	tomma (tomtu)	t o m m a + t o m t u		6477 6478
490	Stau	to push	zo	zo	z o		6480
778	Japhug	to push	sthoʁ	sthoʁ	s tʰ o ʁ		6483
1088	Tangut	to push	khwej	khwej	kʰ w e j		6492
1382	WobziKhroskyabs	to push	nskʰɑ́ɣ	nskʰɑ́ɣ	n s kʰ ɑ́/ɑ ɣ		6492
1696	Zhaba	to push	tʌ¹³ti³³kɪ⁵⁵	tʌ¹³ti³³kɪ⁵⁵	t ¹³/ʌ t ³³/i k ⁵⁵/ɪ		6489
1940	MbarkhamsSitu	to push	kɐ ktʂɐk	kɐ ktʂɐk	k ɐ + k ʈʂ ɐ k		6485 6486
2196	KangdingMinyag	to push	thy⁵⁵ndy⁵³	thy⁵⁵ndy⁵³	tʰ ⁵⁵/y n d ⁵³/y		6487
2391	PengbuxiMinyag	to push	1thyndy	1thyndy	tʰ y n d ¹/y		6487
2739	OldBurmese	to push	to₁nḥ	to₁nḥ	t o₁/o n ɦ		6477
2740	OldBurmese	to push	tuivḥ	tuivḥ	t u i v ɦ		6497
2741	OldBurmese	to push	nhip	nhip	nh/n̥ i p		6499
2983	XinlongQueyu	to push	ɣɯ¹³ɕte⁵⁵	ɣɯ¹³ɕte⁵⁵	ɣ ¹³/ɯ ɕ t ⁵⁵/e		6490
3265	PubarongQueyu	to push	təteɪ	təteɪ	t ə̄ t e ɪ		6489
3560	SiyuewuKhroskyabs	to push	skʰǽɣ	skʰǽɣ	s kʰ ǽ/æ ɣ		6492
3871	BragbarSitu	to push	tɕiɛ̄t	tɕiɛ̄t	tɕ i ɛ̄/ɛ t		6479
3994	Geshiza	to push	mbərtsʰə	mbərtsʰə	m b ə r tsʰ ə		6481
4487	GuanyinqiaoKhroskyabs	to push	rə³³ŋkʰɑɣ⁵⁵	rə³³ŋkʰɑɣ⁵⁵	r ³³/ə + ŋ kʰ ⁵⁵/ɑ ɣ		8240 6492
4821	NjorogsKhroskyabs	to push	tʂaq⁵⁵	tʂaq⁵⁵	ʈʂ ⁵⁵/a q		6486
5050	Tshobdun	to push	stʰɔ <	stʰɔ <	s tʰ ɔ		6483
5194	NgyaltsuZbu	to push	kɐ-stôʁ	kɐ-stôʁ	k ɐ + s t ô/o ʁ		6485 6483
5463	Zlarong	to push	je55	je55	j ⁵⁵/e		6495
5923	KyomkyoSitu	to push	kanərko	kanərko	k a + n ə + r k o		6484 8241 6492
5924	KyomkyoSitu	to push	kataʔ	kataʔ	k a + t a ʔ		6484 6489
5925	KyomkyoSitu	to push	katʳap	katʳap	k a + tʳ a p		6484 6486
6235	MazurStau	to push	rko	rko	r k o		6492
266	Bantawa	to reside (live)	yuŋma (yuŋa)	yuŋma (yuŋa)	y u ŋ m a + y u ŋ a		6506 6507
491	Stau	to reside (live)	ndzu	ndzu	n dz u		6510
779	Japhug	to reside (live)	rɤʑi	rɤʑi	r ɤ ʑ i		6512
1089	Tangut	to reside (live)	dʑjiij	dʑjiij	dʑ j iː j		6512
1383	WobziKhroskyabs	to reside (live)	rje	rje	r j ê/e		6512
1697	Zhaba	to reside (live)	mø³³ʂti⁵⁵	mø³³ʂti⁵⁵	m ³³/ø ʂ t ⁵⁵/i		6520
1941	MbarkhamsSitu	to reside (live)	kɑ ȵi	kɑ ȵi	k ɑ + ȵ i		6508 6509
2197	KangdingMinyag	to reside (live)	ndʑæ⁵³	ndʑæ⁵³	n dʑ ⁵³/æ		6512
2198	KangdingMinyag	to reside (live)	mbi⁵³	mbi⁵³	m b ⁵³/i		6514
2280	PengbuxiMinyag	to reside (live)	1mbi	1mbi	m b ¹/i		6514
2742	OldBurmese	to reside (live)	niy	niy	n i y		6509
2984	XinlongQueyu	to reside (live)	tɕo⁵⁵	tɕo⁵⁵	tɕ ⁵⁵/o		6512
3266	PubarongQueyu	to reside (live)	ptsu	ptsu	p ts ū/u		6510
3561	SiyuewuKhroskyabs	to reside (live)	rje	rje	r j ê/e		6512
3872	BragbarSitu	to reside (live)	ka-ni	ka-ni	k a + n î/i		6508 6509
4488	GuanyinqiaoKhroskyabs	to reside (live)	rje⁵³	rje⁵³	r j ⁵³/e		6512
5435	NgyaltsuZbu	to reside (live)	kɐ-smô	kɐ-smô	k ɐ + s m ô/o		6508 6516
5926	KyomkyoSitu	to reside (live)	kaɲu	kaɲu	k a + ɲ u		6508 6509
6236	MazurStau	to reside (live)	ndzu	ndzu	n dz u		6510
190	Bantawa	to rub	nukma (nuktu)	nukma (nuktu)	n u k m a + n u k t u		6529 6530
780	Japhug	to rub	pɕiz	pɕiz	p ɕ i z		8539
846	Japhug	to rub	fse	fse	f s e		6531
1168	Tangut	to rub	ljiir	ljiir	l j iː r		6540
1453	WobziKhroskyabs	to rub	sə̂sə	sə̂sə	s ə̂/ə s ə		6531
2346	PengbuxiMinyag	to rub	1qhɔsɔ	1qhɔsɔ	qʰ ɔ s ¹/ɔ		6531
3267	PubarongQueyu	to rub	hni	hni	h n ī/i		6538
3562	SiyuewuKhroskyabs	to rub	sefsəd	sefsəd	s ê f s ə d		6531
3873	BragbarSitu	to rub	pɕi	pɕi	p ɕ î/i		8539
4489	GuanyinqiaoKhroskyabs	to rub	ŋgɛ⁵⁵fsə³³	ŋgɛ⁵⁵fsə³³	ŋ g ⁵⁵/ɛ f s ³³/ə		6531
4490	GuanyinqiaoKhroskyabs	to rub	nləɣ⁵⁵le⁵⁵	nləɣ⁵⁵le⁵⁵	n l ə ⁵⁵/ɣ l ⁵⁵/e		6540
4589	NjorogsKhroskyabs	to rub	fsə³³fsəʔ⁵³	fsə³³fsəʔ⁵³	f s ³³/ə f s ⁵³/ə ʔ		6531
4866	Tshobdun	to rub	ɐɣləɣlɐ	ɐɣləɣlɐ	ɐ ɣ l ə ɣ l ɐ		6540
4876	Tshobdun	to rub	ɣlɛʔ	ɣlɛʔ	ɣ l ɛ ʔ		6540
5115	Tshobdun	to rub	χtsov	χtsov	χ ts o v		6544
5148	NgyaltsuZbu	to rub	kɐ-khrə́t	kɐ-khrə́t	k ɐ + kʰ r ə́/ə t		6535 6536
5927	KyomkyoSitu	to rub	kakli	kakli	k a + k l i		6535 6540
6237	MazurStau	to rub	xsərni	xsərni	x s ə + r n i		6531 6538
6305	SiyuewuKhroskyabs	to rub	lni	lni	l n î/i		6538
6306	WobziKhroskyabs	to rub	lne	lne	l n ê/e		6538
6307	GuanyinqiaoKhroskyabs	to rub	?	?	l n ⁵⁵/i		6538
6308	NgyaltsuZbu	to rub	lne	lne	l n ⁵³/e		6538
151	Bantawa	to run	lotma (lora)	lotma (lora)	l o t m a + l o r a		6549 6550
492	Stau	to run	mɟə ra	mɟə ra	m + ɟ ə + r a		8535 6551 6552
781	Japhug	to run	rɟɯɣ	rɟɯɣ	r ɟ ɯ ɣ		6551
1090	Tangut	to run	ljwɨ	ljwɨ	l j w ɨ̙/ɨ		6562
