ID	ID_IN_SOURCE	DOCULECT	DOCULECT_NAME	CONCEPT	CONCEPTICON_ID	VALUE	FORM	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
4914		NjorogsKhroskyabs	Njorogs_Khroskyabs	to scratch	404_toscratch	skʰroq⁵⁵	skʰroq⁵⁵	s kʰ r o ⁵⁵/q	0	3 1 5 7 1	ACCYN	SKRUK	12	12.S.C 12.K.C 12.R.C 12.U.V 12.K.c	2.0 1.5 1.5 1.3 0.8	skʰro⁵⁵/q	0	6604
5334		NgyaltsuZbu	Ngyaltsu Zbu	to scratch	404_toscratch	kɐ-rɐvrɐ́ʁʔ	kɐ-rɐvrɐ́ʁʔ	k ɐ + r ɐ v r ɐ́/ɐ ʁ ʔ	0	1 7 9 5 7 3 5 7 5 1	AX_AXBCYLN	KE_REBRERH	11	11.K.C 11.E.V 11._._ 11.R.C 11.E.V 11.B.C 11.R.C 11.E.V 11.R.c 11.H.c	2.0 1.5 0.0 2.0 1.5 1.75 1.5 1.3 1.1 0.8	kɐ+rɐvrɐ́/ɐʁʔ	0	6610 6609
44		Bantawa	Kiranti_Bantawa	to see	405_tosee	copma	copma	c o p m a	0	1 7 1 4 7	AXBCZ	CUPMA	1	1.C.C 1.U.V 1.P.C 1.M.C 1.A.V	2.0 1.5 1.75 1.5 0.8	copma	0	6628
514	19681	Daofu	rGyalrong_Daofu	to see	405_tosee	ɣdu	ɣdu	ɣ d u	2472	3 1 7	ACZ	GTY	3	3.G.C 3.T.C 3.Y.V	2.0 1.5 0.8	ɣdu	0	6630
811	8475	Japhug	rGyalrong_Japhug	to see	405_tosee	mto	mto	m t o	2472	4 1 7	ACZ	MTU	6	6.M.C 6.T.C 6.U.V	2.0 1.5 0.8	mto	0	6629
1157	8479	Tangut	Tangut	to see	405_tosee	ljij²	ljij²	l j i ²/j	4162	5 6 7 6	ACXN	LJIJ	17	17.L.C 17.J.C 17.I.V 17.J.c	2.0 1.5 1.5 0.8	lji²/j	0	6639
1456	31723	WobziKhroskyabs	Khroskyabs_Wobzi	to see	405_tosee	vdê	vdê	v d ê/e	2472	3 1 7	ACZ	BTE	19	19.B.C 19.T.C 19.E.V	2.0 1.5 0.8	vdê/e	0	6631
1780	17207	Zhaba	Qiangic_Zhaba	to see	405_tosee	tʂu⁵⁵	tʂu⁵⁵	ʈʂ ⁵⁵/u	3242	2 7	AX	CY	20	20.C.C 20.Y.V	2.0 1.5	ʈʂ⁵⁵/u	0	6640
2025	20956	MaerkangrGyalrong	rGyalrong_Maerkang	to see	405_tosee	kɑ mto	kɑ mto	k ɑ + m t o	2472	1 7 9 4 1 7	AX_ACZ	KA_MTU	8	8.K.C 8.A.V 8._._ 8.M.C 8.T.C 8.U.V	2.0 1.5 0.0 2.0 1.5 0.8	kɑ+mto	0	6632 6629
2288	23358	MuyaKangding	Muya-kangding	to see	405_tosee	ta⁵³	ta⁵³	t ⁵³/a	0	1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	t⁵³/a	0	6634
2453		MenyaGao	Menya-Gao	to see	405_tosee	1tæ̠	1tæ̠	¹ t æ̠	0	8 1 7	TBX	6TE	9	9.6.T 9.T.C 9.E.V	1.0 1.3 3.0	¹tæ̠	0	6633
2839	31255	OldBurmese	OldBurmese	to see	405_tosee	mraṅ	mraṅ	m r a ŋ	1329	4 5 7 4	ACXN	MRAN	13	13.M.C 13.R.C 13.A.V 13.N.c	2.0 1.5 1.5 0.8	mraŋ	0	6636
3082	20903	QueyuXinlong	Queyu_Xinlong	to see	405_tosee	ru¹³	ru¹³	r ¹³/u	0	5 7	AX	RY	15	15.R.C 15.Y.V	2.0 1.5	r¹³/u	0	6638
3367		QueyuPubarong	Queyu_pubarong	to see	405_tosee	ndo	ndo	n d o	0	4 1 7	ACZ	NTU	14	14.N.C 14.T.C 14.U.V	2.0 1.5 0.8	ndo	0	6637
3665	39101	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	to see	405_tosee	vdê	vdê	v d ê/e	0	3 1 7	ACZ	BTE	16	16.B.C 16.T.C 16.E.V	2.0 1.5 0.8	vdê/e	0	6631
3979		BragbarSitu	Bragbar Situ	to see	405_tosee	mətō	mətō	m ə t ō/o	0	4 7 1 7	AXBZ	METU	2	2.M.C 2.E.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	mətō/o	0	6629
4261		Geshiza	Geshiza	to see	405_tosee	vdo	vdo	v d o	0	3 1 7	ACZ	BTU	4	4.B.C 4.T.C 4.U.V	2.0 1.5 0.8	vdo	0	6631
4616		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	to see	405_tosee	vde⁵³	vde⁵³	v d ⁵³/e	0	3 1 7	ACZ	BTE	5	5.B.C 5.T.C 5.E.V	2.0 1.5 0.8	vd⁵³/e	0	6631
4964		NjorogsKhroskyabs	Njorogs_Khroskyabs	to see	405_tosee	vro⁵³	vro⁵³	v r ⁵³/o	0	3 5 7	ACX	BRU	12	12.B.C 12.R.C 12.U.V	2.0 1.5 1.5	vr⁵³/o	0	6635
5065		Tshobdun	Tshobdun	to see	405_tosee	mtiʔ	mtiʔ	m t i ʔ	0	4 1 7 1	ACYN	MTIH	18	18.M.C 18.T.C 18.I.V 18.H.c	2.0 1.5 1.3 0.8	mtiʔ	0	6629
5359		NgyaltsuZbu	Ngyaltsu Zbu	to see	405_tosee	kɑ-mtɑ́ʔ	kɑ-mtɑ́ʔ	k ɑ + m t ɑ́/ɑ ʔ	0	1 7 9 4 1 7 1	AX_ACYN	KA_MTAH	11	11.K.C 11.A.V 11._._ 11.M.C 11.T.C 11.A.V 11.H.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	kɑ+mtɑ́/ɑʔ	0	6632 6629
6097		KyomkyoSitu	Kyomkyo_Situ	to see	405_tosee	kaməto	kaməto	k a m ə t o	0	1 7 4 7 1 7	AXBYBZ	KAMETU	7	7.K.C 7.A.V 7.M.C 7.E.V 7.T.C 7.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kaməto	0	6629
248		Bantawa	Kiranti_Bantawa	to sew	406_tosew	tʰupma (tʰuu)	tʰupma (tʰuu)	tʰ u p m a + tʰ uː	0	1 7 1 4 7 9 1 7	AXBCZ_AX	TYPMA_TY	1	1.T.C 1.Y.V 1.P.C 1.M.C 1.A.V 1._._ 1.T.C 1.Y.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5	tʰupma+tʰuː	0	6651 6652
812	8634	Japhug	rGyalrong_Japhug	to sew	406_tosew	tʂɯβ	tʂɯβ	ʈʂ ɯ β	0	2 7 3	AXN	CIB	6	6.C.C 6.I.V 6.B.c	2.0 1.5 0.8	ʈʂɯβ	0	6653
896		Japhug	rGyalrong_Japhug	to sew	406_tosew	tʂɯβ	tʂɯβ	ʈʂ ɯ β	0	2 7 3	AXN	CIB	6	6.C.C 6.I.V 6.B.c	2.0 1.5 0.8	ʈʂɯβ	1	6653
1219		Tangut	Tangut	to sew	406_tosew	rər¹	rər¹	r ə ¹/r	0	5 7 5	AXN	RER	17	17.R.C 17.E.V 17.R.c	2.0 1.5 0.8	rə¹/r	0	6660
1525		WobziKhroskyabs	Khroskyabs_Wobzi	to sew	406_tosew	tɕʰǽv	tɕʰǽv	tɕʰ ǽ/æ v	0	2 7 3	AXN	CEB	19	19.C.C 19.E.V 19.B.c	2.0 1.5 0.8	tɕʰǽ/æv	0	6653
2547		MenyaGao	Menya-Gao	to sew	406_tosew	2khətʂʌ	2khətʂʌ	² kʰ ə ʈʂ ʌ	0	8 1 7 2 7	TBXBZ	6KECE	9	9.6.T 9.K.C 9.E.V 9.C.C 9.E.V	1.0 1.3 3.0 1.3 0.7	²kʰəʈʂʌ	0	6657
3225		QueyuPubarong	Queyu_pubarong	to sew	406_tosew	tʂə̄	tʂə̄	ʈʂ ə̄/ə	0	2 7	AX	CE	14	14.C.C 14.E.V	2.0 1.5	ʈʂə̄/ə	0	6659
3666	39102	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	to sew	406_tosew	dɑ̂ɣ	dɑ̂ɣ	d ɑ̂/ɑ ɣ	0	1 7 3	AXN	TAG	16	16.T.C 16.A.V 16.G.c	2.0 1.5 0.8	dɑ̂/ɑɣ	0	6651
3980		BragbarSitu	Bragbar Situ	to sew	406_tosew	tʂōp	tʂōp	ʈʂ ō/o p	0	2 7 1	AXN	CUP	2	2.C.C 2.U.V 2.P.c	2.0 1.5 0.8	ʈʂō/op	0	6653
4250		Geshiza	Geshiza	to sew	406_tosew	v-rəu	v-rəu	v + r ə u	0	3 9 5 7 7	A_AXZ	B_REY	4	4.B.C 4._._ 4.R.C 4.E.V 4.Y.V	2.0 0.0 2.0 1.5 0.8	v+rəu	0	6654 6655
4617		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	to sew	406_tosew	tƈʰav⁵³	tƈʰav⁵³	t ɕʰ a ⁵³/v	0	1 3 7 3	ACXN	TSAB	5	5.T.C 5.S.C 5.A.V 5.B.c	2.0 1.5 1.5 0.8	tɕʰa⁵³/v	0	6653
4941		NjorogsKhroskyabs	Njorogs_Khroskyabs	to sew	406_tosew	tɕʰop⁵⁵	tɕʰop⁵⁵	tɕʰ o ⁵⁵/p	0	2 7 1	AXN	CUP	12	12.C.C 12.U.V 12.P.c	2.0 1.5 0.8	tɕʰo⁵⁵/p	1	6653
5348		NgyaltsuZbu	Ngyaltsu Zbu	to sew	406_tosew	kɐ-tʂôv	kɐ-tʂôv	k ɐ + ʈʂ ô/o v	0	1 7 9 2 7 3	AX_AXN	KE_CUB	11	11.K.C 11.E.V 11._._ 11.C.C 11.U.V 11.B.c	2.0 1.5 0.0 2.0 1.5 0.8	kɐ+ʈʂô/ov	0	6658 6653
5749		Zlarong	Zlarong	to sew	406_tosew	ru13	ru13	r ¹³/u	0	5 7	AX	RY	21	21.R.C 21.Y.V	2.0 1.5	r¹³/u	0	6660
6098		KyomkyoSitu	Kyomkyo_Situ	to sew	406_tosew	katɽop	katɽop	k a t ɽ o p	0	1 7 1 5 7 1	AXBCYN	KATRUP	7	7.K.C 7.A.V 7.T.C 7.R.C 7.U.V 7.P.c	2.0 1.5 1.75 1.5 1.3 0.8	katɽop	0	6656
206		Bantawa	Kiranti_Bantawa	to shoot (an arrow)	407_toshootanarrow	pʰitma (pʰittu)	pʰitma (pʰittu)	pʰ i t m a + pʰ i t t u	0	1 7 1 4 7 9 1 7 1 1 7	AXBCZ_AXMBZ	PITMA_PITTY	1	1.P.C 1.I.V 1.T.C 1.M.C 1.A.V 1._._ 1.P.C 1.I.V 1.T.c 1.T.C 1.Y.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.1 1.75 0.8	pʰitma+pʰittu	0	6670 6671
515	22317	Daofu	rGyalrong_Daofu	to shoot (an arrow)	407_toshootanarrow	fqe	fqe	f q e	2440	3 1 7	ACZ	BKE	3	3.B.C 3.K.C 3.E.V	2.0 1.5 0.8	fqe	0	6674
813	8740	Japhug	rGyalrong_Japhug	to shoot (an arrow)	407_toshootanarrow	tɯdi lɤt	tɯdi lɤt	t ɯ d i + l ɤ t	2933	1 7 1 7 9 5 7 1	AXBZ_AXN	TITI_LET	6	6.T.C 6.I.V 6.T.C 6.I.V 6._._ 6.L.C 6.E.V 6.T.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	tɯdi+lɤt	0	6676 6673
1158	38051	Tangut	Tangut	to shoot (an arrow)	407_toshootanarrow	khia	khia	kʰ i a	4168	1 7 7	AXZ	KIA	17	17.K.C 17.I.V 17.A.V	2.0 1.5 0.8	kʰia	0	6672
1457	31728	WobziKhroskyabs	Khroskyabs_Wobzi	to shoot (an arrow)	407_toshootanarrow	lǽ	lǽ	l ǽ/æ	2933	5 7	AX	LE	19	19.L.C 19.E.V	2.0 1.5	lǽ/æ	0	6673
1781	22220	Zhaba	Qiangic_Zhaba	to shoot (an arrow)	407_toshootanarrow	(mda³³) ʑi¹³	(mda³³) ʑi¹³	m d ³³/a + ʑ ¹³/i	2414	4 1 7 9 3 7	ACZ_AX	MTA_SI	20	20.M.C 20.T.C 20.A.V 20._._ 20.S.C 20.I.V	2.0 1.5 0.8 0.0 2.0 1.5	md³³/a+ʑ¹³/i	0	6684 6685
2026	25320	MaerkangrGyalrong	rGyalrong_Maerkang	to shoot (an arrow)	407_toshootanarrow	kə pᴇ kɐ lɐt	kə pᴇ kɐ lɐt	k ə + p ɛ + k ɐ + l ɐ t	2933	1 7 9 1 7 9 1 7 9 5 7 1	AX_AX_AX_AXN	KE_PE_KE_LET	8	8.K.C 8.E.V 8._._ 8.P.C 8.E.V 8._._ 8.K.C 8.E.V 8._._ 8.L.C 8.E.V 8.T.c	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 0.8	kə+pɛ+kɐ+lɐt	0	6672 6678 6679 6673
2289	23435	MuyaKangding	Muya-kangding	to shoot (an arrow)	407_toshootanarrow	qho⁵⁵lə̱⁵³	qho⁵⁵lə̱⁵³	qʰ ⁵⁵/o l ə̠ ⁵³	0	1 7 5 7 8	AXBYT	KULE3	10	10.K.C 10.U.V 10.L.C 10.E.V 10.3.T	1.6 3.0 1.3 3.0 1.0	qʰ⁵⁵/olə̠⁵³	0	6677
2577		MenyaGao	Menya-Gao	to shoot (an arrow)	407_toshootanarrow	2qhɔ̠lʌ̠	2qhɔ̠lʌ̠	² qʰ ɔ̙ l ʌ̙	0	8 1 7 5 7	TBXBZ	6KULE	9	9.6.T 9.K.C 9.U.V 9.L.C 9.E.V	1.0 1.3 3.0 1.3 0.7	²qʰɔ̙lʌ̙	0	6677
2840	31256	OldBurmese	OldBurmese	to shoot (an arrow)	407_toshootanarrow	pac	pac	p a c	1089	1 7 1	AXN	PAC	13	13.P.C 13.A.V 13.C.c	2.0 1.5 0.8	pac	1	6681
3083	23607	QueyuXinlong	Queyu_Xinlong	to shoot (an arrow)	407_toshootanarrow	mda¹³ʁʒi⁵⁵brə³³	mda¹³ʁʒi⁵⁵brə³³	m d ¹³/a ʁ ʒ ⁵⁵/i b r ³³/ə	0	4 1 7 5 3 7 1 5 7	ACYMBYBCZ	MTARSIPRE	15	15.M.C 15.T.C 15.A.V 15.R.c 15.S.C 15.I.V 15.P.C 15.R.C 15.E.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 1.5 0.8	md¹³/aʁʒ⁵⁵/ibr³³/ə	0	6683
3368		QueyuPubarong	Queyu_pubarong	to shoot (an arrow)	407_toshootanarrow	bdə	bdə	b d ə	0	1 1 7	ACZ	PTE	14	14.P.C 14.T.C 14.E.V	2.0 1.5 0.8	bdə	0	6682
3667	39103	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	to shoot (an arrow)	407_toshootanarrow	lǽd	lǽd	l ǽ/æ d	0	5 7 1	AXN	LET	16	16.L.C 16.E.V 16.T.c	2.0 1.5 0.8	lǽ/æd	0	6673
3981		BragbarSitu	Bragbar Situ	to shoot (an arrow)	407_toshootanarrow	ka-lāt	ka-lāt	k a + l ā/a t	0	1 7 9 5 7 1	AX_AXN	KA_LAT	2	2.K.C 2.A.V 2._._ 2.L.C 2.A.V 2.T.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+lā/at	0	6672 6673
4245		Geshiza	Geshiza	to shoot (an arrow)	407_toshootanarrow	v-læ	v-læ	v + l æ	0	3 9 5 7	A_AX	B_LE	4	4.B.C 4._._ 4.L.C 4.E.V	2.0 0.0 2.0 1.5	v+læ	0	6675 6673
4618		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	to shoot (an arrow)	407_toshootanarrow	lɛ⁵⁵	lɛ⁵⁵	l ⁵⁵/ɛ	0	5 7	AX	LE	5	5.L.C 5.E.V	2.0 1.5	l⁵⁵/ɛ	0	6673
4752		NjorogsKhroskyabs	Njorogs_Khroskyabs	to shoot (an arrow)	407_toshootanarrow	lat⁵⁵	lat⁵⁵	l a ⁵⁵/t	0	5 7 1	AXN	LAT	12	12.L.C 12.A.V 12.T.c	2.0 1.5 0.8	la⁵⁵/t	0	6673
5047		Tshobdun	Tshobdun	to shoot (an arrow)	407_toshootanarrow	lɐt	lɐt	l ɐ t	0	5 7 1	AXN	LET	18	18.L.C 18.E.V 18.T.c	2.0 1.5 0.8	lɐt	0	6673
5345		NgyaltsuZbu	Ngyaltsu Zbu	to shoot (an arrow)	407_toshootanarrow	kɐ-tə̂	kɐ-tə̂	k ɐ + t ə̂/ə	0	1 7 9 1 7	AX_AX	KE_TE	11	11.K.C 11.E.V 11._._ 11.T.C 11.E.V	2.0 1.5 0.0 2.0 1.5	kɐ+tə̂/ə	0	6672 6680
6099		KyomkyoSitu	Kyomkyo_Situ	to shoot (an arrow)	407_toshootanarrow	kaleʔt	kaleʔt	k a l e ʔ t	0	1 7 5 7 1 1	AXBYLN	KALEHT	7	7.K.C 7.A.V 7.L.C 7.E.V 7.H.c 7.T.c	2.0 1.5 1.75 1.3 1.1 0.8	kaleʔt	0	6677
153		Bantawa	Kiranti_Bantawa	to sing	408_tosing	luma (luwa)	luma (luwa)	l u m a + l u w a	0	5 7 4 7 9 5 7 6 7	AXBZ_AXBZ	LYMA_LYWA	1	1.L.C 1.Y.V 1.M.C 1.A.V 1._._ 1.L.C 1.Y.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	luma+luwa	0	6700 6701
516	19465	Daofu	rGyalrong_Daofu	to sing	408_tosing	ʁlə və	ʁlə və	ʁ l ə + v ə	2497	5 5 7 9 3 7	ACZ_AX	RLE_BE	3	3.R.C 3.L.C 3.E.V 3._._ 3.B.C 3.E.V	2.0 1.5 0.8 0.0 2.0 1.5	ʁlə+və	0	6705 6704
814	9005	Japhug	rGyalrong_Japhug	to sing	408_tosing	nɯrɤɣo	nɯrɤɣo	n ɯ r ɤ ɣ o	3058	4 7 5 7 3 7	AXBYBZ	NIREGU	6	6.N.C 6.I.V 6.R.C 6.E.V 6.G.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	nɯrɤɣo	0	6708
1159	38039	Tangut	Tangut	to sing	408_tosing	kjạ	kjạ	k j a̙/a	4172	1 6 7	ACX	KJA	17	17.K.C 17.J.C 17.A.V	2.0 1.5 1.5	kja̙/a	0	6703
1458	31733	WobziKhroskyabs	Khroskyabs_Wobzi	to sing	408_tosing	tʂʰɑŋkó vî	tʂʰɑŋkó vî	ʈʂʰ ɑ ŋ k ó/o + v î	3774	2 7 4 1 7 9 3 7	AXMBZ_AX	CANKU_BI	19	19.C.C 19.A.V 19.N.c 19.K.C 19.U.V 19._._ 19.B.C 19.I.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	ʈʂʰɑŋkó/o+vî	0	6722 6704
1782	21934	Zhaba	Qiangic_Zhaba	to sing	408_tosing	a³³ko⁵⁵	a³³ko⁵⁵	a ³³ k ⁵⁵/o	2331	7 8 1 7	XTBZ	A4KU	20	20.A.V 20.4.T 20.K.C 20.U.V	3.0 1.0 1.3 0.7	a³³k⁵⁵/o	0	6723
2027	18128	MaerkangrGyalrong	rGyalrong_Maerkang	to sing	408_tosing	khɐ bʒə kɑ pɑ	khɐ bʒə kɑ pɑ	kʰ ɐ + b ʒ ə + k ɑ + p ɑ	3254	1 7 9 1 3 7 9 1 7 9 1 7	AX_ACX_AX_AX	KE_PSE_KA_PA	8	8.K.C 8.E.V 8._._ 8.P.C 8.S.C 8.E.V 8._._ 8.K.C 8.A.V 8._._ 8.P.C 8.A.V	2.0 1.5 0.0 2.0 1.5 1.5 0.0 2.0 1.5 0.0 2.0 1.5	kʰɐ+bʒə+kɑ+pɑ	0	6703 6711 6712 6713
2290	23163	MuyaKangding	Muya-kangding	to sing	408_tosing	thɐ³³kø⁵³kæ³³	thɐ³³kø⁵³kæ³³	tʰ ³³/ɐ k ⁵³/ø k ³³/æ	0	1 7 1 7 1 7	AXBYBZ	TEKUKE	10	10.T.C 10.E.V 10.K.C 10.U.V 10.K.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	tʰ³³/ɐk⁵³/øk³³/æ	0	6715
2471		MenyaGao	Menya-Gao	to sing	408_tosing	1təvə	1təvə	¹ t ə v ə	0	8 1 7 3 7	TBXBZ	6TEBE	9	9.6.T 9.T.C 9.E.V 9.B.C 9.E.V	1.0 1.3 3.0 1.3 0.7	¹təvə	0	6714
2841	31257	OldBurmese	OldBurmese	to sing	408_tosing	chuiw	chuiw	cʰ u i w	3260	1 7 7 6	AXYN	CYIW	13	13.C.C 13.Y.V 13.I.V 13.W.c	2.0 1.5 1.3 0.8	cʰuiw	0	6718
3084	20730	QueyuXinlong	Queyu_Xinlong	to sing	408_tosing	le⁵⁵ntho³³	le⁵⁵ntho³³	l ⁵⁵/e n tʰ ³³/o	0	5 7 4 1 7	AXMBZ	LENTU	15	15.L.C 15.E.V 15.N.c 15.T.C 15.U.V	2.0 1.5 1.1 1.75 0.8	l⁵⁵/entʰ³³/o	0	6720
3369		QueyuPubarong	Queyu_pubarong	to sing	408_tosing	ntʰēɪ	ntʰēɪ	n tʰ ē/e ɪ	0	4 1 7 7	ACYZ	NTEI	14	14.N.C 14.T.C 14.E.V 14.I.V	2.0 1.5 1.3 0.8	ntʰē/eɪ	0	6719
3668	39104	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	to sing	408_tosing	ʁɴlə̂	ʁɴlə̂	ʁ ɴ l ə̂/ə	0	5 4 5 7	ACCZ	RNLE	16	16.R.C 16.N.C 16.L.C 16.E.V	2.0 1.5 1.5 0.8	ʁɴlə̂/ə	0	6721
3982		BragbarSitu	Bragbar Situ	to sing	408_tosing	rɐgɐ ka-viɛ̂	rɐgɐ ka-viɛ̂	r ɐ g ɐ + k a + v i ɛ̂/ɛ	0	5 7 1 7 9 1 7 9 3 7 7	AXBZ_AX_AXZ	REKE_KA_BIE	2	2.R.C 2.E.V 2.K.C 2.E.V 2._._ 2.K.C 2.A.V 2._._ 2.B.C 2.I.V 2.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	rɐgɐ+ka+viɛ̂/ɛ	0	6702 6703 6704
4306		Geshiza	Geshiza	to sing	408_tosing	zla	zla	z l a	0	3 5 7	ACX	SLA	4	4.S.C 4.L.C 4.A.V	2.0 1.5 1.5	zla	0	6706
4619		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	to sing	408_tosing	dʐo³³re⁵³vi³³	dʐo³³re⁵³vi³³	ɖʐ ³³/o r ⁵³/e v ³³/i	0	2 7 5 7 3 7	AXBYBZ	CUREBI	5	5.C.C 5.U.V 5.R.C 5.E.V 5.B.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɖʐ³³/or⁵³/ev³³/i	0	6707
4702		NjorogsKhroskyabs	Njorogs_Khroskyabs	to sing	408_tosing	dʐo³³wo⁵⁵vzo⁵³	dʐo³³wo⁵⁵vzo⁵³	ɖʐ ³³/o w ⁵⁵/o v z ⁵³/o	0	2 7 6 7 3 3 7	AXBYMBZ	CUWUBSU	12	12.C.C 12.U.V 12.W.C 12.U.V 12.B.c 12.S.C 12.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ɖʐ³³/ow⁵⁵/ovz⁵³/o	0	6717
5585		NgyaltsuZbu	Ngyaltsu Zbu	to sing	408_tosing	lɐjî kɐ-vzî	lɐjî kɐ-vzî	l ɐ j î + k ɐ + v z î	0	5 7 6 7 9 1 7 9 3 3 7	AXBZ_AX_ACZ	LEJI_KE_BSI	11	11.L.C 11.E.V 11.J.C 11.I.V 11._._ 11.K.C 11.E.V 11._._ 11.B.C 11.S.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5 0.8	lɐjî+kɐ+vzî	0	6716 6703 6711
5769		Zlarong	Zlarong	to sing	408_tosing	tɕhi13	tɕhi13	tɕʰ ¹³/i	0	2 7	AX	CI	21	21.C.C 21.I.V	2.0 1.5	tɕʰ¹³/i	0	6724
6100		KyomkyoSitu	Kyomkyo_Situ	to sing	408_tosing	kharɟak kava	kharɟak kava	kʰ a r ɟ a k + k a v a	0	1 7 5 1 7 1 9 1 7 3 7	AXMBYN_AXBZ	KARCAK_KABA	7	7.K.C 7.A.V 7.R.c 7.C.C 7.A.V 7.K.c 7._._ 7.K.C 7.A.V 7.B.C 7.A.V	2.0 1.5 1.1 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	kʰarɟak+kava	0	6709 6710
270		Bantawa	Kiranti_Bantawa	to sit	409_tosit	yuŋma (yuŋa)	yuŋma (yuŋa)	y u ŋ m a + y u ŋ a	0	7 7 4 4 7 9 7 7 4 7	XYMBZ_XYBZ	YYNMA_YYNA	1	1.Y.V 1.Y.V 1.N.c 1.M.C 1.A.V 1._._ 1.Y.V 1.Y.V 1.N.C 1.A.V	1.5 1.3 1.1 1.75 0.8 0.0 1.5 1.3 1.75 0.8	yuŋma+yuŋa	1	6732 6733
815	9058	Japhug	rGyalrong_Japhug	to sit	409_tosit	amdzɯ	amdzɯ	a m d z ɯ	0	7 4 1 3 7	XMBCZ	AMTSI	6	6.A.V 6.M.c 6.T.C 6.S.C 6.I.V	1.5 1.1 1.75 1.5 0.8	amdzɯ	0	6737
897		Japhug	rGyalrong_Japhug	to sit	409_tosit	amdzɯ	amdzɯ	a m d z ɯ	0	7 4 1 3 7	XMBCZ	AMTSI	6	6.A.V 6.M.c 6.T.C 6.S.C 6.I.V	1.5 1.1 1.75 1.5 0.8	amdzɯ	1	6737
1160	9062	Tangut	Tangut	to sit	409_tosit	dzuu²	dzuu²	d z uː ²	0	1 3 7 8	ACXT	TSY6	17	17.T.C 17.S.C 17.Y.V 17.6.T	1.6 1.2 3.0 1.0	dzuː²	0	6742
1192		Tangut	Tangut	to sit	409_tosit	dzuu²	dzuu²	d z uː ²	0	1 3 7 8	ACXT	TSY6	17	17.T.C 17.S.C 17.Y.V 17.6.T	1.6 1.2 3.0 1.0	dzuː²	1	6742
1526		WobziKhroskyabs	Khroskyabs_Wobzi	to sit	409_tosit	rjê	rjê	r j ê/e	0	5 6 7	ACX	RJE	19	19.R.C 19.J.C 19.E.V	2.0 1.5 1.5	rjê/e	1	6736
2370		MenyaGao	Menya-Gao	to sit	409_tosit	1mbi	1mbi	¹ m b i	0	8 4 1 7	TACZ	6MPI	9	9.6.T 9.M.C 9.P.C 9.I.V	1.0 1.6 1.2 0.7	¹mbi	1	6739
3370		QueyuPubarong	Queyu_pubarong	to sit	409_tosit	ptsū	ptsū	p ts ū/u	0	1 2 7	ACX	PCY	14	14.P.C 14.C.C 14.Y.V	2.0 1.5 1.5	ptsū/u	1	6741
3669	39105	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	to sit	409_tosit	rjê	rjê	r j ê/e	0	5 6 7	ACX	RJE	16	16.R.C 16.J.C 16.E.V	2.0 1.5 1.5	rjê/e	1	6736
3983		BragbarSitu	Bragbar Situ	to sit	409_tosit	nî	nî	n î	0	4 7	AX	NI	2	2.N.C 2.I.V	2.0 1.5	nî	0	6734
4118		Geshiza	Geshiza	to sit	409_tosit	ndzo	ndzo	n d z o	0	4 1 3 7	ACCZ	NTSU	4	4.N.C 4.T.C 4.S.C 4.U.V	2.0 1.5 1.5 0.8	ndzo	0	6735
4620		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	to sit	409_tosit	rje⁵³	rje⁵³	r j ⁵³/e	0	5 6 7	ACX	RJE	5	5.R.C 5.J.C 5.E.V	2.0 1.5 1.5	rj⁵³/e	1	6736
